cutoff,inventory,encoder,atom_count,finite_local_alphabet_size,return_marker,minimum_cycle_length,maximum_cycle_length,record_atom,record_theorem_lower_bound,record_lower_bound_pass,finite_word_capacity,capacity_bound_pass,cyclic_collision_count,prime_orbit_separating_visible_code,payload_prefix_collision_pairs,payload_prefix_examples,payload_kraft_mass,payload_kraft_mass_float,encoder_target_calls,inventory_filter_stage
511,fibonacci_control,framed_binary,12,3,#,6,20,377,1.3499405678958638,True,5230176600,True,0,True,0,,39321/524288,0.074998855590820312,0,post_freeze_evaluator
511,matched_density_seeded_random,raw_binary,97,3,#,5,10,510,1.4187012993629875,True,88572,True,0,True,80,1001<10010;1001<10011;10000<100000;1011<101100;100011<1000110,77/128,0.6015625,0,post_freeze_evaluator
511,matched_density_seeded_random,elias_gamma,97,3,#,8,18,510,1.4187012993629875,True,581130732,True,0,True,0,,919/32768,0.028045654296875,0,post_freeze_evaluator
511,matched_density_seeded_random,elias_delta,97,3,#,9,16,510,1.4187012993629875,True,64570080,True,0,True,0,,59/2048,0.02880859375,0,post_freeze_evaluator
511,matched_density_seeded_random,framed_binary,97,3,#,10,20,510,1.4187012993629875,True,5230176600,True,0,True,0,,919/131072,0.00701141357421875,0,post_freeze_evaluator
511,matched_density_hash,raw_binary,97,3,#,4,10,511,1.4191470581865366,True,88572,True,0,True,102,110<1100;110<11000;1100<11000;110<110100;1111<111100,11/16,0.6875,0,post_freeze_evaluator
511,matched_density_hash,elias_gamma,97,3,#,6,18,511,1.4191470581865366,True,581130732,True,0,True,0,,3995/65536,0.0609588623046875,0,post_freeze_evaluator
511,matched_density_hash,elias_delta,97,3,#,6,16,511,1.4191470581865366,True,64570080,True,0,True,0,,463/8192,0.0565185546875,0,post_freeze_evaluator
511,matched_density_hash,framed_binary,97,3,#,8,20,511,1.4191470581865366,True,5230176600,True,0,True,0,,3995/262144,0.015239715576171875,0,post_freeze_evaluator
511,arbitrary_decidable_modular,raw_binary,218,3,#,3,10,508,1.4178071535891739,True,88572,True,0,True,647,10<100;10<1000;100<1000;10<1001;100<1001,867/512,1.693359375,0,post_freeze_evaluator
511,arbitrary_decidable_modular,elias_gamma,218,3,#,4,18,508,1.4178071535891739,True,581130732,True,0,True,0,,27977/131072,0.21344757080078125,0,post_freeze_evaluator
511,arbitrary_decidable_modular,elias_delta,218,3,#,5,16,508,1.4178071535891739,True,64570080,True,0,True,0,,5115/32768,0.156097412109375,0,post_freeze_evaluator
511,arbitrary_decidable_modular,framed_binary,218,3,#,6,20,508,1.4178071535891739,True,5230176600,True,0,True,0,,27977/524288,0.053361892700195312,0,post_freeze_evaluator
2047,prime_evaluator,raw_binary,309,3,#,3,12,2039,1.7340545998745236,True,797160,True,0,True,837,10<101;11<111;10<1011;101<1011;11<1101,3187/2048,1.55615234375,0,post_freeze_evaluator
2047,prime_evaluator,elias_gamma,309,3,#,4,22,2039,1.7340545998745236,True,47071589412,True,0,True,0,,721701/2097152,0.34413385391235352,0,post_freeze_evaluator
2047,prime_evaluator,elias_delta,309,3,#,5,18,2039,1.7340545998745236,True,581130732,True,0,True,0,,29251/131072,0.22316741943359375,0,post_freeze_evaluator
2047,prime_evaluator,framed_binary,309,3,#,6,24,2039,1.7340545998745236,True,423644304720,True,0,True,0,,721701/8388608,0.086033463478088379,0,post_freeze_evaluator
2047,composite_control,raw_binary,1737,3,#,4,12,2047,1.7349456819985871,True,797160,True,0,True,9083,100<1000;100<1001;110<1100;100<10000;1000<10000,7053/2048,3.44384765625,0,post_freeze_evaluator
2047,composite_control,elias_gamma,1737,3,#,6,22,2047,1.7349456819985871,True,47071589412,True,0,True,0,,325851/2097152,0.15537786483764648,0,post_freeze_evaluator
2047,composite_control,elias_delta,1737,3,#,6,18,2047,1.7349456819985871,True,581130732,True,0,True,0,,23997/131072,0.18308258056640625,0,post_freeze_evaluator
2047,composite_control,framed_binary,1737,3,#,8,24,2047,1.7349456819985871,True,423644304720,True,0,True,0,,325851/8388608,0.038844466209411621,0,post_freeze_evaluator
2047,square_control,raw_binary,44,3,#,4,12,2025,1.7324867603589633,True,797160,True,0,True,55,100<1001;100<10000;100<100100;1001<100100;100<1000000,183/512,0.357421875,0,post_freeze_evaluator
2047,square_control,elias_gamma,44,3,#,6,22,2025,1.7324867603589633,True,47071589412,True,0,True,0,,46801/1048576,0.044632911682128906,0,post_freeze_evaluator
2047,square_control,elias_delta,44,3,#,6,18,2025,1.7324867603589633,True,581130732,True,0,True,0,,1431/32768,0.043670654296875,0,post_freeze_evaluator
2047,square_control,framed_binary,44,3,#,8,24,2025,1.7324867603589633,True,423644304720,True,0,True,0,,46801/4194304,0.011158227920532227,0,post_freeze_evaluator
2047,fibonacci_control,raw_binary,15,3,#,3,12,1597,1.6784543155704821,True,797160,True,0,True,18,10<101;10<1000;11<1101;10<10101;101<10101,1705/2048,0.83251953125,0,post_freeze_evaluator
2047,fibonacci_control,elias_gamma,15,3,#,4,22,1597,1.6784543155704821,True,47071589412,True,0,True,0,,629145/2097152,0.29999971389770508,0,post_freeze_evaluator
2047,fibonacci_control,elias_delta,15,3,#,5,18,1597,1.6784543155704821,True,581130732,True,0,True,0,,22105/131072,0.16864776611328125,0,post_freeze_evaluator
2047,fibonacci_control,framed_binary,15,3,#,6,24,1597,1.6784543155704821,True,423644304720,True,0,True,0,,629145/8388608,0.07499992847442627,0,post_freeze_evaluator
2047,matched_density_seeded_random,raw_binary,309,3,#,5,12,2046,1.7348344873681523,True,797160,True,0,True,312,1001<10010;1001<10011;10000<100000;1011<101100;1001<1001001,1389/2048,0.67822265625,0,post_freeze_evaluator
2047,matched_density_seeded_random,elias_gamma,309,3,#,8,22,2046,1.7348344873681523,True,47071589412,True,0,True,0,,56943/2097152,0.027152538299560547,0,post_freeze_evaluator
2047,matched_density_seeded_random,elias_delta,309,3,#,9,18,2046,1.7348344873681523,True,581130732,True,0,True,0,,3645/131072,0.02780914306640625,0,post_freeze_evaluator
2047,matched_density_seeded_random,framed_binary,309,3,#,10,24,2046,1.7348344873681523,True,423644304720,True,0,True,0,,56943/8388608,0.0067881345748901367,0,post_freeze_evaluator
2047,matched_density_hash,raw_binary,309,3,#,4,12,2047,1.7349456819985871,True,797160,True,0,True,369,110<1100;110<11000;1100<11000;110<1100000;1100<1100000,375/512,0.732421875,0,post_freeze_evaluator
2047,matched_density_hash,elias_gamma,309,3,#,6,22,2047,1.7349456819985871,True,47071589412,True,0,True,0,,31053/524288,0.059228897094726562,0,post_freeze_evaluator
2047,matched_density_hash,elias_delta,309,3,#,6,18,2047,1.7349456819985871,True,581130732,True,0,True,0,,1779/32768,0.054290771484375,0,post_freeze_evaluator
2047,matched_density_hash,framed_binary,309,3,#,8,24,2047,1.7349456819985871,True,423644304720,True,0,True,0,,31053/2097152,0.014807224273681641,0,post_freeze_evaluator
2047,arbitrary_decidable_modular,raw_binary,877,3,#,3,12,2046,1.7348344873681523,True,797160,True,0,True,3355,10<100;10<1000;100<1000;10<1001;100<1001,4347/2048,2.12255859375,0,post_freeze_evaluator
2047,arbitrary_decidable_modular,elias_gamma,877,3,#,4,22,2046,1.7348344873681523,True,47071589412,True,0,True,0,,448951/2097152,0.21407651901245117,0,post_freeze_evaluator
2047,arbitrary_decidable_modular,elias_delta,877,3,#,5,18,2046,1.7348344873681523,True,581130732,True,0,True,0,,21339/131072,0.16280364990234375,0,post_freeze_evaluator
2047,arbitrary_decidable_modular,framed_binary,877,3,#,6,24,2046,1.7348344873681523,True,423644304720,True,0,True,0,,448951/8388608,0.053519129753112793,0,post_freeze_evaluator
8191,prime_evaluator,raw_binary,1028,3,#,3,14,8191,2.0504939191149347,True,7174452,True,0,True,3085,10<101;11<111;10<1011;101<1011;11<1101,6861/4096,1.675048828125,0,post_freeze_evaluator
8191,prime_evaluator,elias_gamma,1028,3,#,4,26,8191,2.0504939191149347,True,3812798742492,True,0,True,0,,2887175/8388608,0.34417808055877686,0,post_freeze_evaluator
8191,prime_evaluator,elias_delta,1028,3,#,5,20,8191,2.0504939191149347,True,5230176600,True,0,True,0,,58989/262144,0.22502517700195312,0,post_freeze_evaluator
8191,prime_evaluator,framed_binary,1028,3,#,6,28,8191,2.0504939191149347,True,34315188682440,True,0,True,0,,2887175/33554432,0.086044520139694214,0,post_freeze_evaluator
8191,composite_control,raw_binary,7162,3,#,4,14,8190,2.0504661357308995,True,7174452,True,0,True,49581,100<1000;100<1001;110<1100;100<10000;1000<10000,17715/4096,4.324951171875,0,post_freeze_evaluator
8191,composite_control,elias_gamma,7162,3,#,6,26,8190,2.0504661357308995,True,3812798742492,True,0,True,0,,1306105/8388608,0.15569984912872314,0,post_freeze_evaluator
8191,composite_control,elias_delta,7162,3,#,6,20,8190,2.0504661357308995,True,5230176600,True,0,True,0,,51603/262144,0.19684982299804688,0,post_freeze_evaluator
8191,composite_control,framed_binary,7162,3,#,8,28,8190,2.0504661357308995,True,34315188682440,True,0,True,0,,1306105/33554432,0.038924962282180786,0,post_freeze_evaluator
8191,square_control,raw_binary,89,3,#,4,14,8100,2.047951637144692,True,7174452,True,0,True,125,100<1001;100<10000;100<100100;1001<100100;100<1000000,2991/8192,0.3651123046875,0,post_freeze_evaluator
8191,square_control,elias_gamma,89,3,#,6,26,8100,2.047951637144692,True,3812798742492,True,0,True,0,,1497731/33554432,0.044635862112045288,0,post_freeze_evaluator
8191,square_control,elias_delta,89,3,#,6,20,8100,2.047951637144692,True,5230176600,True,0,True,0,,22959/524288,0.043790817260742188,0,post_freeze_evaluator
8191,square_control,framed_binary,89,3,#,8,28,8100,2.047951637144692,True,34315188682440,True,0,True,0,,1497731/134217728,0.011158965528011322,0,post_freeze_evaluator
8191,fibonacci_control,raw_binary,18,3,#,3,14,6765,2.0069677063455051,True,7174452,True,0,True,24,10<101;10<1000;11<1101;10<10101;101<10101,853/1024,0.8330078125,0,post_freeze_evaluator
8191,fibonacci_control,elias_gamma,18,3,#,4,26,6765,2.0069677063455051,True,3812798742492,True,0,True,0,,5033163/16777216,0.2999998927116394,0,post_freeze_evaluator
8191,fibonacci_control,elias_delta,18,3,#,5,20,6765,2.0069677063455051,True,5230176600,True,0,True,0,,11053/65536,0.1686553955078125,0,post_freeze_evaluator
8191,fibonacci_control,framed_binary,18,3,#,6,28,6765,2.0069677063455051,True,34315188682440,True,0,True,0,,5033163/67108864,0.074999973177909851,0,post_freeze_evaluator
8191,matched_density_seeded_random,raw_binary,1028,3,#,5,14,8189,2.050438348954303,True,7174452,True,0,True,1080,1001<10010;1001<10011;10000<100000;1001<1001001;10010<1001001,1387/2048,0.67724609375,0,post_freeze_evaluator
8191,matched_density_seeded_random,elias_gamma,1028,3,#,8,26,8189,2.050438348954303,True,3812798742492,True,0,True,0,,319027/16777216,0.019015491008758545,0,post_freeze_evaluator
8191,matched_density_seeded_random,elias_delta,1028,3,#,9,20,8189,2.050438348954303,True,5230176600,True,0,True,0,,3211/131072,0.02449798583984375,0,post_freeze_evaluator
8191,matched_density_seeded_random,framed_binary,1028,3,#,10,28,8189,2.050438348954303,True,34315188682440,True,0,True,0,,319027/67108864,0.0047538727521896362,0,post_freeze_evaluator
8191,matched_density_hash,raw_binary,1028,3,#,4,14,8180,2.0501881151628329,True,7174452,True,0,True,1297,110<1100;110<1100000;1100<1100000;110<1100010;1100<1100010,6197/8192,0.7564697265625,0,post_freeze_evaluator
8191,matched_density_hash,elias_gamma,1028,3,#,6,26,8180,2.0501881151628329,True,3812798742492,True,0,True,0,,1907813/33554432,0.056857258081436157,0,post_freeze_evaluator
8191,matched_density_hash,elias_delta,1028,3,#,6,20,8180,2.0501881151628329,True,5230176600,True,0,True,0,,27509/524288,0.052469253540039062,0,post_freeze_evaluator
8191,matched_density_hash,framed_binary,1028,3,#,8,28,8180,2.0501881151628329,True,34315188682440,True,0,True,0,,1907813/134217728,0.014214314520359039,0,post_freeze_evaluator
8191,arbitrary_decidable_modular,raw_binary,3510,3,#,3,14,8191,2.0504939191149347,True,7174452,True,0,True,16432,10<100;10<1000;100<1000;10<1001;100<1001,10449/4096,2.551025390625,0,post_freeze_evaluator
8191,arbitrary_decidable_modular,elias_gamma,3510,3,#,4,26,8191,2.0504939191149347,True,3812798742492,True,0,True,0,,1755/8192,0.2142333984375,0,post_freeze_evaluator
8191,arbitrary_decidable_modular,elias_delta,3510,3,#,5,20,8191,2.0504939191149347,True,5230176600,True,0,True,0,,44433/262144,0.16949844360351562,0,post_freeze_evaluator
8191,arbitrary_decidable_modular,framed_binary,3510,3,#,6,28,8191,2.0504939191149347,True,34315188682440,True,0,True,0,,1755/32768,0.053558349609375,0,post_freeze_evaluator
