rule,inventory,control_id,N,mode,coefficient_exact_zero,coefficient_sign,coefficient_sha256,numerator_digits,denominator_digits,first_degree,active_edge_count,neutral_euler_safe
consecutive_run_3,random_increasing,14113,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,random_increasing,14113,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,random_increasing,14113,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,random_increasing,14113,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,random_increasing,14113,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,random_increasing,14113,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,random_increasing,14114,32,2,False,-1,bb0cf912b06a96d119be82fcff2c5d948be819b76f822feb75befe818a2e8fc8,193,199,2,31,True
factor_depth_sum,random_increasing,14114,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,4,0,True
indecomposable_pair,random_increasing,14114,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
factor_depth_equal,random_increasing,14114,32,2,False,-1,b18ed0f51e01875d3fe3ffc0bf7a24bf2ca46fc4fee513329f7d44acdf1ea897,150,156,2,5,True
distinct_depth_equal,random_increasing,14114,32,2,False,-1,0b258dd0ecb87e506d00151884f24ca91910aad7fa4b64ddeb7974c7a1496d36,157,166,2,8,True
tensor_coprime,random_increasing,14114,32,2,False,-1,31acc5941eec68ae01fa192068fa463f3867c802791e72d6c0d13bea932d4e03,185,192,2,16,True
v2_equal,random_increasing,14114,32,2,False,-1,163a31d494e508a5aaaafd59b524ba95482bb70f7d088e8db51b073a95bca0be,162,168,2,10,True
v2_parity_equal,random_increasing,14114,32,2,False,-1,9c604bd6fa1bd9c9b91e7e6c3050ffac70b11ecb5781c3f484e51f55f1975624,183,189,2,22,True
entropy_increasing,random_increasing,14114,32,2,False,-1,bb0cf912b06a96d119be82fcff2c5d948be819b76f822feb75befe818a2e8fc8,193,199,2,31,True
entropy_bin_equal,random_increasing,14114,32,2,False,-1,756cc92f0694577a0c7dfd52c373650d4651fc6d44500fd616d5dee6d014b80b,192,198,2,26,True
ordered_consecutive_tensor_atoms,random_increasing,14114,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_2,random_increasing,14114,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,random_increasing,14114,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,random_increasing,14114,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,random_increasing,14114,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,random_increasing,14114,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,random_increasing,14114,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,random_increasing,14114,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,random_increasing,14115,32,2,False,-1,13d9e535dc7c55fcd1c55eeed0d2b345b6c5dc3a82e3555816cf30d3f3583e4b,197,202,2,31,True
factor_depth_sum,random_increasing,14115,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
indecomposable_pair,random_increasing,14115,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
factor_depth_equal,random_increasing,14115,32,2,False,-1,f418b5533105ae2725dc950af7f5870669eee3e2ee782f6fd0d0fff18caa8d44,147,155,2,4,True
distinct_depth_equal,random_increasing,14115,32,2,False,-1,3eab953b3ec77fcb9b23bb2536065e34f9f82709810d4faf573ce3a7a4023be1,167,172,2,10,True
tensor_coprime,random_increasing,14115,32,2,False,-1,8f91012fd08f2a90a9ba967db345b2a9cef25d66e1a24f99f5b550fef1d08c3f,195,201,2,19,True
v2_equal,random_increasing,14115,32,2,False,-1,3d0dfdf06d91ed358b25c126aeedcbfb4b2c7b84fc5a60a8a1de767d0ffadf31,167,176,2,6,True
v2_parity_equal,random_increasing,14115,32,2,False,-1,24b70a6df2e256441c09f0d0d7322b53897d812431669f4669e970324b006cef,186,192,2,14,True
entropy_increasing,random_increasing,14115,32,2,False,-1,13d9e535dc7c55fcd1c55eeed0d2b345b6c5dc3a82e3555816cf30d3f3583e4b,197,202,2,31,True
entropy_bin_equal,random_increasing,14115,32,2,False,-1,3d26c3a97700f9c2f858feb61a86240d4f6ccfbefb08e86bcc9680dbd5de4d32,197,202,2,26,True
ordered_consecutive_tensor_atoms,random_increasing,14115,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_2,random_increasing,14115,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,random_increasing,14115,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,random_increasing,14115,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,random_increasing,14115,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,random_increasing,14115,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,random_increasing,14115,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,random_increasing,14115,32,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,prefix_preserving_shuffle,12,32,2,False,-1,51c043b4e85f075b38b9b32ebd6494a26663b99323debf2610f15df22efa5d43,178,180,2,31,True
factor_depth_sum,prefix_preserving_shuffle,12,32,2,False,-1,51c043b4e85f075b38b9b32ebd6494a26663b99323debf2610f15df22efa5d43,178,180,2,31,True
indecomposable_pair,prefix_preserving_shuffle,12,32,2,False,-1,51c043b4e85f075b38b9b32ebd6494a26663b99323debf2610f15df22efa5d43,178,180,2,31,True
factor_depth_equal,prefix_preserving_shuffle,12,32,2,False,-1,51c043b4e85f075b38b9b32ebd6494a26663b99323debf2610f15df22efa5d43,178,180,2,31,True
distinct_depth_equal,prefix_preserving_shuffle,12,32,2,False,-1,51c043b4e85f075b38b9b32ebd6494a26663b99323debf2610f15df22efa5d43,178,180,2,31,True
tensor_coprime,prefix_preserving_shuffle,12,32,2,False,-1,51c043b4e85f075b38b9b32ebd6494a26663b99323debf2610f15df22efa5d43,178,180,2,31,True
v2_equal,prefix_preserving_shuffle,12,32,2,False,-1,7ca0f46e070054a3f188e820726cac3d091a4e7132e22f86086784ec9c6a133b,177,180,2,30,True
v2_parity_equal,prefix_preserving_shuffle,12,32,2,False,-1,7ca0f46e070054a3f188e820726cac3d091a4e7132e22f86086784ec9c6a133b,177,180,2,30,True
entropy_increasing,prefix_preserving_shuffle,12,32,2,False,-1,50bfc06306a567729993f77ea9ce3f8515d1cb702c65ecbe22b23d7006c9c876,108,110,2,12,True
entropy_bin_equal,prefix_preserving_shuffle,12,32,2,False,-1,2b376666e35c8342fa9091e6696710eb2dd43ff24650102eb9587621a3842af8,175,177,2,24,True
ordered_consecutive_tensor_atoms,prefix_preserving_shuffle,12,32,2,False,-1,bbd36bba2e7e3fb6f6f21b16f44f225d24c3d9d45f07e925c280b8085b75016e,108,110,2,11,True
consecutive_run_2,prefix_preserving_shuffle,12,32,2,False,-1,6ce3a267631f588fbc2a7f70b52d9828737458d7a9950f659e8a74d1f43647cd,107,110,2,10,True
consecutive_run_3,prefix_preserving_shuffle,12,32,2,False,-1,5e05485607e1cd281ed7ac84924b37e2e056ade01f3b2bb1ae6828aa5b635e0c,104,108,2,9,True
consecutive_run_4,prefix_preserving_shuffle,12,32,2,False,-1,ea69248210f621623546475ab3a6bf84c196014635cbcf90266d38328fe6e88c,103,107,2,8,True
consecutive_run_5,prefix_preserving_shuffle,12,32,2,False,-1,36421c68aa0292b06c89e272a7780df2eeb638865da8c5046fc4f61d5034f80f,99,104,2,7,True
consecutive_run_6,prefix_preserving_shuffle,12,32,2,False,-1,23975aa2c3936d5da9dce7a534631fd38771a5604604a415ad24abb42b1d0173,96,101,2,6,True
consecutive_run_7,prefix_preserving_shuffle,12,32,2,False,-1,f54836a2bb9906e8ce5fc6e2ea6dc175b5ad35f3d0973fca513a6561a488c7dd,99,105,2,5,True
consecutive_run_8,prefix_preserving_shuffle,12,32,2,False,-1,db1c792eaef66437e53354c3e627f154d67212a8f8635e1863a9cbc898918eab,96,102,2,4,True
constant,block_preserving_shuffle,12,32,2,False,-1,4fc90a1ec28d992ad0ce557aab53fdbcb83ea20bca7d84d5097da4fac803063f,178,180,2,31,True
factor_depth_sum,block_preserving_shuffle,12,32,2,False,-1,4fc90a1ec28d992ad0ce557aab53fdbcb83ea20bca7d84d5097da4fac803063f,178,180,2,31,True
indecomposable_pair,block_preserving_shuffle,12,32,2,False,-1,4fc90a1ec28d992ad0ce557aab53fdbcb83ea20bca7d84d5097da4fac803063f,178,180,2,31,True
factor_depth_equal,block_preserving_shuffle,12,32,2,False,-1,4fc90a1ec28d992ad0ce557aab53fdbcb83ea20bca7d84d5097da4fac803063f,178,180,2,31,True
distinct_depth_equal,block_preserving_shuffle,12,32,2,False,-1,4fc90a1ec28d992ad0ce557aab53fdbcb83ea20bca7d84d5097da4fac803063f,178,180,2,31,True
tensor_coprime,block_preserving_shuffle,12,32,2,False,-1,4fc90a1ec28d992ad0ce557aab53fdbcb83ea20bca7d84d5097da4fac803063f,178,180,2,31,True
v2_equal,block_preserving_shuffle,12,32,2,False,-1,0203169f00fd55df7568969767a842d579a2ec398ebc7171259cb85cd996b7e0,177,180,2,29,True
v2_parity_equal,block_preserving_shuffle,12,32,2,False,-1,0203169f00fd55df7568969767a842d579a2ec398ebc7171259cb85cd996b7e0,177,180,2,29,True
entropy_increasing,block_preserving_shuffle,12,32,2,False,-1,811686af1f7269e8c49a2d4f741ab35224278e5b4f493bafa824e8e798027a2f,178,180,2,30,True
entropy_bin_equal,block_preserving_shuffle,12,32,2,False,-1,2b376666e35c8342fa9091e6696710eb2dd43ff24650102eb9587621a3842af8,175,177,2,24,True
ordered_consecutive_tensor_atoms,block_preserving_shuffle,12,32,2,False,-1,811686af1f7269e8c49a2d4f741ab35224278e5b4f493bafa824e8e798027a2f,178,180,2,30,True
consecutive_run_2,block_preserving_shuffle,12,32,2,False,-1,4c612a1b924765dc6624a5d51091397277fdc6553c41d2d590a16efcaf461d96,174,177,2,28,True
consecutive_run_3,block_preserving_shuffle,12,32,2,False,-1,f79573e7a6f549c627c8da6616c29ff7da1137b03fb8b9d06b3dcd8e275b6ebf,167,171,2,26,True
consecutive_run_4,block_preserving_shuffle,12,32,2,False,-1,675d68aadb4ee587d252a9338ef15c2e1c43c1cb6d26c15854961b27dbb01015,162,166,2,24,True
consecutive_run_5,block_preserving_shuffle,12,32,2,False,-1,bc331798a9f48a025af485f6cc0c599a4cb508a0be1ae6d8993e68ba0195efe9,157,162,2,22,True
consecutive_run_6,block_preserving_shuffle,12,32,2,False,-1,4533fdbf21071428e5fde680f8e2b2db97383c1306e673dbbf8953057c032d2c,153,158,2,20,True
consecutive_run_7,block_preserving_shuffle,12,32,2,False,-1,ee5a831e0c5984a72e0e825cb832f8f35d4379c2320feeebae5cea7f06d50096,149,155,2,18,True
consecutive_run_8,block_preserving_shuffle,12,32,2,False,-1,46edea083fc4eb1332b96df62fc2afffd5034ad2a8bc72c1d1dd510b974b938f,144,150,2,16,True
constant,tensor_primes,primary,64,2,False,-1,f0872bd81b4ab80fbdbe0575cd4be8908a29cf3f55e4e23a28676dda23c69099,453,455,2,63,True
factor_depth_sum,tensor_primes,primary,64,2,False,-1,f0872bd81b4ab80fbdbe0575cd4be8908a29cf3f55e4e23a28676dda23c69099,453,455,2,63,True
indecomposable_pair,tensor_primes,primary,64,2,False,-1,f0872bd81b4ab80fbdbe0575cd4be8908a29cf3f55e4e23a28676dda23c69099,453,455,2,63,True
factor_depth_equal,tensor_primes,primary,64,2,False,-1,f0872bd81b4ab80fbdbe0575cd4be8908a29cf3f55e4e23a28676dda23c69099,453,455,2,63,True
distinct_depth_equal,tensor_primes,primary,64,2,False,-1,f0872bd81b4ab80fbdbe0575cd4be8908a29cf3f55e4e23a28676dda23c69099,453,455,2,63,True
tensor_coprime,tensor_primes,primary,64,2,False,-1,f0872bd81b4ab80fbdbe0575cd4be8908a29cf3f55e4e23a28676dda23c69099,453,455,2,63,True
v2_equal,tensor_primes,primary,64,2,False,-1,42383ad57866564e1f2f1b3434a11ced40e369ef270f9264f9d70c0996667d48,452,455,2,62,True
v2_parity_equal,tensor_primes,primary,64,2,False,-1,42383ad57866564e1f2f1b3434a11ced40e369ef270f9264f9d70c0996667d48,452,455,2,62,True
entropy_increasing,tensor_primes,primary,64,2,False,-1,f0872bd81b4ab80fbdbe0575cd4be8908a29cf3f55e4e23a28676dda23c69099,453,455,2,63,True
entropy_bin_equal,tensor_primes,primary,64,2,False,-1,1a7cc40824d8a93809dc7e419594811998b53dbab51e3b11b3d1d78682bf179a,455,458,2,56,True
ordered_consecutive_tensor_atoms,tensor_primes,primary,64,2,False,-1,f0872bd81b4ab80fbdbe0575cd4be8908a29cf3f55e4e23a28676dda23c69099,453,455,2,63,True
consecutive_run_2,tensor_primes,primary,64,2,False,-1,42383ad57866564e1f2f1b3434a11ced40e369ef270f9264f9d70c0996667d48,452,455,2,62,True
consecutive_run_3,tensor_primes,primary,64,2,False,-1,6c6bba2f0a79a2ceb2cd475bf78e355ab33d5a9ee6b090b1a0d2e6542cea7686,451,454,2,61,True
consecutive_run_4,tensor_primes,primary,64,2,False,-1,35698b909038608399abde711214987f1c25a4c741b5761215cb0faaafd45949,449,453,2,60,True
consecutive_run_5,tensor_primes,primary,64,2,False,-1,f733204ce3d9c23159ffe366a51bf8dff66e9e2785ad9fb338705ca1eb340917,447,452,2,59,True
consecutive_run_6,tensor_primes,primary,64,2,False,-1,d6743558633d2db3081173e25acefae758a57db440caa915ac80567f8bbb5dfc,447,452,2,58,True
consecutive_run_7,tensor_primes,primary,64,2,False,-1,53c4df6d8fa0a14b6c0c2ee3c1c2d02d7d0d8aa21575304b7a1b9f3474b818f9,446,452,2,57,True
consecutive_run_8,tensor_primes,primary,64,2,False,-1,1d7f951343848f643cab26f53af400ccbfa19be4ef466cd6226cfc6845deeb41,444,450,2,56,True
constant,composites,deterministic,64,2,False,-1,6741f252cf9432fde3490cb4e47b810f20547fda191e579bf70d66a7382d844c,230,234,2,63,True
factor_depth_sum,composites,deterministic,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,4,0,True
indecomposable_pair,composites,deterministic,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
factor_depth_equal,composites,deterministic,64,2,False,-1,1e21f7ed0a7cf19291dbde8ad8a88f9b5db0147277b7f8fd09b764e6bcd3cdfa,216,219,2,18,True
distinct_depth_equal,composites,deterministic,64,2,False,-1,d104a6e03dcde1a06443e4d59f23917239b81a2d77269ace678935795fb31b64,222,226,2,33,True
tensor_coprime,composites,deterministic,64,2,False,-1,d7b71890a3b18d34ffde678e015f92a2450e56955fb98b45c528148d602ed1d6,228,233,2,42,True
v2_equal,composites,deterministic,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
v2_parity_equal,composites,deterministic,64,2,False,-1,66a60228da105b7d4e5438639a5dd146d873642819ccf4f110411ba7c9ae51d6,217,221,2,20,True
entropy_increasing,composites,deterministic,64,2,False,-1,6741f252cf9432fde3490cb4e47b810f20547fda191e579bf70d66a7382d844c,230,234,2,63,True
entropy_bin_equal,composites,deterministic,64,2,False,-1,69598254e21f47c648b8608793b3ba290f8544391338b8d9d8fcc9e995ae974a,231,234,2,59,True
ordered_consecutive_tensor_atoms,composites,deterministic,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_2,composites,deterministic,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,composites,deterministic,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,composites,deterministic,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,composites,deterministic,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,composites,deterministic,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,composites,deterministic,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,composites,deterministic,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14000,64,2,False,-1,d96f349ca1bda08ce90eef435b5efe4a8ecaf88e04175acd25cafecfe313f14b,460,463,2,63,True
factor_depth_sum,shuffled_primes,14000,64,2,False,-1,d96f349ca1bda08ce90eef435b5efe4a8ecaf88e04175acd25cafecfe313f14b,460,463,2,63,True
indecomposable_pair,shuffled_primes,14000,64,2,False,-1,d96f349ca1bda08ce90eef435b5efe4a8ecaf88e04175acd25cafecfe313f14b,460,463,2,63,True
factor_depth_equal,shuffled_primes,14000,64,2,False,-1,d96f349ca1bda08ce90eef435b5efe4a8ecaf88e04175acd25cafecfe313f14b,460,463,2,63,True
distinct_depth_equal,shuffled_primes,14000,64,2,False,-1,d96f349ca1bda08ce90eef435b5efe4a8ecaf88e04175acd25cafecfe313f14b,460,463,2,63,True
tensor_coprime,shuffled_primes,14000,64,2,False,-1,d96f349ca1bda08ce90eef435b5efe4a8ecaf88e04175acd25cafecfe313f14b,460,463,2,63,True
v2_equal,shuffled_primes,14000,64,2,False,-1,58cdadd2455dba9ac926afeee6b273e4883980e5aab676d323a42fe93a2a4e83,460,463,2,61,True
v2_parity_equal,shuffled_primes,14000,64,2,False,-1,58cdadd2455dba9ac926afeee6b273e4883980e5aab676d323a42fe93a2a4e83,460,463,2,61,True
entropy_increasing,shuffled_primes,14000,64,2,False,-1,f1ebe42773055d146d88181c594e301652ee6fd85010456b2bcf034db3719729,430,432,2,33,True
entropy_bin_equal,shuffled_primes,14000,64,2,False,-1,2d8877552e8726e2fc25bd236ecc4169a9facf161c34a142766ac8de01634556,326,333,2,15,True
ordered_consecutive_tensor_atoms,shuffled_primes,14000,64,2,False,-1,e08a8cb9951f2fe78a5057e544a5cf96ba3cf0b9413c3407ad62ff63f2fd07f6,218,228,2,1,True
consecutive_run_2,shuffled_primes,14000,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14000,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14000,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14000,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14000,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14000,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14000,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14001,64,2,False,-1,78f2c0b055dd63ec7d411e97b1fc438fd76a98271be90f6c4ce5ec7173733d07,453,455,2,63,True
factor_depth_sum,shuffled_primes,14001,64,2,False,-1,78f2c0b055dd63ec7d411e97b1fc438fd76a98271be90f6c4ce5ec7173733d07,453,455,2,63,True
indecomposable_pair,shuffled_primes,14001,64,2,False,-1,78f2c0b055dd63ec7d411e97b1fc438fd76a98271be90f6c4ce5ec7173733d07,453,455,2,63,True
factor_depth_equal,shuffled_primes,14001,64,2,False,-1,78f2c0b055dd63ec7d411e97b1fc438fd76a98271be90f6c4ce5ec7173733d07,453,455,2,63,True
distinct_depth_equal,shuffled_primes,14001,64,2,False,-1,78f2c0b055dd63ec7d411e97b1fc438fd76a98271be90f6c4ce5ec7173733d07,453,455,2,63,True
tensor_coprime,shuffled_primes,14001,64,2,False,-1,78f2c0b055dd63ec7d411e97b1fc438fd76a98271be90f6c4ce5ec7173733d07,453,455,2,63,True
v2_equal,shuffled_primes,14001,64,2,False,-1,2322897af6403092e3bf889fa1e61d5a4dff7aed1858eea17a7d1429b892509c,452,455,2,61,True
v2_parity_equal,shuffled_primes,14001,64,2,False,-1,2322897af6403092e3bf889fa1e61d5a4dff7aed1858eea17a7d1429b892509c,452,455,2,61,True
entropy_increasing,shuffled_primes,14001,64,2,False,-1,f8bd5c89994ad5a780aae371ce5cb4eee0b654b6262f6d70a571d1a480f6d6c8,414,417,2,32,True
entropy_bin_equal,shuffled_primes,14001,64,2,False,-1,1af576f207bc430e192215aeed022b925309d3d9e970fc167af45ba8d73ac554,301,307,2,11,True
ordered_consecutive_tensor_atoms,shuffled_primes,14001,64,2,False,-1,23821239db30bc21000e8a25f2ea425123d4d1d4af814252cb4c906111cdc94d,213,219,2,1,True
consecutive_run_2,shuffled_primes,14001,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14001,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14001,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14001,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14001,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14001,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14001,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14002,64,2,False,-1,42614326845e82b9f1b6e64270f8f0e2824fc8722c2f41bf59971db089d8f696,454,456,2,63,True
factor_depth_sum,shuffled_primes,14002,64,2,False,-1,42614326845e82b9f1b6e64270f8f0e2824fc8722c2f41bf59971db089d8f696,454,456,2,63,True
indecomposable_pair,shuffled_primes,14002,64,2,False,-1,42614326845e82b9f1b6e64270f8f0e2824fc8722c2f41bf59971db089d8f696,454,456,2,63,True
factor_depth_equal,shuffled_primes,14002,64,2,False,-1,42614326845e82b9f1b6e64270f8f0e2824fc8722c2f41bf59971db089d8f696,454,456,2,63,True
distinct_depth_equal,shuffled_primes,14002,64,2,False,-1,42614326845e82b9f1b6e64270f8f0e2824fc8722c2f41bf59971db089d8f696,454,456,2,63,True
tensor_coprime,shuffled_primes,14002,64,2,False,-1,42614326845e82b9f1b6e64270f8f0e2824fc8722c2f41bf59971db089d8f696,454,456,2,63,True
v2_equal,shuffled_primes,14002,64,2,False,-1,2c76bf348d43c27ad22a558ecccd18b5346ee6423aece7966818d4e4e85ee5db,453,456,2,61,True
v2_parity_equal,shuffled_primes,14002,64,2,False,-1,2c76bf348d43c27ad22a558ecccd18b5346ee6423aece7966818d4e4e85ee5db,453,456,2,61,True
entropy_increasing,shuffled_primes,14002,64,2,False,-1,d97dda82fd9672a37ed301189d2bcb0663106803bf00e98edf7ee1635b141557,424,427,2,32,True
entropy_bin_equal,shuffled_primes,14002,64,2,False,-1,ba75789d04c93f743a364ceb31d7612927e0726331874e83e013192daf2bf82f,340,348,2,14,True
ordered_consecutive_tensor_atoms,shuffled_primes,14002,64,2,False,-1,8b341a1f5dcc990c73a14efd52c272755b07c1ab43c1d34b155d97b579ebf82c,216,224,2,1,True
consecutive_run_2,shuffled_primes,14002,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14002,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14002,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14002,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14002,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14002,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14002,64,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14003,64,2,False,-1,9a2554cab6ecd0a720ea5543f7d6a5492811fad47286626eec2e8a29cf9a02f8,454,456,2,63,True
factor_depth_sum,shuffled_primes,14003,64,2,False,-1,9a2554cab6ecd0a720ea5543f7d6a5492811fad47286626eec2e8a29cf9a02f8,454,456,2,63,True
indecomposable_pair,shuffled_primes,14003,64,2,False,-1,9a2554cab6ecd0a720ea5543f7d6a5492811fad47286626eec2e8a29cf9a02f8,454,456,2,63,True
