role,index,window,target,predicted,residual,percent_error
joint-W,187,development,376.32409223066804,358.0117817718504,-18.31231045881765,4.866101011569865
joint-W,188,development,378.4366802499655,358.40689102546975,-20.029789224495744,5.292771623317709
joint-W,189,development,379.87297534653237,359.2880569213586,-20.584918425173782,5.418895199479657
joint-W,190,development,381.4844686171865,360.1419370684057,-21.342531548780812,5.5946003846876655
joint-W,191,development,383.44352944953647,360.6837430056532,-22.759786443883286,5.935629289808792
joint-W,192,development,384.95611681486366,361.7300503789373,-23.226066435926384,6.033432233289194
joint-W,193,development,385.86130084597426,362.81624962970636,-23.045051216267893,5.97236653837615
joint-W,194,development,387.222890222388,363.0875527853498,-24.135337437038174,6.2329314837707255
joint-W,195,development,388.84612835423223,365.092906349733,-23.753222004499207,6.108643052467382
joint-W,196,development,391.45608356363806,365.3601145598118,-26.09596900382627,6.66638483843716
joint-W,197,development,392.2450833395191,365.41459562619593,-26.83048771332318,6.840235570295033
joint-W,198,development,393.427743844434,365.46997258100726,-27.957771263426764,7.106202269884047
joint-W,199,development,395.5828700109937,369.9197365032915,-25.663133507702184,6.487422852002914
joint-W,200,development,396.3818542225922,373.417043898807,-22.96481032378523,5.793607875624173
joint-W,201,postfreeze-evaluation,397.9187362096142,376.24814908533335,-21.67058712428087,5.445983099641058
joint-W,202,postfreeze-evaluation,399.9851198761949,376.4886926213006,-23.496427254894343,5.874325340444429
joint-W,203,postfreeze-evaluation,401.8392286005332,376.74722187871396,-25.092006721819246,6.244289988612114
joint-W,204,postfreeze-evaluation,402.86191776388614,377.2831168573601,-25.578800906526055,6.349272487333382
joint-W,205,postfreeze-evaluation,404.236441800208,377.8544580827064,-26.381983717501612,6.526374415926802
joint-W,206,postfreeze-evaluation,405.13438745990993,379.81950621833846,-25.31488124157147,6.248514573223312
joint-W,207,postfreeze-evaluation,407.5814603868962,382.41694373539775,-25.164516651498445,6.174107288297916
joint-W,208,postfreeze-evaluation,408.9472455023511,383.0629202884035,-25.88432521394759,6.329502276547007
joint-W,209,postfreeze-evaluation,410.51386919336665,385.2360296976729,-25.27783949569374,6.157609131541176
joint-W,210,postfreeze-evaluation,411.9722678042788,385.5555791329853,-26.416688671293457,6.412249254564774
joint-W,211,postfreeze-evaluation,413.26273607018504,385.71899716300993,-27.54373890717511,6.664946171797429
joint-W,212,postfreeze-evaluation,415.01880975515513,386.1142735694068,-28.904536185748327,6.9646328085227935
joint-W,213,postfreeze-evaluation,415.4552149962946,391.1634258314109,-24.29178916488371,5.847029544472168
joint-W,214,postfreeze-evaluation,418.3877057895348,391.61333857797933,-26.774367211555443,6.399415384596408
joint-W,215,postfreeze-evaluation,419.8613648181523,392.1933692808344,-27.667995537317893,6.589793168824019
joint-W,216,postfreeze-evaluation,420.6438276250418,394.76531719216405,-25.87851043287776,6.15211937828448
joint-W,217,postfreeze-evaluation,422.07671005882673,395.02726258290437,-27.049447475922364,6.40865672786171
joint-W,218,postfreeze-evaluation,423.7165796274818,398.85443202860586,-24.862147598875936,5.867636244192745
joint-W,219,postfreeze-evaluation,425.06988249446135,407.04453234189356,-18.025350152567796,4.240561586435771
joint-W,220,postfreeze-evaluation,427.2088250840746,412.33368261153703,-14.875142472537561,3.4819370759979353
joint-W,221,postfreeze-evaluation,428.12791407661666,412.7081450892233,-15.419768987393354,3.6016733505103504
joint-W,222,postfreeze-evaluation,430.3287454309386,416.4913007236639,-13.837444707274699,3.2155520295112154
joint-W,223,postfreeze-evaluation,431.3013069307036,421.1669832892947,-10.134323641408912,2.3497085398438577
joint-W,224,postfreeze-evaluation,432.1386417345886,421.68572209951736,-10.452919635071225,2.4188810315859723
joint-W,225,postfreeze-evaluation,433.88921848092724,424.2882400344009,-9.600978446526312,2.212771840733892
joint-W,226,postfreeze-evaluation,436.16100643264696,427.03434895727617,-9.126657475370791,2.0924973440467682
joint-W,227,postfreeze-evaluation,437.5816981676686,439.45927554091634,1.8775773732477319,0.4290804165507623
joint-W,228,postfreeze-evaluation,438.6217386562722,446.23402118600194,7.612282529729725,1.7355005141902287
joint-W,229,postfreeze-evaluation,439.91844221437066,447.79847696340335,7.8800347490326885,1.7912490118322377
joint-W,230,postfreeze-evaluation,441.68319920118904,449.5148249170135,7.831625715824487,1.7731319031352015
joint-W,231,postfreeze-evaluation,442.90454630260945,452.3675332752727,9.46298697266326,2.136574810906949
joint-W,232,postfreeze-evaluation,444.31933627755916,456.7024228463232,12.383086568764043,2.786978994096383
joint-W,233,postfreeze-evaluation,446.8606226964295,464.0414648860181,17.18084218958859,3.844787684785605
joint-W,234,postfreeze-evaluation,447.4417041944933,472.66089045211044,25.21918625761714,5.636306589484761
joint-W,235,postfreeze-evaluation,449.1485456850233,477.578365454227,28.429819769203732,6.329714309960353
joint-W,236,postfreeze-evaluation,450.1269457803135,483.28019200748736,33.15324622717384,7.3653102836803805
joint-W,237,postfreeze-evaluation,451.4033084453888,491.5406376078485,40.13732916245971,8.891678109469497
joint-W,238,postfreeze-evaluation,453.9867378066779,493.2909146488443,39.304176842166385,8.657560578102913
joint-W,239,postfreeze-evaluation,454.9746837686168,498.0403574796123,43.0656737109955,9.465509894809246
joint-W,240,postfreeze-evaluation,456.32842668924604,508.9487220591259,52.62029536987984,11.531233272415353
joint-A,1,train,14.1347,14.1347,0.0,0.0
joint-A,2,train,21.022,20.80023592240884,-0.2217640775911569,1.0549142688191273
joint-A,3,train,25.0108,24.137719884692675,-0.8730801153073244,3.490812430259426
joint-A,4,train,30.4248,29.775206281379408,-0.6495937186205936,2.1350796673128287
joint-A,5,train,32.935,32.277150038385216,-0.6578499616147866,1.9974190424010523
joint-A,6,train,37.5861,38.30234149598034,0.7162414959803414,1.905602060283832
joint-A,7,train,40.9187,40.95410485731839,0.03540485731839027,0.08652488304464773
joint-A,8,train,43.327,41.33823018158039,-1.9887698184196054,4.590139678305919
joint-A,9,train,48.0051,42.30845190717114,-5.696648092828859,11.866756017233293
joint-A,10,train,49.7738,46.64377865785042,-3.1300213421495826,6.28849182129872
joint-A,11,train,52.9703,56.07233492459485,3.1020349245948466,5.856177753561612
joint-A,12,train,56.4462,57.74883267329916,1.3026326732991649,2.307742015050021
joint-A,13,train,59.347,59.7940022522791,0.4470022522790984,0.7532010923536124
joint-A,14,train,60.8317,60.39685386839396,-0.4348461316060366,0.7148347516279121
joint-A,15,train,65.1125,61.08693622904854,-4.025563770951457,6.182474595433224
joint-A,16,train,67.0798,65.402985746486,-1.67681425351401,2.4997305500523406
joint-A,17,train,69.5464,67.18326287782914,-2.363137122170869,3.3979287528482693
joint-A,18,train,72.0671,70.22124673801838,-1.8458532619816168,2.5612980985520672
joint-A,19,train,75.7046,72.59157110069268,-3.1130288993073236,4.112073637939205
joint-A,20,train,77.1448,75.01827148373955,-2.12652851626045,2.75654161558582
joint-A,21,train,79.3373,80.98542089221777,1.6481208922177757,2.077359441546127
joint-A,22,train,82.9103,83.71534218640348,0.8050421864034689,0.9709797050589237
joint-A,23,train,84.7354,86.65832762048385,1.922927620483847,2.269332086098428
joint-A,24,train,87.4252,90.97408536462953,3.548885364629527,4.059339143209883
joint-A,25,train,88.8091,91.74839924717011,2.939299247170112,3.309682506826566
joint-A,26,train,92.4918,99.56904371784674,7.077243717846741,7.651752607092456
joint-A,27,train,94.6513,99.912068039195,5.260768039195,5.558051542023194
joint-A,28,train,95.8706,100.99197836912603,5.121378369126035,5.341969664449826
joint-A,29,train,98.8311,101.68172663235684,2.8506266323568354,2.884341702517563
joint-A,30,train,101.3178,103.31461596415703,1.9968159641570224,1.9708441795587965
joint-A,31,train,103.7255,103.99294496378022,0.2674449637802212,0.2578391656634301
joint-A,32,train,105.4466,107.48442347786674,2.0378234778667377,1.9325644239517799
joint-A,33,train,107.1686,108.06869400752039,0.9000940075203943,0.8398859437562815
joint-A,34,train,111.0295,110.32123015953148,-0.7082698404685175,0.6379114023466894
joint-A,35,train,111.8746,114.8680550434506,2.993455043450595,2.6757235721518513
joint-A,36,train,114.3202,116.89055893783853,2.5703589378385345,2.248385620247808
joint-A,37,train,116.2266,119.14867049829533,2.9220704982953265,2.5141150978307256
joint-A,38,train,118.7907,119.81251985289563,1.0218198528956322,0.8601850590118857
joint-A,39,train,121.3701,120.49532975543825,-0.8747702445617449,0.7207460853717225
joint-A,40,train,122.9468,122.93535049615637,-0.011449503843621756,0.009312567585021941
joint-A,41,train,124.2568,125.91508781023464,1.65828781023464,1.3345650380781091
joint-A,42,train,127.5166,127.7897264120521,0.2731264120521075,0.21418890721059652
joint-A,43,train,129.5787,132.1888910953693,2.6101910953693164,2.014367404032697
joint-A,44,train,131.0876,133.98013667821334,2.8925366782133324,2.2065677289181678
joint-A,45,train,133.4977,134.44956557156885,0.9518655715688453,0.7130202030213594
joint-A,46,train,134.7565,140.43878883270327,5.682288832703279,4.216708531835777
joint-A,47,train,138.116,141.1905071152136,3.074507115213578,2.2260325488817934
joint-A,48,train,139.7362,142.3660236600407,2.6298236600406995,1.8819916814974929
joint-A,49,train,141.1237,144.74868130400975,3.6249813040097365,2.5686552322605887
joint-A,50,train,143.1118,144.7700097864087,1.6582097864087189,1.1586813850491147
joint-A,51,train,146.0009,146.2781561928498,0.27725619284979075,0.18990033133343065
joint-A,52,train,147.4427,148.89494527931745,1.4522452793174523,0.9849557009722776
joint-A,53,train,150.0515,151.16986201407437,1.1183620140743642,0.745318783267321
joint-A,54,train,150.9252,156.69623107450016,5.771031074500172,3.823769042214403
joint-A,55,train,153.0246,156.85592751785606,3.8313275178560673,2.503733071581999
joint-A,56,train,156.1129,158.30695945239208,2.194059452392082,1.405431231110358
joint-A,57,train,157.5975,160.87620729070807,3.27870729070807,2.0804310288602736
joint-A,58,train,158.8499,161.92406390429377,3.0741639042937834,1.935263355087906
joint-A,59,train,161.1889,164.95225016842164,3.7633501684216526,2.3347452389225642
joint-A,60,train,163.0306,164.97652352516147,1.9459235251614757,1.1935940401136202
joint-A,61,train,165.5373,166.75527140993708,1.2179714099370926,0.7357685608845214
joint-A,62,train,167.1844,167.91338390645979,0.7289839064597743,0.4360358421358537
joint-A,63,train,169.0945,171.58104962236683,2.486549622366823,1.4705088707005982
joint-A,64,train,169.9119,173.76230511005406,3.850405110054055,2.2661185650057796
joint-A,65,train,173.4115,176.01793604398918,2.6064360439891914,1.5030352911941778
joint-A,66,train,174.7541,176.3140820548045,1.5599820548044931,0.8926726496285313
joint-A,67,train,176.4414,177.18356648238264,0.7421664823826575,0.42063057898126943
joint-A,68,train,178.3774,180.122372815461,1.7449728154610114,0.9782477014806873
joint-A,69,train,179.9164,184.36368424511278,4.447284245112769,2.47186151185371
joint-A,70,train,182.207,184.90955564985705,2.702555649857061,1.4832337121279977
joint-A,71,train,184.8744,185.98957716528736,1.1151771652873492,0.6032079970441279
joint-A,72,train,185.9589,186.2017433642574,0.2428433642573964,0.13058980465973738
joint-A,73,train,187.2289,186.34579194955532,-0.8831080504446902,0.47167293641349717
joint-A,74,train,189.4161,186.55154915572297,-2.8645508442770335,1.5123058938902414
joint-A,75,train,192.0266,186.82321278332853,-5.203387216671473,2.7097220992672226
joint-A,76,train,193.0797,187.40009220514216,-5.679607794857844,2.9415872278949284
joint-A,77,train,195.2658,190.30058740562248,-4.965212594377533,2.542796841217219
joint-A,78,train,196.8764,191.40015783098278,-5.476242169017212,2.781563543937827
joint-A,79,train,198.0153,192.39351455880467,-5.621785441195328,2.8390661939735606
joint-A,80,train,201.2647,192.68713062197517,-8.577569378024833,4.26183497554456
joint-A,81,train,202.4935,193.8919121238382,-8.601587876161801,4.247834066852418
joint-A,82,train,204.1896,195.66998981782754,-8.519610182172471,4.172401621910455
joint-A,83,train,205.3946,195.7731007319666,-9.621499268033403,4.684397383394405
joint-A,84,train,207.9062,202.001394151327,-5.904805848673021,2.8401297549919247
joint-A,85,train,209.5765,203.3461146804653,-6.230385319534719,2.972845390363289
joint-A,86,train,211.3289,204.20713917710864,-7.1217608228913605,3.3699890658075446
joint-A,87,train,213.3479,205.78478711368754,-7.563112886312467,3.544967110673443
joint-A,88,train,214.547,209.40441081238453,-5.142589187615471,2.396952270418822
joint-A,89,train,216.1695,210.4693091208269,-5.700190879173107,2.6369080185563214
joint-A,90,train,219.0675,210.60336053283132,-8.464139467168678,3.8637129958431435
joint-A,91,train,220.7149,211.2774995443604,-9.43740045563959,4.275832966256283
joint-A,92,train,221.3952,217.9489560838209,-3.4462439161790996,1.5566028153180826
joint-A,93,train,224.007,219.6860300517911,-4.320969948208898,1.9289441616596346
joint-A,94,train,224.9833,220.32578178149097,-4.65751821850904,2.070161749120508
joint-A,95,train,227.4214,228.22637293621054,0.8049729362105325,0.35395654771737944
joint-A,96,train,229.3374,228.61599536926144,-0.7214046307385615,0.3145603947452799
joint-A,97,train,231.2882,229.02005871509454,-2.268141284905454,0.9806558591858356
joint-A,98,train,231.9872,231.7811723876069,-0.20602761239311462,0.0888099051986983
joint-A,99,train,233.6934,232.37437614216208,-1.3190238578379194,0.564424950742263
joint-A,100,train,236.5242,232.44336418419005,-4.080835815809962,1.7253354269076746
joint-A,101,development,237.7698204809252,233.76700772640655,-4.002812754518658,1.6834822629812174
joint-A,102,development,239.55547757332764,236.5348802925783,-3.0205972807493424,1.2609176426887343
joint-A,103,development,241.04915779621658,238.8282674736507,-2.2208903225658787,0.9213433238557189
joint-A,104,development,242.8232719342226,239.6418060935887,-3.1814658406338765,1.310198077511982
joint-A,105,development,244.07089849707816,240.61582089019953,-3.455077606878632,1.4156040839584132
joint-A,106,development,247.1369900748975,241.78859884771236,-5.348391227185147,2.16414031164022
joint-A,107,development,248.10199006014847,241.85335114619446,-6.248638913954011,2.5185767000253105
joint-A,108,development,249.5736896447072,242.23242618900346,-7.341263455703739,2.9415213863908303
joint-A,109,development,251.014947795016,244.3655461045509,-6.649401690465112,2.6490062639198486
joint-A,110,development,253.06998674799948,244.57029074224945,-8.499696005750025,3.3586345480840447
joint-A,111,development,255.30625645491403,245.51690206619713,-9.789354388716902,3.8343574202403685
joint-A,112,development,256.38071369443446,249.34288135740138,-7.03783233703308,2.74507088915474
joint-A,113,development,258.6104394915314,249.55533019253687,-9.055109298994523,3.501447705204123
joint-A,114,development,259.874406989678,251.95609262437762,-7.918314365300375,3.0469773676539393
joint-A,115,development,260.8050845045969,253.1537425596349,-7.651341944961985,2.9337395624382943
joint-A,116,development,263.57389390487015,255.41328580650287,-8.160608098367277,3.0961367142500946
joint-A,117,development,265.55785183887633,259.4158577887302,-6.141994050146138,2.3128647892033376
joint-A,118,development,266.6149737815011,259.67083364532857,-6.944140136172507,2.604557440147168
joint-A,119,development,267.92191508282406,259.75093432375144,-8.17098075907262,3.049762001196014
joint-A,120,development,269.9704490239976,260.2144403205353,-9.756008703462328,3.613732072799982
joint-A,121,development,271.494055641645,261.7484273195059,-9.745628322139112,3.58962861971561
joint-A,122,development,273.4596091884033,262.2102596696888,-11.249349518714496,4.1137152035363735
joint-A,123,development,275.58749264934386,262.7708347401107,-12.816657909233186,4.650667483498983
joint-A,124,development,276.4520495031329,262.8433527809887,-13.608696722144202,4.922624645613264
joint-A,125,development,278.25074352984194,265.98173465230786,-12.269008877534077,4.40933552302197
joint-A,126,development,279.22925092774517,267.72114327251563,-11.508107655229537,4.121383278074773
joint-A,127,development,282.4651147650521,270.114949664224,-12.350165100828065,4.372279780850334
joint-A,128,development,283.2111857332339,270.4264184749889,-12.784767258244983,4.514216917366881
joint-A,129,development,284.83596398090475,270.5161019521499,-14.31986202875487,5.027406591716369
joint-A,130,development,286.6674453630029,271.1809796847642,-15.486465678238687,5.402240794600306
joint-A,131,development,287.9119205014222,272.22550690705253,-15.68641359436964,5.448337660715981
joint-A,132,development,289.5798549292188,273.98207348452655,-15.59778144469226,5.386348939398696
joint-A,133,development,291.8462913290674,275.5066703039236,-16.3396210251438,5.598707782351181
joint-A,134,development,293.5584341393563,284.1880140035424,-9.370420135813902,3.192011894764922
joint-A,135,development,294.9653696192655,284.99464163588135,-9.970727983384165,3.3803046087254756
joint-A,136,development,295.57325487895827,285.8598856389823,-9.713369239975975,3.2862815155429903
joint-A,137,development,297.97927706194344,285.9530217136525,-12.026255348290931,4.03593681643537
joint-A,138,development,299.8403260537213,287.7500531503768,-12.090272903344498,4.032237111821419
joint-A,139,development,301.64932546219416,288.2823712649885,-13.366954197205644,4.43128927164829
joint-A,140,development,302.6967495896069,288.679267761279,-14.017481828327902,4.630866319949804
joint-A,141,development,304.8643713408573,288.83745172976415,-16.02691961109315,5.25706547492034
joint-A,142,development,305.7289126020368,289.7107597032618,-16.018152898775043,5.2393320482664505
joint-A,143,development,307.2194961281701,291.0903961613842,-16.129099966785873,5.25002487474197
joint-A,144,development,310.1094631467019,294.22776633326276,-15.881696813439135,5.121319630909187
joint-A,145,development,311.165141530356,296.39118980040536,-14.773951729950625,4.747945626971632
joint-A,146,development,312.4278011806009,296.6328119724837,-15.794989208117215,5.055564565135104
joint-A,147,development,313.9852857311589,299.46730262983255,-14.517983101326365,4.62377817085256
joint-A,148,development,315.47561608947575,301.65202535427727,-13.82359073519848,4.381825418569848
joint-A,149,development,317.7348059423702,303.71290515977387,-14.021900782596333,4.413083024067431
joint-A,150,development,318.8531042563166,305.4561180855883,-13.396986170728326,4.201616980325487
joint-A,151,development,321.1601343091136,306.1977786780876,-14.962355631025957,4.658845863049999
joint-A,152,development,322.14455867248296,306.8152766986472,-15.329281973835748,4.75851029022678
joint-A,153,development,323.4669695575121,307.5777327331812,-15.889236824330851,4.912166718619399
joint-A,154,development,324.8628660517396,311.5949192955168,-13.267946756222841,4.084168473139589
joint-A,155,development,327.44390126190547,313.30944932413996,-14.134451937765505,4.316602594610576
joint-A,156,development,329.03307168048093,315.1602525106226,-13.872819169858303,4.216238537665901
joint-A,157,development,329.9532397282339,320.2949762140565,-9.658263514177406,2.927161291743169
joint-A,158,development,331.4744675826634,320.33252790527587,-11.14193967738754,3.3613266682776866
joint-A,159,development,333.64537852486984,320.6707495002707,-12.974629024599153,3.8887483117444193
joint-A,160,development,334.2113548332444,320.99302622349444,-13.21832860974996,3.955080645403349
joint-A,161,development,336.84185042839067,323.3456715424557,-13.496178885934967,4.006681137979357
joint-A,162,development,338.3399928508066,324.86253314476403,-13.477459706042566,3.983407220790936
joint-A,163,development,339.85821672536355,325.34898486972503,-14.509231855638518,4.269201432126415
joint-A,164,development,341.04226111104657,325.4653113707283,-15.576949740318298,4.567454393942778
joint-A,165,development,342.0548775103636,327.41861337174225,-14.636264138621357,4.278922798923663
joint-A,166,development,344.6617029402523,328.43289424224173,-16.228808698010596,4.708619657932778
joint-A,167,development,346.34787056600993,328.47091662693134,-17.87695393907859,5.16156022840956
joint-A,168,development,347.2726775844205,329.24405002471417,-18.028627559706308,5.191490354240042
joint-A,169,development,349.31626087069617,331.4522279768092,-17.864032893886986,5.113999803318513
joint-A,170,development,350.4084193491921,333.1176705185371,-17.29074883065499,4.934455873739798
joint-A,171,development,351.87864902535927,335.43763356128426,-16.441015464075008,4.672353809932393
joint-A,172,development,353.4889004887188,336.5296291061072,-16.959271382611576,4.797681443226196
joint-A,173,development,356.0175749772649,338.7446404790327,-17.272934498232246,4.851708374041727
joint-A,174,development,357.1513022520396,344.1736928484502,-12.97760940358944,3.6336447107313683
joint-A,175,development,357.95268510163226,344.4169759120961,-13.535709189536135,3.781424124725587
joint-A,176,development,359.74375495311443,345.0605092445353,-14.683245708579136,4.081584601932231
joint-A,177,development,361.28936169580464,345.9266513659596,-15.362710329845072,4.252190061101228
joint-A,178,development,363.33133057897385,346.37301674312505,-16.9583138358488,4.667451554157323
joint-A,179,development,364.736024114089,348.2350028651564,-16.501021248932602,4.524099666056321
joint-A,180,development,366.2127102883313,348.3735773012777,-17.83913298705363,4.8712489997980395
joint-A,181,development,367.9935754817403,349.3147338634688,-18.67884161827152,5.075860792900814
joint-A,182,development,368.96843809573437,350.0395527073006,-18.928885388433798,5.1302180441575915
joint-A,183,development,370.050919212106,354.2951260393688,-15.755793172737185,4.2577365315788525
joint-A,184,development,373.06192837211285,354.84666354915,-18.215264822962865,4.882638360458466
joint-A,185,development,373.86487391090856,355.10874505380735,-18.756128857101203,5.016820291486052
joint-A,186,development,375.82591276673935,355.34634222784365,-20.4795705388957,5.449217268742877
joint-A,187,development,376.32409223066804,357.7374039039291,-18.586688326738965,4.9390110042027935
joint-A,188,development,378.4366802499655,358.13251522401475,-20.304165025950738,5.365274056557997
joint-A,189,development,379.87297534653237,358.7393359726094,-21.13363937392296,5.563343734742955
joint-A,190,development,381.4844686171865,359.5932161033578,-21.891252513828704,5.738438734656907
joint-A,191,development,383.44352944953647,360.40936655933814,-23.03416289019833,6.007185184025845
joint-A,192,development,384.95611681486366,361.45567313123803,-23.500443683625633,6.104707174955131
joint-A,193,development,385.86130084597426,362.53883177175004,-23.322469074224216,6.04426228364734
joint-A,194,development,387.222890222388,362.81621721148963,-24.406673010898373,6.303003677515359
joint-A,195,development,388.84612835423223,364.5441844907611,-24.301943863471138,6.249758475499717
joint-A,196,development,391.45608356363806,365.08573792411727,-26.370345639520792,6.736476132764923
joint-A,197,development,392.2450833395191,365.1402180200369,-27.1048653194822,6.910186123613128
joint-A,198,development,393.427743844434,365.19559461904356,-28.232149225390458,7.175942639305525
joint-A,199,development,395.5828700109937,369.9197028489677,-25.663167162026014,6.487431359531014
joint-A,200,development,396.3818542225922,372.5939760294181,-23.787878193174095,6.001253069424255
joint-A,201,postfreeze-evaluation,397.9187362096142,375.42508224478263,-22.493653964831594,5.652826046618339
joint-A,202,postfreeze-evaluation,399.9851198761949,376.21431340487135,-23.770806471323567,5.942922696394608
joint-A,203,postfreeze-evaluation,401.8392286005332,376.47284306950695,-25.366385531026253,6.312570731177388
joint-A,204,postfreeze-evaluation,402.86191776388614,376.73439469529967,-26.12752306858647,6.485478501817485
joint-A,205,postfreeze-evaluation,404.236441800208,377.3057345808057,-26.930707219402336,6.662117620932532
joint-A,206,postfreeze-evaluation,405.13438745990993,379.5451274048294,-25.58926005508056,6.3162399557141375
joint-A,207,postfreeze-evaluation,407.5814603868962,381.96550840429353,-25.615951982602667,6.284866823502412
joint-A,208,postfreeze-evaluation,408.9472455023511,382.41690947866715,-26.530336023683958,6.487471505302371
joint-A,209,postfreeze-evaluation,410.51386919336665,385.2359953952659,-25.277873798100757,6.157617487509046
joint-A,210,postfreeze-evaluation,411.9722678042788,385.2812006541743,-26.69106715010446,6.478850455726535
joint-A,211,postfreeze-evaluation,413.26273607018504,385.4446184210212,-27.818117649163867,6.731339465467672
joint-A,212,postfreeze-evaluation,415.01880975515513,385.8398941175704,-29.178915637584737,7.03074534255427
joint-A,213,postfreeze-evaluation,415.4552149962946,390.8890454949229,-24.56616950137169,5.913072845069664
joint-A,214,postfreeze-evaluation,418.3877057895348,391.06461477923926,-27.323091010295514,6.530567373803303
joint-A,215,postfreeze-evaluation,419.8613648181523,392.19333379870324,-27.668031019449074,6.58980161974
joint-A,216,postfreeze-evaluation,420.6438276250418,393.942247231753,-26.701580393288793,6.3477884708414996
joint-A,217,postfreeze-evaluation,422.07671005882673,394.4785394279012,-27.59817063092555,6.538662279441827
joint-A,218,postfreeze-evaluation,423.7165796274818,398.8543969774649,-24.862182650016905,5.867644516500852
joint-A,219,postfreeze-evaluation,425.06988249446135,406.7701509622529,-18.299731532208455,4.305111297186975
joint-A,220,postfreeze-evaluation,427.2088250840746,412.0593015418435,-15.149523542231066,3.546163527696237
joint-A,221,postfreeze-evaluation,428.12791407661666,412.43376413930594,-15.694149937310726,3.665761895287711
joint-A,222,postfreeze-evaluation,430.3287454309386,416.2169181227694,-14.111827308169211,3.279313189742271
joint-A,223,postfreeze-evaluation,431.3013069307036,420.89260060689236,-10.40870632381126,2.413325940949121
joint-A,224,postfreeze-evaluation,432.1386417345886,421.4113381578278,-10.72730357676079,2.4823754556412236
joint-A,225,postfreeze-evaluation,433.88921848092724,424.0138570183741,-9.875361462553144,2.276009875775985
joint-A,226,postfreeze-evaluation,436.16100643264696,426.48562168203483,-9.675384750612125,2.2183057650538096
joint-A,227,postfreeze-evaluation,437.5816981676686,439.18489154518136,1.6031933775127527,0.36637578404809235
joint-A,228,postfreeze-evaluation,438.6217386562722,445.6852918237086,7.063553167436396,1.6103974210388554
joint-A,229,postfreeze-evaluation,439.91844221437066,447.24974796594927,7.331305751578611,1.666514755479629
joint-A,230,postfreeze-evaluation,441.68319920118904,449.51478534240243,7.831586141213393,1.7731229431812876
joint-A,231,postfreeze-evaluation,442.90454630260945,452.3674912760744,9.462944973464971,2.136565328232039
joint-A,232,postfreeze-evaluation,444.31933627755916,456.70238219720915,12.383045919649987,2.7869698454704426
joint-A,233,postfreeze-evaluation,446.8606226964295,464.04142287170737,17.180800175277852,3.8447782826793095
joint-A,234,postfreeze-evaluation,447.4417041944933,472.6608482441025,25.219144049609213,5.636297156298822
joint-A,235,postfreeze-evaluation,449.1485456850233,477.30397825846245,28.155432573439157,6.268623786925019
joint-A,236,postfreeze-evaluation,450.1269457803135,483.0058046316896,32.878858851376094,7.3043525075752225
joint-A,237,postfreeze-evaluation,451.4033084453888,490.99190444046343,39.58859599507463,8.770116491041202
joint-A,238,postfreeze-evaluation,453.9867378066779,492.7421807402625,38.75544293358456,8.536690547574514
joint-A,239,postfreeze-evaluation,454.9746837686168,497.49162312004717,42.51693935143038,9.344902226044058
joint-A,240,postfreeze-evaluation,456.32842668924604,508.674331061741,52.34590437249494,11.471103115857792
joint-H,1,train,14.1347,14.1347,0.0,0.0
joint-H,2,train,21.022,22.47993815805088,1.457938158050883,6.935297108033883
joint-H,3,train,25.0108,25.26252637501447,0.2517263750144707,1.0064707047134467
joint-H,4,train,30.4248,29.762729092324516,-0.6620709076754849,2.1760895968929455
joint-H,5,train,32.935,40.09296487036331,7.157964870363308,21.733611265715222
joint-H,6,train,37.5861,52.44722440092276,14.861124400922755,39.538883791941046
joint-H,7,train,40.9187,58.376650155941306,17.457950155941305,42.664967743211065
joint-H,8,train,43.327,60.75691316651628,17.42991316651628,40.22875612554822
joint-H,9,train,48.0051,65.42710461293989,17.422004612939887,36.29198692001451
joint-H,10,train,49.7738,66.84427872258401,17.070478722584006,34.29611306065441
joint-H,11,train,52.9703,66.99106472673778,14.020764726737774,26.4691057568822
joint-H,12,train,56.4462,80.21762114719984,23.77142114719984,42.11341267826681
joint-H,13,train,59.347,80.64424531072692,21.297245310726915,35.88596780077665
joint-H,14,train,60.8317,81.42841659001266,20.59671659001266,33.858525390565546
joint-H,15,train,65.1125,86.11663997992778,21.004139979927785,32.25822995573475
joint-H,16,train,67.0798,86.3187890803757,19.23898908037569,28.680749018893447
joint-H,17,train,69.5464,89.0683738559962,19.521973855996194,28.07043046943651
joint-H,18,train,72.0671,90.3134245554022,18.246324555402197,25.318521982155794
joint-H,19,train,75.7046,90.68767919870426,14.98307919870426,19.79150434544831
joint-H,20,train,77.1448,91.8604014226813,14.715601422681303,19.075299207051287
joint-H,21,train,79.3373,92.08777640209195,12.750476402091948,16.071225516991312
joint-H,22,train,82.9103,96.00548854295448,13.095188542954475,15.794404968929642
joint-H,23,train,84.7354,97.68274733103533,12.947347331035331,15.279738257015758
joint-H,24,train,87.4252,100.01584073897509,12.590640738975083,14.401615025158744
joint-H,25,train,88.8091,100.7244184593138,11.915318459313795,13.416776500734489
joint-H,26,train,92.4918,102.33640878521616,9.844608785216167,10.643763863624848
joint-H,27,train,94.6513,104.73453336246767,10.083233362467666,10.653032089857895
joint-H,28,train,95.8706,104.77143144683139,8.90083144683139,9.284213770260529
joint-H,29,train,98.8311,108.71317745166749,9.882077451667485,9.99895523946155
joint-H,30,train,101.3178,108.98549048657068,7.667690486570677,7.567959910865294
joint-H,31,train,103.7255,111.46385266834862,7.738352668348625,7.460414910845092
