role,index,window,target,predicted,residual,percent_error
joint-F,49,train,141.1237,145.0230367127692,3.899336712769184,2.763062981461784
joint-F,50,train,143.1118,145.59305613436678,2.481256134366788,1.7337886424227689
joint-F,51,train,146.0009,147.375546924519,1.3746469245189985,0.9415331854248833
joint-F,52,train,147.4427,149.44364751321112,2.0009475132111163,1.3571017847686704
joint-F,53,train,150.0515,151.1698740616847,1.1183740616847047,0.7453268122509302
joint-F,54,train,150.9252,156.58159471085452,5.656394710854528,3.747813294833817
joint-F,55,train,153.0246,157.24493249917123,4.220332499171235,2.7579438202558513
joint-F,56,train,156.1129,158.58131738830474,2.4684173883047436,1.5811745142808464
joint-F,57,train,157.5975,161.15056537336986,3.5530653733698614,2.254518868237035
joint-F,58,train,158.8499,162.19842061092717,3.3485206109271815,2.1079777896789245
joint-F,59,train,161.1889,164.9522636901836,3.76336369018361,2.3347536276900023
joint-F,60,train,163.0306,165.25088258562837,2.2202825856283823,1.3618808896172758
joint-F,61,train,165.5373,166.48094046150732,0.9436404615073286,0.5700470295862797
joint-F,62,train,167.1844,167.91339804174535,0.7289980417453421,0.4360442970428713
joint-F,63,train,169.0945,171.85540792332768,2.7609079233276645,1.632760334208188
joint-F,64,train,169.9119,174.03666452530462,4.124764525304613,2.4275901365970323
joint-F,65,train,173.4115,176.01795105526398,2.606451055263989,1.5030439476412978
joint-F,66,train,174.7541,176.31409672101293,1.5599967210129364,0.8926810421117081
joint-F,67,train,176.4414,177.73227065200405,1.2908706520040596,0.7316143784871689
joint-F,68,train,178.3774,180.39673283455355,2.019332834553552,1.1320564345895567
joint-F,69,train,179.9164,184.63804557851705,4.721645578517041,2.6243552997486836
joint-F,70,train,182.207,184.9095711649167,2.7025711649167192,1.4832422272013257
joint-F,71,train,184.8744,185.71524814541044,0.8408481454104333,0.4548212978164815
joint-F,72,train,185.9589,186.345807990346,0.3869079903460033,0.208061023347634
joint-F,73,train,187.2289,186.75044856803652,-0.47845143196349227,0.2555435789899381
joint-F,74,train,189.4161,186.8259088496407,-2.5901911503592885,1.3674609235219648
joint-F,75,train,192.0266,187.37191871677982,-4.654681283220185,2.4239773464823027
joint-F,76,train,193.0797,187.6744513811241,-5.405248618875902,2.799490893592595
joint-F,77,train,195.2658,190.574949181403,-4.690850818596999,2.4022900162737146
joint-F,78,train,196.8764,191.57049633234377,-5.305903667656224,2.695043015646479
joint-F,79,train,198.0153,191.94886399908577,-6.066436000914223,3.06361983185856
joint-F,80,train,201.2647,192.96149198254952,-8.303208017450487,4.1255163063619635
joint-F,81,train,202.4935,194.71496275827786,-7.778537241722148,3.841376262310715
joint-F,82,train,204.1896,195.67000576369128,-8.519594236308734,4.172393812568678
joint-F,83,train,205.3946,196.04746215939147,-9.347137840608525,4.550819661572663
joint-F,84,train,207.9062,202.82444426348553,-5.081755736514481,2.4442540609729195
joint-F,85,train,209.5765,203.62047740808188,-5.956022591918128,2.8419324647172406
joint-F,86,train,211.3289,204.20715745171734,-7.121742548282668,3.3699804183349595
joint-F,87,train,213.3479,206.05914899968877,-7.288751000311237,3.4163687574666715
joint-F,88,train,214.547,209.4044281124682,-5.142571887531801,2.3969442068785867
joint-F,89,train,216.1695,210.46932697504664,-5.700173024953358,2.636899759195149
joint-F,90,train,219.0675,210.87772339221974,-8.18977660778026,3.738471753126438
joint-F,91,train,220.7149,211.55186278521654,-9.163037214783458,4.151526342255759
joint-F,92,train,221.3952,219.04635361327078,-2.348846386729207,1.060929228243976
joint-F,93,train,224.007,219.6860483227547,-4.3209516772453185,1.9289360052343536
joint-F,94,train,224.9833,220.60014602164503,-4.383153978354983,1.9482130355252958
joint-F,95,train,227.4214,228.2263921382981,0.804992138298104,0.35396499111257956
joint-F,96,train,229.3374,228.89035926722988,-0.4470407327701196,0.19492709552393964
joint-F,97,train,231.2882,229.29442295955718,-1.993777040442808,0.8620314570491742
joint-F,98,train,231.9872,232.3298819663442,0.3426819663442018,0.14771589395630524
joint-F,99,train,233.6934,232.64874180494854,-1.0446581950514542,0.44702083800888437
joint-F,100,train,236.5242,233.26641830516294,-3.257781694837064,1.3773566065700946
joint-F,101,development,237.7698204809252,233.76702757785964,-4.0027929030655685,1.6834739139598618
joint-F,102,development,239.55547757332764,237.08358958221143,-2.471887991116205,1.0318645251430592
joint-F,103,development,241.04915779621658,239.1026339176453,-1.94652387857127,0.8075215430608826
joint-F,104,development,242.8232719342226,239.91617127192322,-2.9071006622993707,1.1972084220522583
joint-F,105,development,244.07089849707816,241.71322179730058,-2.357676699777585,0.9659802599554118
joint-F,106,development,247.1369900748975,241.85337150371532,-5.283618571182188,2.1379311003103707
joint-F,107,development,248.10199006014847,242.33730885020805,-5.76468120994042,2.323512684659588
joint-F,108,development,249.5736896447072,242.50679204081263,-7.066897603894574,2.8315875819903136
joint-F,109,development,251.014947795016,244.63991217018173,-6.3750356248342825,2.539703583724531
joint-F,110,development,253.06998674799948,245.11900059424892,-7.950986153750563,3.1418131624071046
joint-F,111,development,255.30625645491403,245.24257900021163,-10.0636774547024,3.9418060467623524
joint-F,112,development,256.38071369443446,249.6172478065987,-6.763465887835764,2.6380556440359837
joint-F,113,development,258.6104394915314,249.82969663309737,-8.780742858434024,3.395355143318398
joint-F,114,development,259.874406989678,252.23045938152066,-7.643947608157333,2.9414006930128154
joint-F,115,development,260.8050845045969,253.15376356144793,-7.65132094314896,2.9337315097528704
joint-F,116,development,263.57389390487015,255.9619966381627,-7.6118972667074445,2.8879556901241337
joint-F,117,development,265.55785183887633,259.66577263978496,-5.89207919909137,2.218755408017952
joint-F,118,development,266.6149737815011,259.6902250864477,-6.924748695053381,2.5972842398298375
joint-F,119,development,267.92191508282406,259.7509573374834,-8.170957745340672,3.049753411479887
joint-F,120,development,269.9704490239976,259.9452013089361,-10.025247715061539,3.7134611403970355
joint-F,121,development,271.494055641645,261.74844985434027,-9.745605787304726,3.5896203194107166
joint-F,122,development,273.4596091884033,262.75897122561696,-10.700637962786345,3.913059773084811
joint-F,123,development,275.58749264934386,263.0452020959131,-12.542290553430746,4.551110223782722
joint-F,124,development,276.4520495031329,263.11771957738796,-13.334329925744953,4.823378936676626
joint-F,125,development,278.25074352984194,266.53044674940446,-11.72029678043748,4.212134936911856
joint-F,126,development,279.22925092774517,268.26985548846216,-10.959395439283014,3.9248737024757214
joint-F,127,development,282.4651147650521,270.7007875505745,-11.76432721447759,4.164877926346014
joint-F,128,development,283.2111857332339,270.790470632057,-12.420715101176881,4.385672504078412
joint-F,129,development,284.83596398090475,270.9380082244166,-13.897955756488159,4.879284049053536
joint-F,130,development,286.6674453630029,271.45534790224184,-15.212097460761072,5.306531211278005
joint-F,131,development,287.9119205014222,272.22552990179855,-15.686390599623621,5.448329673986575
joint-F,132,development,289.5798549292188,273.9820960471184,-15.597758882100436,5.386341147906491
joint-F,133,development,291.8462913290674,275.2323485012416,-16.613942827825838,5.692703084272881
joint-F,134,development,293.5584341393563,284.44597669928936,-9.112457440066919,3.1041375005226755
joint-F,135,development,294.9653696192655,284.4623840030113,-10.502985616254193,3.560752107886836
joint-F,136,development,295.57325487895827,285.95304640359285,-9.620208475365416,3.2547628435817164
joint-F,137,development,297.97927706194344,286.4086002719281,-11.57067679001534,3.883047473670475
joint-F,138,development,299.8403260537213,288.02442352609927,-11.815902527622029,3.9407316164354147
joint-F,139,development,301.64932546219416,288.28239562883135,-13.366929833362803,4.431281194772002
joint-F,140,development,302.6967495896069,288.6792913235643,-14.017458266042581,4.63085853582746
joint-F,141,development,304.8643713408573,289.11182038715924,-15.752550953698062,5.167068517851084
joint-F,142,development,305.7289126020368,290.2594741270432,-15.469438474993638,5.059854608886794
joint-F,143,development,307.2194961281701,291.639110820271,-15.580385307899064,5.071418156808324
joint-F,144,development,310.1094631467019,294.22779114863647,-15.881671998065428,5.121311628775536
joint-F,145,development,311.165141530356,296.1168700575963,-15.048271472759666,4.836104519532635
joint-F,146,development,312.4278011806009,297.1815277656093,-15.246273414991606,4.87993493452857
joint-F,147,development,313.9852857311589,299.7416725080255,-14.243613223133423,4.536395133920102
joint-F,148,development,315.47561608947575,301.9263956273294,-13.549220462146366,4.2948550604632185
joint-F,149,development,317.7348059423702,303.9872765017542,-13.747529440616006,4.326730714893568
joint-F,150,development,318.8531042563166,305.7304894933645,-13.12261476295214,4.11556750985973
joint-F,151,development,321.1601343091136,306.47214950601034,-14.687984803103234,4.5734147031356605
joint-F,152,development,322.14455867248296,307.3639935421289,-14.780565130354034,4.588177801687192
joint-F,153,development,323.4669695575121,307.8521036432924,-15.61486591421965,4.827344793683283
joint-F,154,development,324.8628660517396,311.594946250557,-13.267919801182643,4.08416017577999
joint-F,155,development,327.44390126190547,313.3094751723637,-14.134426089541762,4.316594700670991
joint-F,156,development,329.03307168048093,315.708969684776,-13.32410199570495,4.049471965737166
joint-F,157,development,329.9532397282339,320.60690133837227,-9.346338389861614,2.832625131233665
joint-F,158,development,331.4744675826634,320.84369430274694,-10.630773279916468,3.2071167826117275
joint-F,159,development,333.64537852486984,320.9930551469765,-12.652323377893367,3.792147049610719
joint-F,160,development,334.2113548332444,321.21946689772903,-12.991887935515365,3.8873269108399087
joint-F,161,development,336.84185042839067,323.3456995759086,-13.49615085248206,4.006672815541729
joint-F,162,development,338.3399928508066,324.8003234907561,-13.539669360050482,4.001793948733957
joint-F,163,development,339.85821672536355,325.1909937432557,-14.66722298210783,4.315688796178286
joint-F,164,development,341.04226111104657,325.4112510009349,-15.631010110111674,4.583305910296574
joint-F,165,development,342.0548775103636,327.69298683206404,-14.361890678299574,4.1987095120035045
joint-F,166,development,344.6617029402523,328.4329234572305,-16.22877948302181,4.708611181508349
joint-F,167,development,346.34787056600993,328.74528919626806,-17.60258136974187,5.082341445026156
joint-F,168,development,347.2726775844205,329.5184234595509,-17.75425412486959,5.112482285783513
joint-F,169,development,349.31626087069617,331.72660172788954,-17.589659142806624,5.035453860339373
joint-F,170,development,350.4084193491921,333.6663894720094,-16.742029877182688,4.7778617615060135
joint-F,171,development,351.87864902535927,335.71200836063963,-16.166640664719637,4.594379542350277
joint-F,172,development,353.4889004887188,337.0783481883548,-16.410552300363975,4.642451934891149
joint-F,173,development,356.0175749772649,339.0190145406291,-16.99856043663584,4.774640813089455
joint-F,174,development,357.1513022520396,344.4480670910688,-12.703235160970792,3.556821739377613
joint-F,175,development,357.95268510163226,344.6913502503565,-13.261334851275763,3.704773117572932
joint-F,176,development,359.74375495311443,345.3348852373455,-14.408869715768958,4.005314760126099
joint-F,177,development,361.28936169580464,346.64739190229665,-14.641969793507997,4.052698846371269
joint-F,178,development,363.33133057897385,346.74971623454076,-16.581614344433092,4.563772223554199
joint-F,179,development,364.736024114089,348.5093769506317,-16.2266471634573,4.448874279109218
joint-F,180,development,366.2127102883313,348.6479517861833,-17.564758502148038,4.796326836476736
joint-F,181,development,367.9935754817403,349.04041984407013,-18.953155637670193,5.150403947367456
joint-F,182,development,368.96843809573437,350.8626164588147,-18.105821636919643,4.907146456852718
joint-F,183,development,370.050919212106,354.2980040074067,-15.75291520469932,4.25695880940916
joint-F,184,development,373.06192837211285,354.569501539523,-18.492426832589842,4.956932194416917
joint-F,185,development,373.86487391090856,355.10877562528617,-18.756098285622386,5.016812114339454
joint-F,186,development,375.82591276673935,355.89506234734586,-19.930850419393494,5.303213467285265
joint-F,187,development,376.32409223066804,358.0117809350174,-18.31231129565066,4.866101233940164
joint-F,188,development,378.4366802499655,358.40689028000355,-20.02978996996194,5.292771820303422
joint-F,189,development,379.87297534653237,359.28805614173007,-20.584919204802304,5.418895404713662
joint-F,190,development,381.4844686171865,360.14193632048153,-21.342532296704974,5.59460058074392
joint-F,191,development,383.44352944953647,360.6837422287229,-22.759787220813564,5.935629492428009
joint-F,192,development,384.95611681486366,361.73004956497533,-23.22606724988833,6.0334324447319805
joint-F,193,development,385.86130084597426,362.816248847137,-23.045051998837266,5.972366741187204
joint-F,194,development,387.222890222388,363.08755199617565,-24.135338226212355,6.232931687574322
joint-F,195,development,388.84612835423223,365.0929055555747,-23.753222798657532,6.10864325670198
joint-F,196,development,391.45608356363806,365.36011371117263,-26.09596985246543,6.666385055227549
joint-F,197,development,392.2450833395191,365.4145947697401,-26.830488569778993,6.840235788642144
joint-F,198,development,393.427743844434,365.46997172608303,-27.957772118350988,7.106202487185504
joint-F,199,development,395.5828700109937,369.9197356406942,-25.663134370299474,6.4874230700602045
joint-F,200,development,396.3818542225922,373.41704303384364,-22.96481118874857,5.79360809383884
joint-F,201,postfreeze-evaluation,397.9187362096142,376.2481482640058,-21.670587945608418,5.445983306046907
joint-F,202,postfreeze-evaluation,399.9851198761949,376.48869174714486,-23.49642812905006,5.874325558991488
joint-F,203,postfreeze-evaluation,401.8392286005332,376.7472210008516,-25.092007599681608,6.244290207073207
joint-F,204,postfreeze-evaluation,402.86191776388614,377.2831160094525,-25.57880175443364,6.349272697804402
joint-F,205,postfreeze-evaluation,404.236441800208,377.85445723088407,-26.381984569323947,6.526374626650589
joint-F,206,postfreeze-evaluation,405.13438745990993,379.81950535152015,-25.31488210838978,6.248514787181529
joint-F,207,postfreeze-evaluation,407.5814603868962,382.4169427708456,-25.164517616050603,6.174107524950525
joint-F,208,postfreeze-evaluation,408.9472455023511,383.06291943088564,-25.884326071465466,6.329502486236126
joint-F,209,postfreeze-evaluation,410.51386919336665,385.23602881028,-25.27784038308664,6.157609347707538
joint-F,210,postfreeze-evaluation,411.9722678042788,385.5555782850523,-26.416689519226452,6.412249460387607
joint-F,211,postfreeze-evaluation,413.26273607018504,385.718996312652,-27.543739757533046,6.664946377564333
joint-F,212,postfreeze-evaluation,415.01880975515513,386.11427266892855,-28.904537086226583,6.9646330254956705
joint-F,213,postfreeze-evaluation,415.4552149962946,391.16342489292333,-24.291790103371284,5.847029770365968
joint-F,214,postfreeze-evaluation,418.3877057895348,391.33899297514023,-27.04871281439455,6.464987484121032
joint-F,215,postfreeze-evaluation,419.8613648181523,392.19336840619087,-27.66799641196144,6.589793377141245
joint-F,216,postfreeze-evaluation,420.6438276250418,394.76531622266714,-25.87851140237467,6.15211960876377
joint-F,217,postfreeze-evaluation,422.07671005882673,395.027261795139,-27.049448263687736,6.408656914502043
joint-F,218,postfreeze-evaluation,423.7165796274818,398.8544310962445,-24.862148531237267,5.867636464236373
joint-F,219,postfreeze-evaluation,425.06988249446135,407.3188762014032,-17.75100629305814,4.176020702499296
joint-F,220,postfreeze-evaluation,427.2088250840746,412.33368173366046,-14.875143350414135,3.481937281489143
joint-F,221,postfreeze-evaluation,428.12791407661666,412.7081441961168,-15.41976988049987,3.601673559117752
joint-F,222,postfreeze-evaluation,430.3287454309386,416.49129985701575,-13.837445573922878,3.2155522309033344
joint-F,223,postfreeze-evaluation,431.3013069307036,421.1669823704919,-10.134324560211724,2.3497087528742377
joint-F,224,postfreeze-evaluation,432.1386417345886,421.6857211672502,-10.452920567338367,2.418881247319316
joint-F,225,postfreeze-evaluation,433.88921848092724,424.28823907509525,-9.600979405831993,2.2127720618285034
joint-F,226,postfreeze-evaluation,436.16100643264696,427.03434802026544,-9.126658412381516,2.092497558878152
joint-F,227,postfreeze-evaluation,437.5816981676686,439.45927448396617,1.8775763162975636,0.4290801750072579
joint-F,228,postfreeze-evaluation,438.6217386562722,446.2340201493943,7.612281493122111,1.735500277857297
joint-F,229,postfreeze-evaluation,439.91844221437066,447.7984760651237,7.880033850753023,1.7912488076399196
joint-F,230,postfreeze-evaluation,441.68319920118904,449.5148238972426,7.831624696053552,1.7731316722523116
joint-F,231,postfreeze-evaluation,442.90454630260945,452.3675322268507,9.462985924241252,2.136574574191834
joint-F,232,postfreeze-evaluation,444.31933627755916,456.7024219428913,12.383085665332146,2.78697879076697
joint-F,233,postfreeze-evaluation,446.8606226964295,464.0414638483371,17.1808411519076,3.8447874525698005
joint-F,234,postfreeze-evaluation,447.4417041944933,472.6608893820276,25.219185187534322,5.6363063503289546
joint-F,235,postfreeze-evaluation,449.1485456850233,477.57836449425645,28.429818809233154,6.329714096229153
joint-F,236,postfreeze-evaluation,450.1269457803135,483.2801909015292,33.15324512121566,7.3653100379812075
joint-F,237,postfreeze-evaluation,451.4033084453888,491.5406365466425,40.13732810125367,8.891677874379054
joint-F,238,postfreeze-evaluation,453.9867378066779,493.29091349944855,39.30417569277063,8.657560324924646
joint-F,239,postfreeze-evaluation,454.9746837686168,498.04035633942436,43.06567257080758,9.465509644204552
joint-F,240,postfreeze-evaluation,456.32842668924604,508.9487208924815,52.62029420323546,11.531233016756422
joint-L,1,train,14.1347,14.1347,0.0,0.0
joint-L,2,train,21.022,21.897616613305136,0.8756166133051373,4.165239336433914
joint-L,3,train,25.0108,24.137722127636785,-0.8730778723632149,3.490803462357121
joint-L,4,train,30.4248,30.049552940152676,-0.3752470598473252,1.2333591670194224
joint-L,5,train,32.935,32.551496888427096,-0.3835031115729066,1.164424203955994
joint-L,6,train,37.5861,38.85103504152237,1.2649350415223708,3.3654330763829465
joint-L,7,train,40.9187,41.22845313648198,0.3097531364819801,0.7569965235503086
joint-L,8,train,43.327,41.886922453762665,-1.4400775462373332,3.3237416535585966
joint-L,9,train,48.0051,42.03410975657513,-5.970990243424872,12.438241443981726
joint-L,10,train,49.7738,46.91812783017689,-2.8556721698231087,5.737299884322894
joint-L,11,train,52.9703,56.346683461817896,3.3763834618178947,6.374106738715647
joint-L,12,train,56.4462,58.571871708295255,2.1256717082952576,3.765836687492263
joint-L,13,train,59.347,60.06835063127795,0.7213506312779501,1.2154795209158846
joint-L,14,train,60.8317,60.67120200619573,-0.16049799380427032,0.26383940248960713
joint-L,15,train,65.1125,61.08694024114048,-4.025559758859515,6.182468433648708
joint-L,16,train,67.0798,65.67733531614189,-1.4024646838581134,2.090740705634354
joint-L,17,train,69.5464,67.45761261874566,-2.088787381254349,3.0034442922341755
joint-L,18,train,72.0671,70.49559741927185,-1.5715025807281506,2.180610265611008
joint-L,19,train,75.7046,73.4146101088389,-2.289989891161099,3.0249019097400938
joint-L,20,train,77.1448,74.74393292271785,-2.4008670772821574,3.1121567199372575
joint-L,21,train,79.3373,80.98542752531331,1.6481275253133134,2.0773678021728914
joint-L,22,train,82.9103,83.715348617743,0.8050486177429974,0.9709874620439165
joint-L,23,train,84.7354,87.2070234622789,2.471623462278899,2.91687236064136
joint-L,24,train,87.4252,90.97409124657365,3.548891246573646,4.05934587118319
joint-L,25,train,88.8091,92.02274988678158,3.2136498867815817,3.618604272289193
joint-L,26,train,92.4918,99.9120767126467,7.420276712646697,8.022631965911245
joint-L,27,train,94.6513,100.11774051307943,5.466440513079419,5.775346469704504
joint-L,28,train,95.8706,101.26633166674884,5.395731666748844,5.628140083350729
joint-L,29,train,98.8311,102.23042343273264,3.399323432732629,3.4395280764178775
joint-L,30,train,101.3178,103.58897000339715,2.2711700033971454,2.2416298058161006
joint-L,31,train,103.7255,103.71860882020574,-0.0068911797942519115,0.006643669873128509
joint-L,32,train,105.4466,107.48443224738712,2.037832247387115,1.932572740502885
joint-L,33,train,107.1686,108.34304701399716,1.1744470139971668,1.0958872412228646
joint-L,34,train,111.0295,110.04689450629905,-0.9826054937009445,0.8849949731386204
joint-L,35,train,111.8746,115.14240937339677,3.267809373396773,2.9209573695877107
joint-L,36,train,114.3202,116.89056869024101,2.5703686902410112,2.248394151025813
joint-L,37,train,116.2266,118.59999091328399,2.373390913283984,2.042037634486412
joint-L,38,train,118.7907,120.08687426568541,1.2961742656854085,1.0911411968154143
joint-L,39,train,121.3701,120.4953405165135,-0.8747594834864998,0.7207372190403566
joint-L,40,train,122.9468,123.20970538260717,0.26290538260717256,0.21383670222175166
joint-L,41,train,124.2568,125.91509861658962,1.6582986165896187,1.3345737348697366
joint-L,42,train,127.5166,128.06408117774183,0.5474811777418296,0.42934110362245353
joint-L,43,train,129.5787,132.46324646176134,2.884546461761346,2.226096157594841
joint-L,44,train,131.0876,134.25449243638982,3.1668924363898157,2.415859651400907
joint-L,45,train,133.4977,134.44957636737078,0.9518763673707724,0.7130282899037005
joint-L,46,train,134.7565,140.71314421685082,5.956644216850833,4.420301964544073
joint-L,47,train,138.116,141.46486439946037,3.3488643994603535,2.424675200165334
joint-L,48,train,139.7362,142.91472513237866,3.1785251323786667,2.27466120617182
joint-L,49,train,141.1237,145.02303694601528,3.899336946015268,2.7630631467395395
joint-L,50,train,143.1118,145.59305628709458,2.4812562870945953,1.7337887491419963
joint-L,51,train,146.0009,147.37554715399418,1.3746471539941751,0.9415333425986929
joint-L,52,train,147.4427,149.4436476332557,2.0009476332556915,1.3571018661864518
joint-L,53,train,150.0515,151.16987438311477,1.1183743831147694,0.7453270264640937
joint-L,54,train,150.9252,156.5815949725104,5.656394972510412,3.7478134682017403
joint-L,55,train,153.0246,157.2449330707308,4.220333070730817,2.757944193764151
joint-L,56,train,156.1129,158.58131751315665,2.468417513156652,1.5811745942562414
joint-L,57,train,157.5975,160.87622103942422,3.2787210394242265,2.080439752803329
joint-L,58,train,158.8499,162.1984208134997,3.3485208134997038,2.1079779172034128
joint-L,59,train,161.1889,164.95226412054942,3.7633641205494257,2.3347538946846997
joint-L,60,train,163.0306,165.2508827892285,2.22028278922852,1.3618810145018911
joint-L,61,train,165.5373,166.48094071124873,0.9436407112487473,0.5700471804534369
joint-L,62,train,167.1844,167.91339836353072,0.7289983635307067,0.4360444895161909
joint-L,63,train,169.0945,171.855408330023,2.7609083300229997,1.6327605747218268
joint-L,64,train,169.9119,174.03666494248628,4.12476494248628,2.4275903821252545
joint-L,65,train,173.4115,176.0179512739084,2.6064512739084194,1.5030440737254562
joint-L,66,train,174.7541,176.31409692741312,1.559996927413124,0.8926811602206324
joint-L,67,train,176.4414,177.73227099466763,1.2908709946676424,0.7316145726953213
joint-L,68,train,178.3774,180.39673313045205,2.019333130452054,1.1320566004729602
joint-L,69,train,179.9164,184.90957154009612,4.993171540096114,2.7752731491382185
joint-L,70,train,182.207,184.91239052489556,2.705390524895563,1.4847895662052297
joint-L,71,train,184.8744,185.71524831908755,0.8408483190875415,0.45482139175977937
joint-L,72,train,185.9589,186.34580820115949,0.38690820115948554,0.20806113671326595
joint-L,73,train,187.2289,186.75044889464775,-0.47845110535226354,0.25554340454505875
joint-L,74,train,189.4161,186.82590918900334,-2.59019081099666,1.3674607443594604
joint-L,75,train,192.0266,187.37191894351002,-4.654681056489977,2.4239772284100103
joint-L,76,train,193.0797,187.6744517588692,-5.405248241130806,2.7994906979505387
joint-L,77,train,195.2658,190.30060452201695,-4.965195477983059,2.542788075527337
joint-L,78,train,196.8764,191.2961518961115,-5.5802481038884935,2.834391579634986
joint-L,79,train,198.0153,191.94886427408213,-6.06643572591787,3.0636196929822446
joint-L,80,train,201.2647,192.96149228044996,-8.303207719550045,4.12551615834771
joint-L,81,train,202.4935,194.71496329872613,-7.778536701273879,3.8413759954141136
joint-L,82,train,204.1896,195.9443508638184,-8.245249136181599,4.038035794272381
joint-L,83,train,205.3946,196.04746236028035,-9.347137639719648,4.550819563766354
joint-L,84,train,207.9062,202.82444454050795,-5.081755459492058,2.4442539277289748
joint-L,85,train,209.5765,203.6204778833939,-5.956022116606107,2.84193223792081
joint-L,86,train,211.3289,204.2071576836526,-7.121742316347394,3.3699803085841045
joint-L,87,train,213.3479,206.05914931942365,-7.2887506805763564,3.416368607601179
joint-L,88,train,214.547,209.40442856773586,-5.142571432264134,2.396943994679084
joint-L,89,train,216.1695,210.7436719276765,-5.4258280723234975,2.5099877976881557
joint-L,90,train,219.0675,210.8777237917963,-8.189776208203682,3.7384715707275986
joint-L,91,train,220.7149,211.551863221382,-9.163036778617993,4.151526144640889
joint-L,92,train,221.3952,219.04635407494885,-2.348845925051137,1.0609290197127748
joint-L,93,train,224.007,219.68604883648237,-4.320951163517634,1.9289357758988042
joint-L,94,train,224.9833,220.87449114879865,-4.10880885120136,1.826272817227483
joint-L,95,train,227.4214,228.2263924820575,0.8049924820574859,0.3539651422678278
joint-L,96,train,229.3374,228.89035973341282,-0.4470402665871802,0.19492689225009974
