object_id,readout,window,valid,count,mape_percent,max_percent_error,rmse,max_absolute_error
post-n36,raw_J,101-300,True,200,66.11895804324739,68.12503496386711,270.74164812244516,367.83424042810066
post-n36,raw_J,301-320,True,20,67.85280418605927,68.01368621719506,378.1656613187908,386.260698330186
post-n36,raw_J,1-320,True,320,61.30037746696212,68.12503496386711,239.02582614024493,386.260698330186
post-n44,power_3_2,1-100,True,100,1.861809174135377,9.568465737374654,2.9307578112642174,5.924419041916508
post-n44,power_3_2,101-300,True,200,1.085317698391768,3.116651589804506,5.811510450683226,16.79661079228083
post-n44,power_3_2,301-320,True,20,3.325217844424682,4.055045992709825,18.708126855780645,22.89098019992423
post-n44,power_3_2,1-320,True,320,1.4679650436887028,9.568465737374654,6.757760605303245,22.89098019992423
post-n44,raw_J,1-100,True,100,50.35324568399925,61.55918885947914,87.31013452849317,145.60237897637217
post-n44,raw_J,101-300,True,200,66.65943420868942,69.79329895207,273.85083320057123,377.94551461506796
post-n44,raw_J,301-320,True,20,69.96990943264886,70.12013258216653,389.9833366827616,399.7205974715818
post-n44,raw_J,1-320,True,320,61.77065499622121,70.12013258216653,242.40269817155618,399.7205974715818
post-n52,power_3_2,1-100,True,100,1.8618595996594192,9.568465737350317,2.930897931509671,5.924744403962848
post-n52,power_3_2,101-300,True,200,0.76309152420894,2.268063261232905,3.279752941611232,8.004450878648072
post-n52,power_3_2,301-320,True,20,1.4465003479043725,2.031948887427113,8.245248942607075,11.560243977578807
post-n52,power_3_2,1-320,True,320,1.1491695992681792,9.568465737350317,3.6954595209043077,11.560243977578807
post-n52,raw_J,1-100,True,100,50.353259297904216,61.55922501789429,87.310179199157,145.60246449977433
post-n52,raw_J,101-300,True,200,66.73526653438282,70.08733646281263,274.31614654560525,379.5695496240097
post-n52,raw_J,301-320,True,20,70.33495121299393,70.49510260131463,392.0199024101123,401.79619587720407
post-n52,raw_J,1-320,True,320,61.84086956539645,70.49510260131463,242.93626008184717,401.79619587720407
post-width125-n52,power_3_2,1-100,True,100,1.8617502208097894,9.568465737378034,2.9305860679407165,5.923308123148502
post-width125-n52,power_3_2,101-300,True,200,1.2067190302552453,3.585545306379778,6.8124508817789895,19.034473857311355
post-width125-n52,power_3_2,301-320,True,20,3.997625294745607,4.860356515352711,22.43839494786231,27.70651649817023
post-width125-n52,power_3_2,1-320,True,320,1.5858479188341879,9.568465737378034,7.947161881415619,27.70651649817023
post-width125-n52,raw_J,1-100,True,100,50.35322977349333,61.55906540002605,87.31008207243342,145.6020869648884
post-width125-n52,raw_J,101-300,True,200,66.62871156528871,69.70664985275823,273.6704089660951,377.571838339931
post-width125-n52,raw_J,301-320,True,20,69.8397746695156,69.99085187284119,389.25779447286436,398.4794292082747
post-width125-n52,raw_J,1-320,True,320,61.74331494936685,69.99085187284119,242.20237020826866,398.4794292082747
sourceoff-n52,power_3_2,1-100,True,100,197.10408028678944,234.58223327839303,325.01442647721115,519.0256653076679
sourceoff-n52,power_3_2,101-300,True,200,217.48556365732378,233.20096009543607,878.8260924519521,1151.6303000875591
sourceoff-n52,power_3_2,301-320,True,20,217.11092317009792,224.59304692140952,1209.5823521339992,1222.5136098989924
sourceoff-n52,power_3_2,1-320,True,320,211.09293507358018,234.58223327839303,779.2069029399878,1222.5136098989924
sourceoff-n52,raw_J,1-100,True,100,10.795850633854792,39.37347164155554,16.776104803523364,38.63839999999999
sourceoff-n52,raw_J,101-300,True,200,27.969517987796085,37.39329989224988,124.696753581714,202.61463712120093
sourceoff-n52,raw_J,301-320,True,20,36.577815365980406,38.011260598122284,204.07036883888622,216.68361478246345
sourceoff-n52,raw_J,1-320,True,320,23.140765525825948,39.37347164155554,111.39588957803832,216.68361478246345
