n_atoms,base_word_length,group_order,base_primitive_necklaces,mixed_base_primitive_necklaces,base_necklaces_closing_after_one_traversal,mixed_members_closing_after_one_traversal,lifted_primitive_cycles_total,base_necklace_q_distribution_json,degree_distribution_sha256
5,7,8,3930373440,3930373440,499839060,499839060,9860102440,"{""1"": 499839060, ""2"": 482753960, ""4"": 982593700, ""8"": 1965186720}",b792d97a498d9259ccb6d9b904894d788b7fa6ca859331ad795e8c7ef709ac04
5,8,2,106611264240,106611264240,53305574400,53305574400,159916838640,"{""1"": 53305574400, ""2"": 53305689840}",2efebac6eb97eb56ec4f2cc9becaead27395d8940c883bb5e7a58a1525ac5728
5,8,3,106611264240,106611264240,35537088080,35537088080,177685440400,"{""1"": 35537088080, ""3"": 71074176160}",2efebac6eb97eb56ec4f2cc9becaead27395d8940c883bb5e7a58a1525ac5728
5,8,4,106611264240,106611264240,26652899010,26652899010,213222636660,"{""1"": 26652899010, ""2"": 26652675390, ""4"": 53305689840}",2efebac6eb97eb56ec4f2cc9becaead27395d8940c883bb5e7a58a1525ac5728
5,8,5,106611264240,106611264240,21345077750,21345077750,191991575240,"{""1"": 21345077750, ""5"": 85266186490}",2efebac6eb97eb56ec4f2cc9becaead27395d8940c883bb5e7a58a1525ac5728
5,8,6,106611264240,106611264240,17612626975,17612626975,266216268750,"{""1"": 17612626975, ""2"": 17924461105, ""3"": 35692947425, ""6"": 35381228735}",2efebac6eb97eb56ec4f2cc9becaead27395d8940c883bb5e7a58a1525ac5728
5,8,7,106611264240,106611264240,15891056100,15891056100,201957600840,"{""1"": 15891056100, ""7"": 90720208140}",2efebac6eb97eb56ec4f2cc9becaead27395d8940c883bb5e7a58a1525ac5728
5,8,8,106611264240,106611264240,11742296135,11742296135,260191821200,"{""1"": 11742296135, ""2"": 14910602875, ""4"": 26652675390, ""8"": 53305689840}",2efebac6eb97eb56ec4f2cc9becaead27395d8940c883bb5e7a58a1525ac5728
5,9,2,2937735792320,2937735792320,1468867896160,1468867896160,4406603688480,"{""1"": 1468867896160, ""2"": 1468867896160}",e8cd8e32099d2410f6f723f490da4e9bec103df903053252b49dd9565d04b229
5,9,3,2937735792320,2937735792320,979245261900,979245261900,4896226316120,"{""1"": 979245261900, ""3"": 1958490530420}",e8cd8e32099d2410f6f723f490da4e9bec103df903053252b49dd9565d04b229
5,9,4,2937735792320,2937735792320,734432965060,734432965060,5875469618600,"{""1"": 734432965060, ""2"": 734434931100, ""4"": 1468867896160}",e8cd8e32099d2410f6f723f490da4e9bec103df903053252b49dd9565d04b229
5,9,5,2937735792320,2937735792320,587301852000,587301852000,5286943200320,"{""1"": 587301852000, ""5"": 2350433940320}",e8cd8e32099d2410f6f723f490da4e9bec103df903053252b49dd9565d04b229
5,9,6,2937735792320,2937735792320,490510540755,490510540755,7346115293790,"{""1"": 490510540755, ""2"": 488734721145, ""3"": 978357355405, ""6"": 980133175015}",e8cd8e32099d2410f6f723f490da4e9bec103df903053252b49dd9565d04b229
5,9,7,2937735792320,2937735792320,417834933150,417834933150,5444745391220,"{""1"": 417834933150, ""7"": 2519900859170}",e8cd8e32099d2410f6f723f490da4e9bec103df903053252b49dd9565d04b229
5,9,8,2937735792320,2937735792320,390047651300,390047651300,7435660223800,"{""1"": 390047651300, ""2"": 344385313760, ""4"": 734434931100, ""8"": 1468867896160}",e8cd8e32099d2410f6f723f490da4e9bec103df903053252b49dd9565d04b229
5,10,2,81962825835072,81962825835072,40981411486080,40981411486080,122944237321152,"{""1"": 40981411486080, ""2"": 40981414348992}",972a2c4c99414701216b493f89ef31c1cb5cd327abf7d328194e05df60f9945b
5,10,3,81962825835072,81962825835072,27320941945024,27320941945024,136604709725120,"{""1"": 27320941945024, ""3"": 54641883890048}",972a2c4c99414701216b493f89ef31c1cb5cd327abf7d328194e05df60f9945b
5,10,4,81962825835072,81962825835072,20490710922792,20490710922792,163925659166736,"{""1"": 20490710922792, ""2"": 20490700563288, ""4"": 40981414348992}",972a2c4c99414701216b493f89ef31c1cb5cd327abf7d328194e05df60f9945b
5,10,5,81962825835072,81962825835072,16395234395282,16395234395282,147543763416200,"{""1"": 16395234395282, ""5"": 65567591439790}",972a2c4c99414701216b493f89ef31c1cb5cd327abf7d328194e05df60f9945b
5,10,6,81962825835072,81962825835072,13671094697910,13671094697910,204928310607020,"{""1"": 13671094697910, ""2"": 13649847247114, ""3"": 27310316788170, ""6"": 27331567101878}",972a2c4c99414701216b493f89ef31c1cb5cd327abf7d328194e05df60f9945b
5,10,7,81962825835072,81962825835072,11547689617903,11547689617903,151248963542490,"{""1"": 11547689617903, ""7"": 70415136217169}",972a2c4c99414701216b493f89ef31c1cb5cd327abf7d328194e05df60f9945b
5,10,8,81962825835072,81962825835072,10475628782116,10475628782116,205828174295200,"{""1"": 10475628782116, ""2"": 10015082140676, ""4"": 20490700563288, ""8"": 40981414348992}",972a2c4c99414701216b493f89ef31c1cb5cd327abf7d328194e05df60f9945b
