a,angular_momentum_range_scaled,centered,completed_natural_time,completed_steps,dt,energy,ftle_natural,ftle_physical,initial_energy,initial_p0,initial_p1,initial_potential_fraction,initial_q0,initial_q1,max_relative_energy_drift,n,natural_time_scale,p_scale,poincare_crossings,poincare_occupancy_24,q_scale,radial_fraction,renormalizations_per_natural_time,resolution,sali,seed_index,sobol_0,sobol_1,sobol_2,status,steps_per_natural_time,total_natural_time,u_radius_fraction
6.0,1.1209902761737414,True,80.0,655360,2.0306619818539086e-05,100.0,0.8123806191154511,4.883508773519796,100.0,-2.4544528556552738e-15,-13.361419022280055,0.10736240855526351,-0.41295746552799556,0.3360473706013845,3.984953476532382e-06,1,0.1663518295534722,14.142135623730951,17,0.020833333333333332,8.452452253316345,0.88,8,primary,1.787632836585641e-14,2,0.25,0.75,0.75,ok,8192,80.0,0.44
6.0,0.6637605782020026,True,80.0,655360,2.0306619818539086e-05,100.0,0.8913085360542687,5.357972547983106,100.00000000000003,-9.271773024187802,-9.271773024187798,0.14034224987943442,0.35763165582968076,-1.5869162845989897,3.867691966519259e-06,1,0.1663518295534722,14.142135623730951,22,0.017361111111111112,8.452452253316345,0.88,8,primary,4.793888160090646e-15,3,0.375,0.375,0.625,ok,8192,80.0,0.5388877434122992
6.0,1.1295317496964679,True,80.0,655360,2.0306619818539086e-05,100.0,0.7868978426126948,4.7303227426167505,100.0,7.682685575575542,7.682685575575541,0.4097634234684351,-0.5462913779173025,-0.538777492576648,4.3417261437639356e-06,1,0.1663518295534722,14.142135623730951,16,0.024305555555555556,8.452452253316345,0.88,8,primary,1.4512332896567028e-14,4,0.875,0.875,0.125,ok,8192,80.0,0.8231646250902671
6.0,1.1147687307147636,True,80.0,655360,2.0306619818539086e-05,100.0,0.7200800720075125,4.328657363975968,99.99999999999999,8.71890805357324,-8.718908053573246,0.23980642353335624,0.461700482368312,-3.2603928432367106,4.222739411972043e-06,1,0.1663518295534722,14.142135623730951,18,0.019097222222222224,8.452452253316345,0.88,8,primary,3.4943376836555273e-16,5,0.625,0.125,0.875,ok,8192,80.0,0.6957010852370434
6.0,1.0786104257142526,True,80.0,655360,2.0306619818539086e-05,100.0,0.9193411447235903,5.5264865267266385,100.0,-9.580539171120174,9.580539171120174,0.08213269190631972,-0.20647873276399778,0.6303032205676485,2.7196065541090775e-06,1,0.1663518295534722,14.142135623730951,21,0.020833333333333332,8.452452253316345,0.88,8,primary,4.014256949169241e-15,6,0.125,0.625,0.375,ok,8192,80.0,0.311126983722081
6.0,0.9061834157367725,True,80.0,655360,2.0306619818539086e-05,100.0,0.7959478584960268,4.784725606159787,100.00000000000001,12.437051918024753,-5.1515955803841775,0.09390401282261522,0.3304085669991629,-1.6056998819550192,3.3691642285305074e-06,1,0.1663518295534722,14.142135623730951,17,0.020833333333333332,8.452452253316345,0.88,8,primary,5.305804249908893e-15,7,0.1875,0.3125,0.9375,ok,8192,80.0,0.381051177665153
6.0,1.0087321912132317,True,80.0,655360,8.691781893186426e-06,1000.0,1.0921402723732003,15.338385843176866,1000.0,-43.70942802438156,5.35286111226205e-15,0.044742950890704,9.68060172991822e-17,0.7904811196712577,1.904015911611623e-05,1,0.0712030772689832,44.721359549995796,19,0.026041666666666668,13.932949729450229,0.88,8,primary,1.5278236738194674e-14,0,0.5,0.5,0.5,ok,8192,80.0,0.6222539674441618
6.0,0.6281860384498101,True,80.0,1310720,4.345890946593213e-06,1000.0,1.1486032177288195,16.131370465770065,1000.0,-43.70942802438156,5.35286111226205e-15,0.044742950890704,9.68060172991822e-17,0.7904811196712577,4.166303636566227e-06,1,0.0712030772689832,44.721359549995796,18,0.024305555555555556,13.932949729450229,0.88,8,refined,0.0,0,0.5,0.5,0.5,ok,16384,80.0,0.6222539674441618
6.0,1.3334320406984561,True,80.0,655360,8.691781893186426e-06,1000.0,0.6514882092219778,9.149719846529342,1000.0,2.5697193283358277e-15,41.966701421584844,0.11939798589577433,0.9681376972492541,-8.810371374088557,1.5459760264548096e-05,1,0.0712030772689832,44.721359549995796,11,0.017361111111111112,13.932949729450229,0.88,8,primary,1.766029038657774e-14,1,0.75,0.25,0.25,ok,8192,80.0,0.762102355330306
6.0,0.6969135691548977,True,80.0,1310720,4.345890946593213e-06,1000.0,1.0660685690296423,14.972226059870488,1000.0,2.5697193283358277e-15,41.966701421584844,0.11939798589577433,0.9681376972492541,-8.810371374088557,2.3898137733340264e-06,1,0.0712030772689832,44.721359549995796,19,0.022569444444444444,13.932949729450229,0.88,8,refined,2.886581949028832e-15,1,0.75,0.25,0.25,ok,16384,80.0,0.762102355330306
6.0,1.27072709669341,True,80.0,655360,8.691781893186426e-06,1000.0,0.7139662369311087,10.027182311713371,1000.0000000000001,-8.14601786720571e-15,-44.34485585491417,0.01676687960344229,-0.5589545601194813,-0.034780801385841394,1.4481882692848556e-05,1,0.0712030772689832,44.721359549995796,13,0.017361111111111112,13.932949729450229,0.88,8,primary,0.0,2,0.25,0.75,0.75,ok,8192,80.0,0.44
6.0,1.153325441270892,True,80.0,655360,8.691781893186426e-06,1000.0,0.9774145543615389,13.727139217160083,1000.0,-31.186699519122353,-31.186699519122346,0.02738977310397377,0.48406884862462707,-2.515180937167019,1.4210580333610778e-05,1,0.0712030772689832,44.721359549995796,15,0.015625,13.932949729450229,0.88,8,primary,4.691462743493966e-14,3,0.375,0.375,0.625,ok,8192,80.0,0.5388877434122992
6.0,1.2551366624208666,True,80.0,655360,8.691781893186426e-06,1000.0,0.8588874602668497,12.062504785042345,1000.0,28.371741803468126,28.371741803468122,0.19504426703733926,-0.7394273801308247,-1.5861173224789145,2.108564258082879e-05,1,0.0712030772689832,44.721359549995796,15,0.017361111111111112,13.932949729450229,0.88,8,primary,2.4873781269328544e-16,4,0.875,0.875,0.125,ok,8192,80.0,0.823164625090267
6.0,1.332759104555133,True,80.0,655360,8.691781893186426e-06,1000.0,0.7433300762618608,10.439577961691032,1000.0,30.445188787774125,-30.44518878777414,0.07309047967679229,0.6249301963803267,-5.025116078501597,1.6826405309643633e-05,1,0.0712030772689832,44.721359549995796,11,0.013888888888888888,13.932949729450229,0.88,8,primary,2.0769246024345263e-14,5,0.625,0.125,0.875,ok,8192,80.0,0.6957010852370435
6.0,1.3229478899078226,True,80.0,655360,8.691781893186426e-06,1000.0,0.7175327697971955,10.077271900575008,999.9999999999999,-31.460070150202153,31.460070150202156,0.010263986144359203,-0.27947728005974065,0.7307321797843642,1.3940426126509921e-05,1,0.0712030772689832,44.721359549995796,10,0.015625,13.932949729450229,0.88,8,primary,1.985063288375991e-14,6,0.125,0.625,0.375,ok,8192,80.0,0.3111269837220809
6.0,1.3169684161189679,True,80.0,655360,8.691781893186426e-06,1000.0,0.44238691966280214,6.21303090583573,999.9999999999999,41.045244576315376,-17.00149697443058,0.013118499149440488,0.4472213015705973,-2.4868263137699516,1.8532389076540315e-05,1,0.0712030772689832,44.721359549995796,8,0.008680555555555556,13.932949729450229,0.88,8,primary,1.1983155167227482e-13,7,0.1875,0.3125,0.9375,ok,8192,80.0,0.381051177665153
