n,mu,euler,homology_supertrace,boundary_squared_zero,betti_matches_sphere_or_acyclic,simplex_count_including_empty,boundary_incidence_count,max_chain_dimension,chain_dimensions,boundary_ranks_gf2,betti_gf2
371,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
372,0,0,0,True,True,44,88,2,"{""-1"": 1, ""0"": 10, ""1"": 21, ""2"": 12}","{""0"": 1, ""1"": 9, ""2"": 12}",{}
373,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
374,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
375,0,0,0,True,True,20,36,2,"{""-1"": 1, ""0"": 6, ""1"": 9, ""2"": 4}","{""0"": 1, ""1"": 5, ""2"": 4}",{}
376,0,0,0,True,True,20,36,2,"{""-1"": 1, ""0"": 6, ""1"": 9, ""2"": 4}","{""0"": 1, ""1"": 5, ""2"": 4}",{}
377,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
378,0,0,0,True,True,132,340,3,"{""-1"": 1, ""0"": 14, ""1"": 45, ""2"": 52, ""3"": 20}","{""0"": 1, ""1"": 13, ""2"": 32, ""3"": 20}",{}
379,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
380,0,0,0,True,True,44,88,2,"{""-1"": 1, ""0"": 10, ""1"": 21, ""2"": 12}","{""0"": 1, ""1"": 9, ""2"": 12}",{}
381,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
382,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
383,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
384,0,0,0,True,True,576,2240,6,"{""-1"": 1, ""0"": 14, ""1"": 63, ""2"": 140, ""3"": 175, ""4"": 126, ""5"": 49, ""6"": 8}","{""0"": 1, ""1"": 13, ""2"": 50, ""3"": 90, ""4"": 85, ""5"": 41, ""6"": 8}",{}
385,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
386,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
387,0,0,0,True,True,8,10,1,"{""-1"": 1, ""0"": 4, ""1"": 3}","{""0"": 1, ""1"": 3}",{}
388,0,0,0,True,True,8,10,1,"{""-1"": 1, ""0"": 4, ""1"": 3}","{""0"": 1, ""1"": 3}",{}
389,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
390,1,1,1,True,True,75,158,2,"{""-1"": 1, ""0"": 14, ""1"": 36, ""2"": 24}","{""0"": 1, ""1"": 13, ""2"": 23}","{""2"": 1}"
391,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
392,0,0,0,True,True,76,188,3,"{""-1"": 1, ""0"": 10, ""1"": 27, ""2"": 28, ""3"": 10}","{""0"": 1, ""1"": 9, ""2"": 18, ""3"": 10}",{}
393,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
394,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
395,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
396,0,0,0,True,True,176,466,3,"{""-1"": 1, ""0"": 16, ""1"": 57, ""2"": 72, ""3"": 30}","{""0"": 1, ""1"": 15, ""2"": 42, ""3"": 30}",{}
397,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
398,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
399,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
400,0,0,0,True,True,208,632,4,"{""-1"": 1, ""0"": 13, ""1"": 48, ""2"": 76, ""3"": 55, ""4"": 15}","{""0"": 1, ""1"": 12, ""2"": 36, ""3"": 40, ""4"": 15}",{}
401,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
402,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
403,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
404,0,0,0,True,True,8,10,1,"{""-1"": 1, ""0"": 4, ""1"": 3}","{""0"": 1, ""1"": 3}",{}
405,0,0,0,True,True,48,112,3,"{""-1"": 1, ""0"": 8, ""1"": 18, ""2"": 16, ""3"": 5}","{""0"": 1, ""1"": 7, ""2"": 11, ""3"": 5}",{}
406,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
407,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
408,0,0,0,True,True,132,340,3,"{""-1"": 1, ""0"": 14, ""1"": 45, ""2"": 52, ""3"": 20}","{""0"": 1, ""1"": 13, ""2"": 32, ""3"": 20}",{}
409,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
410,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
411,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
412,0,0,0,True,True,8,10,1,"{""-1"": 1, ""0"": 4, ""1"": 3}","{""0"": 1, ""1"": 3}",{}
413,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
414,0,0,0,True,True,44,88,2,"{""-1"": 1, ""0"": 10, ""1"": 21, ""2"": 12}","{""0"": 1, ""1"": 9, ""2"": 12}",{}
415,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
416,0,0,0,True,True,112,320,4,"{""-1"": 1, ""0"": 10, ""1"": 30, ""2"": 40, ""3"": 25, ""4"": 6}","{""0"": 1, ""1"": 9, ""2"": 21, ""3"": 19, ""4"": 6}",{}
417,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
418,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
419,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
420,0,0,0,True,True,308,844,3,"{""-1"": 1, ""0"": 22, ""1"": 93, ""2"": 132, ""3"": 60}","{""0"": 1, ""1"": 21, ""2"": 72, ""3"": 60}",{}
421,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
422,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
423,0,0,0,True,True,8,10,1,"{""-1"": 1, ""0"": 4, ""1"": 3}","{""0"": 1, ""1"": 3}",{}
424,0,0,0,True,True,20,36,2,"{""-1"": 1, ""0"": 6, ""1"": 9, ""2"": 4}","{""0"": 1, ""1"": 5, ""2"": 4}",{}
425,0,0,0,True,True,8,10,1,"{""-1"": 1, ""0"": 4, ""1"": 3}","{""0"": 1, ""1"": 3}",{}
426,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
427,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
428,0,0,0,True,True,8,10,1,"{""-1"": 1, ""0"": 4, ""1"": 3}","{""0"": 1, ""1"": 3}",{}
429,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
430,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
431,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
432,0,0,0,True,True,768,2832,5,"{""-1"": 1, ""0"": 18, ""1"": 93, ""2"": 216, ""3"": 255, ""4"": 150, ""5"": 35}","{""0"": 1, ""1"": 17, ""2"": 76, ""3"": 140, ""4"": 115, ""5"": 35}",{}
433,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
434,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
435,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
436,0,0,0,True,True,8,10,1,"{""-1"": 1, ""0"": 4, ""1"": 3}","{""0"": 1, ""1"": 3}",{}
437,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
438,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
439,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
440,0,0,0,True,True,132,340,3,"{""-1"": 1, ""0"": 14, ""1"": 45, ""2"": 52, ""3"": 20}","{""0"": 1, ""1"": 13, ""2"": 32, ""3"": 20}",{}
441,0,0,0,True,True,26,49,2,"{""-1"": 1, ""0"": 7, ""1"": 12, ""2"": 6}","{""0"": 1, ""1"": 6, ""2"": 6}",{}
442,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
443,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
444,0,0,0,True,True,44,88,2,"{""-1"": 1, ""0"": 10, ""1"": 21, ""2"": 12}","{""0"": 1, ""1"": 9, ""2"": 12}",{}
445,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
446,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
447,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
448,0,0,0,True,True,256,864,5,"{""-1"": 1, ""0"": 12, ""1"": 45, ""2"": 80, ""3"": 75, ""4"": 36, ""5"": 7}","{""0"": 1, ""1"": 11, ""2"": 34, ""3"": 46, ""4"": 29, ""5"": 7}",{}
449,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
450,0,0,0,True,True,176,466,3,"{""-1"": 1, ""0"": 16, ""1"": 57, ""2"": 72, ""3"": 30}","{""0"": 1, ""1"": 15, ""2"": 42, ""3"": 30}",{}
451,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
452,0,0,0,True,True,8,10,1,"{""-1"": 1, ""0"": 4, ""1"": 3}","{""0"": 1, ""1"": 3}",{}
453,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
454,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
455,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
456,0,0,0,True,True,132,340,3,"{""-1"": 1, ""0"": 14, ""1"": 45, ""2"": 52, ""3"": 20}","{""0"": 1, ""1"": 13, ""2"": 32, ""3"": 20}",{}
457,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
458,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
459,0,0,0,True,True,20,36,2,"{""-1"": 1, ""0"": 6, ""1"": 9, ""2"": 4}","{""0"": 1, ""1"": 5, ""2"": 4}",{}
460,0,0,0,True,True,44,88,2,"{""-1"": 1, ""0"": 10, ""1"": 21, ""2"": 12}","{""0"": 1, ""1"": 9, ""2"": 12}",{}
461,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
462,1,1,1,True,True,75,158,2,"{""-1"": 1, ""0"": 14, ""1"": 36, ""2"": 24}","{""0"": 1, ""1"": 13, ""2"": 23}","{""2"": 1}"
463,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
464,0,0,0,True,True,48,112,3,"{""-1"": 1, ""0"": 8, ""1"": 18, ""2"": 16, ""3"": 5}","{""0"": 1, ""1"": 7, ""2"": 11, ""3"": 5}",{}
465,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
466,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
467,-1,-1,-1,True,True,1,0,-1,"{""-1"": 1}",{},"{""-1"": 1}"
468,0,0,0,True,True,176,466,3,"{""-1"": 1, ""0"": 16, ""1"": 57, ""2"": 72, ""3"": 30}","{""0"": 1, ""1"": 15, ""2"": 42, ""3"": 30}",{}
469,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
470,-1,-1,-1,True,True,13,18,1,"{""-1"": 1, ""0"": 6, ""1"": 6}","{""0"": 1, ""1"": 5}","{""1"": 1}"
471,1,1,1,True,True,3,2,0,"{""-1"": 1, ""0"": 2}","{""0"": 1}","{""0"": 1}"
