word,hecke_prime,branch_id,branch_matrix,target_branch_id,gluing_matrix,branch_determinant,gluing_determinant,gluing_c_mod_11,right_action_identity_exact,endpoint_gluing_exact,evidence_token
LLRRRRRLR,7,b_2,"[[1,2],[0,7]]",b_1,"[[46,-3],[77,-5]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,7,b_3,"[[1,3],[0,7]]",b_3,"[[57,-20],[77,-27]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,7,b_4,"[[1,4],[0,7]]",b_6,"[[68,-53],[77,-60]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,7,b_5,"[[1,5],[0,7]]",b_4,"[[79,-39],[77,-38]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,7,b_6,"[[1,6],[0,7]]",b_0,"[[90,7],[77,6]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,7,infinity,"[[7,0],[0,1]]",b_5,"[[168,-107],[11,-7]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,13,b_0,"[[1,0],[0,13]]",b_0,"[[24,1],[143,6]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,13,b_1,"[[1,1],[0,13]]",b_5,"[[35,-12],[143,-49]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,13,b_2,"[[1,2],[0,13]]",b_11,"[[46,-37],[143,-115]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,13,b_3,"[[1,3],[0,13]]",b_1,"[[57,-2],[143,-5]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,13,b_4,"[[1,4],[0,13]]",b_8,"[[68,-39],[143,-82]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,13,b_5,"[[1,5],[0,13]]",b_4,"[[79,-21],[143,-38]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,13,b_6,"[[1,6],[0,13]]",b_3,"[[90,-17],[143,-27]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,13,b_7,"[[1,7],[0,13]]",b_12,"[[101,-89],[143,-126]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,13,b_8,"[[1,8],[0,13]]",b_6,"[[112,-47],[143,-60]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,13,b_9,"[[1,9],[0,13]]",b_9,"[[123,-80],[143,-93]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,13,b_10,"[[1,10],[0,13]]",b_2,"[[134,-15],[143,-16]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,13,b_11,"[[1,11],[0,13]]",b_7,"[[145,-72],[143,-71]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,13,b_12,"[[1,12],[0,13]]",infinity,"[[12,85],[11,78]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRRRLR,13,infinity,"[[13,0],[0,1]]",b_10,"[[312,-227],[11,-8]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
