word,hecke_prime,branch_id,branch_matrix,target_branch_id,gluing_matrix,branch_determinant,gluing_determinant,gluing_c_mod_11,right_action_identity_exact,endpoint_gluing_exact,evidence_token
LRRLRRR,7,b_3,"[[1,3],[0,7]]",b_1,"[[48,-5],[77,-8]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,7,b_4,"[[1,4],[0,7]]",b_3,"[[59,-23],[77,-30]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,7,b_5,"[[1,5],[0,7]]",infinity,"[[10,19],[11,21]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,7,b_6,"[[1,6],[0,7]]",b_2,"[[81,-20],[77,-19]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,7,infinity,"[[7,0],[0,1]]",b_6,"[[105,-86],[11,-9]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,13,b_0,"[[1,0],[0,13]]",b_2,"[[15,-2],[143,-19]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,13,b_1,"[[1,1],[0,13]]",infinity,"[[2,7],[11,39]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,13,b_2,"[[1,2],[0,13]]",b_8,"[[37,-22],[143,-85]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,13,b_3,"[[1,3],[0,13]]",b_0,"[[48,1],[143,3]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,13,b_4,"[[1,4],[0,13]]",b_6,"[[59,-26],[143,-63]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,13,b_5,"[[1,5],[0,13]]",b_9,"[[70,-47],[143,-96]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,13,b_6,"[[1,6],[0,13]]",b_3,"[[81,-17],[143,-30]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,13,b_7,"[[1,7],[0,13]]",b_12,"[[92,-83],[143,-129]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,13,b_8,"[[1,8],[0,13]]",b_11,"[[103,-85],[143,-118]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,13,b_9,"[[1,9],[0,13]]",b_7,"[[114,-59],[143,-74]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,13,b_10,"[[1,10],[0,13]]",b_1,"[[125,-7],[143,-8]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,13,b_11,"[[1,11],[0,13]]",b_4,"[[136,-39],[143,-41]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,13,b_12,"[[1,12],[0,13]]",b_10,"[[147,-110],[143,-107]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRRLRRR,13,infinity,"[[13,0],[0,1]]",b_5,"[[195,-71],[11,-4]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,2,b_0,"[[1,0],[0,2]]",infinity,"[[15,19],[11,14]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,2,b_1,"[[1,1],[0,2]]",b_0,"[[41,13],[22,7]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,2,infinity,"[[2,0],[0,1]]",b_1,"[[60,-11],[11,-2]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,3,b_0,"[[1,0],[0,3]]",infinity,"[[10,19],[11,21]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,3,b_1,"[[1,1],[0,3]]",b_1,"[[41,-5],[33,-4]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,3,b_2,"[[1,2],[0,3]]",b_0,"[[52,11],[33,7]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,3,infinity,"[[3,0],[0,1]]",b_2,"[[90,-41],[11,-5]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,5,b_0,"[[1,0],[0,5]]",infinity,"[[6,19],[11,35]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,5,b_1,"[[1,1],[0,5]]",b_1,"[[41,-3],[55,-4]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,5,b_2,"[[1,2],[0,5]]",b_4,"[[52,-35],[55,-37]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,5,b_3,"[[1,3],[0,5]]",b_0,"[[63,8],[55,7]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,5,b_4,"[[1,4],[0,5]]",b_3,"[[74,-35],[55,-26]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,5,infinity,"[[5,0],[0,1]]",b_2,"[[150,-41],[11,-3]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,7,b_0,"[[1,0],[0,7]]",b_6,"[[30,-23],[77,-59]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,7,b_1,"[[1,1],[0,7]]",b_2,"[[41,-8],[77,-15]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,7,b_2,"[[1,2],[0,7]]",b_4,"[[52,-25],[77,-37]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,7,b_3,"[[1,3],[0,7]]",infinity,"[[9,40],[11,49]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,7,b_4,"[[1,4],[0,7]]",b_3,"[[74,-25],[77,-26]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,7,b_5,"[[1,5],[0,7]]",b_5,"[[85,-53],[77,-48]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,7,b_6,"[[1,6],[0,7]]",b_1,"[[96,-5],[77,-4]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,7,infinity,"[[7,0],[0,1]]",b_0,"[[210,19],[11,1]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,13,b_0,"[[1,0],[0,13]]",b_8,"[[30,-17],[143,-81]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,13,b_1,"[[1,1],[0,13]]",b_0,"[[41,2],[143,7]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,13,b_2,"[[1,2],[0,13]]",infinity,"[[4,33],[11,91]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,13,b_3,"[[1,3],[0,13]]",b_6,"[[63,-26],[143,-59]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,13,b_4,"[[1,4],[0,13]]",b_11,"[[74,-59],[143,-114]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,13,b_5,"[[1,5],[0,13]]",b_4,"[[85,-22],[143,-37]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,13,b_6,"[[1,6],[0,13]]",b_7,"[[96,-47],[143,-70]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,13,b_7,"[[1,7],[0,13]]",b_1,"[[107,-3],[143,-4]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,13,b_8,"[[1,8],[0,13]]",b_10,"[[118,-85],[143,-103]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,13,b_9,"[[1,9],[0,13]]",b_9,"[[129,-83],[143,-92]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,13,b_10,"[[1,10],[0,13]]",b_5,"[[140,-47],[143,-48]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,13,b_11,"[[1,11],[0,13]]",b_12,"[[151,-132],[143,-125]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,13,b_12,"[[1,12],[0,13]]",b_2,"[[162,-17],[143,-15]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRLLRLR,13,infinity,"[[13,0],[0,1]]",b_3,"[[390,-71],[11,-2]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,2,b_0,"[[1,0],[0,2]]",infinity,"[[13,7],[11,6]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,2,b_1,"[[1,1],[0,2]]",b_0,"[[37,5],[22,3]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,2,infinity,"[[2,0],[0,1]]",b_1,"[[52,-19],[11,-4]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,3,b_0,"[[1,0],[0,3]]",b_2,"[[26,-15],[33,-19]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,3,b_1,"[[1,1],[0,3]]",b_1,"[[37,-9],[33,-8]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,3,b_2,"[[1,2],[0,3]]",infinity,"[[16,13],[11,9]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,3,infinity,"[[3,0],[0,1]]",b_0,"[[78,7],[11,1]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,5,b_0,"[[1,0],[0,5]]",b_2,"[[26,-9],[55,-19]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,5,b_1,"[[1,1],[0,5]]",b_0,"[[37,2],[55,3]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,5,b_2,"[[1,2],[0,5]]",b_1,"[[48,-7],[55,-8]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,5,b_3,"[[1,3],[0,5]]",b_4,"[[59,-44],[55,-41]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,5,b_4,"[[1,4],[0,5]]",infinity,"[[14,19],[11,15]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,5,infinity,"[[5,0],[0,1]]",b_3,"[[130,-71],[11,-6]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,7,b_0,"[[1,0],[0,7]]",b_0,"[[26,1],[77,3]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,7,b_1,"[[1,1],[0,7]]",b_5,"[[37,-25],[77,-52]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,7,b_2,"[[1,2],[0,7]]",b_1,"[[48,-5],[77,-8]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,7,b_3,"[[1,3],[0,7]]",b_3,"[[59,-23],[77,-30]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,7,b_4,"[[1,4],[0,7]]",infinity,"[[10,19],[11,21]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,7,b_5,"[[1,5],[0,7]]",b_2,"[[81,-20],[77,-19]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,7,b_6,"[[1,6],[0,7]]",b_4,"[[92,-49],[77,-41]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,7,infinity,"[[7,0],[0,1]]",b_6,"[[182,-149],[11,-9]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,13,b_0,"[[1,0],[0,13]]",infinity,"[[2,7],[11,39]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,13,b_1,"[[1,1],[0,13]]",b_8,"[[37,-22],[143,-85]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,13,b_2,"[[1,2],[0,13]]",b_0,"[[48,1],[143,3]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,13,b_3,"[[1,3],[0,13]]",b_6,"[[59,-26],[143,-63]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,13,b_4,"[[1,4],[0,13]]",b_9,"[[70,-47],[143,-96]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,13,b_5,"[[1,5],[0,13]]",b_3,"[[81,-17],[143,-30]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,13,b_6,"[[1,6],[0,13]]",b_12,"[[92,-83],[143,-129]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,13,b_7,"[[1,7],[0,13]]",b_11,"[[103,-85],[143,-118]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,13,b_8,"[[1,8],[0,13]]",b_7,"[[114,-59],[143,-74]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,13,b_9,"[[1,9],[0,13]]",b_1,"[[125,-7],[143,-8]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,13,b_10,"[[1,10],[0,13]]",b_4,"[[136,-39],[143,-41]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,13,b_11,"[[1,11],[0,13]]",b_10,"[[147,-110],[143,-107]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,13,b_12,"[[1,12],[0,13]]",b_2,"[[158,-21],[143,-19]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRLRRR,13,infinity,"[[13,0],[0,1]]",b_5,"[[338,-123],[11,-4]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,2,b_0,"[[1,0],[0,2]]",b_1,"[[25,-8],[22,-7]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,2,b_1,"[[1,1],[0,2]]",infinity,"[[18,13],[11,8]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,2,infinity,"[[2,0],[0,1]]",b_0,"[[50,9],[11,2]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,3,b_0,"[[1,0],[0,3]]",b_0,"[[25,3],[33,4]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,3,b_1,"[[1,1],[0,3]]",infinity,"[[12,13],[11,12]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,3,b_2,"[[1,2],[0,3]]",b_1,"[[47,-10],[33,-7]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,3,infinity,"[[3,0],[0,1]]",b_2,"[[75,-41],[11,-6]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,5,b_0,"[[1,0],[0,5]]",infinity,"[[5,9],[11,20]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,5,b_1,"[[1,1],[0,5]]",b_3,"[[36,-19],[55,-29]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,5,b_2,"[[1,2],[0,5]]",b_1,"[[47,-6],[55,-7]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,5,b_3,"[[1,3],[0,5]]",b_2,"[[58,-19],[55,-18]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,5,b_4,"[[1,4],[0,5]]",b_0,"[[69,5],[55,4]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,5,infinity,"[[5,0],[0,1]]",b_4,"[[125,-91],[11,-8]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,7,b_0,"[[1,0],[0,7]]",b_4,"[[25,-13],[77,-40]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,7,b_1,"[[1,1],[0,7]]",b_6,"[[36,-29],[77,-62]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,7,b_2,"[[1,2],[0,7]]",b_2,"[[47,-11],[77,-18]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,7,b_3,"[[1,3],[0,7]]",b_0,"[[58,3],[77,4]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,7,b_4,"[[1,4],[0,7]]",b_3,"[[69,-26],[77,-29]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,7,b_5,"[[1,5],[0,7]]",b_5,"[[80,-53],[77,-51]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,7,b_6,"[[1,6],[0,7]]",infinity,"[[13,33],[11,28]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,7,infinity,"[[7,0],[0,1]]",b_1,"[[175,-16],[11,-1]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,13,b_0,"[[1,0],[0,13]]",b_4,"[[25,-7],[143,-40]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,13,b_1,"[[1,1],[0,13]]",b_0,"[[36,1],[143,4]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,13,b_2,"[[1,2],[0,13]]",b_7,"[[47,-24],[143,-73]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,13,b_3,"[[1,3],[0,13]]",b_10,"[[58,-43],[143,-106]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,13,b_4,"[[1,4],[0,13]]",b_3,"[[69,-14],[143,-29]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,13,b_5,"[[1,5],[0,13]]",b_8,"[[80,-47],[143,-84]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,13,b_6,"[[1,6],[0,13]]",infinity,"[[7,33],[11,52]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,13,b_7,"[[1,7],[0,13]]",b_1,"[[102,-5],[143,-7]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,13,b_8,"[[1,8],[0,13]]",b_6,"[[113,-49],[143,-62]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,13,b_9,"[[1,9],[0,13]]",b_12,"[[124,-111],[143,-128]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,13,b_10,"[[1,10],[0,13]]",b_2,"[[135,-17],[143,-18]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,13,b_11,"[[1,11],[0,13]]",b_9,"[[146,-97],[143,-95]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,13,b_12,"[[1,12],[0,13]]",b_5,"[[157,-56],[143,-51]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLRRRLRR,13,infinity,"[[13,0],[0,1]]",b_11,"[[325,-266],[11,-9]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,2,b_0,"[[1,0],[0,2]]",b_1,"[[17,-7],[22,-9]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,2,b_1,"[[1,1],[0,2]]",infinity,"[[14,5],[11,4]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,2,infinity,"[[2,0],[0,1]]",b_0,"[[34,3],[11,1]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,3,b_0,"[[1,0],[0,3]]",b_0,"[[17,1],[33,2]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,3,b_1,"[[1,1],[0,3]]",b_2,"[[28,-17],[33,-20]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,3,b_2,"[[1,2],[0,3]]",infinity,"[[13,7],[11,6]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,3,infinity,"[[3,0],[0,1]]",b_1,"[[51,-14],[11,-3]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,5,b_0,"[[1,0],[0,5]]",b_4,"[[17,-13],[55,-42]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,5,b_1,"[[1,1],[0,5]]",b_0,"[[28,1],[55,2]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,5,b_2,"[[1,2],[0,5]]",b_3,"[[39,-22],[55,-31]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,5,b_3,"[[1,3],[0,5]]",infinity,"[[10,9],[11,10]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,5,b_4,"[[1,4],[0,5]]",b_1,"[[61,-10],[55,-9]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,5,infinity,"[[5,0],[0,1]]",b_2,"[[85,-31],[11,-4]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,7,b_0,"[[1,0],[0,7]]",b_1,"[[17,-2],[77,-9]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,7,b_1,"[[1,1],[0,7]]",infinity,"[[4,5],[11,14]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,7,b_2,"[[1,2],[0,7]]",b_0,"[[39,1],[77,2]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,7,b_3,"[[1,3],[0,7]]",b_2,"[[50,-13],[77,-20]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,7,b_4,"[[1,4],[0,7]]",b_5,"[[61,-42],[77,-53]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,7,b_5,"[[1,5],[0,7]]",b_3,"[[72,-29],[77,-31]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,7,b_6,"[[1,6],[0,7]]",b_6,"[[83,-69],[77,-64]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,7,infinity,"[[7,0],[0,1]]",b_4,"[[119,-65],[11,-6]]",7,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,13,b_0,"[[1,0],[0,13]]",b_4,"[[17,-5],[143,-42]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,13,b_1,"[[1,1],[0,13]]",b_9,"[[28,-19],[143,-97]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,13,b_2,"[[1,2],[0,13]]",infinity,"[[3,7],[11,26]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,13,b_3,"[[1,3],[0,13]]",b_2,"[[50,-7],[143,-20]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,13,b_4,"[[1,4],[0,13]]",b_7,"[[61,-32],[143,-75]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,13,b_5,"[[1,5],[0,13]]",b_0,"[[72,1],[143,2]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,13,b_6,"[[1,6],[0,13]]",b_3,"[[83,-18],[143,-31]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,13,b_7,"[[1,7],[0,13]]",b_10,"[[94,-71],[143,-108]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,13,b_8,"[[1,8],[0,13]]",b_6,"[[105,-47],[143,-64]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,13,b_9,"[[1,9],[0,13]]",b_5,"[[116,-43],[143,-53]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,13,b_10,"[[1,10],[0,13]]",b_1,"[[127,-8],[143,-9]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,13,b_11,"[[1,11],[0,13]]",b_8,"[[138,-83],[143,-86]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,13,b_12,"[[1,12],[0,13]]",b_11,"[[149,-124],[143,-119]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LRLRRRRR,13,infinity,"[[13,0],[0,1]]",b_12,"[[221,-201],[11,-10]]",13,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,2,b_0,"[[1,0],[0,2]]",b_0,"[[41,13],[22,7]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,2,b_1,"[[1,1],[0,2]]",infinity,"[[26,33],[11,14]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,2,infinity,"[[2,0],[0,1]]",b_1,"[[82,-15],[11,-2]]",2,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,3,b_0,"[[1,0],[0,3]]",b_1,"[[41,-5],[33,-4]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,3,b_1,"[[1,1],[0,3]]",b_0,"[[52,11],[33,7]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,3,b_2,"[[1,2],[0,3]]",infinity,"[[21,40],[11,21]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,3,infinity,"[[3,0],[0,1]]",b_2,"[[123,-56],[11,-5]]",3,1,0,true,true,NUMERICALLY_CERTIFIED
LLLRLLRLR,5,b_0,"[[1,0],[0,5]]",b_1,"[[41,-3],[55,-4]]",5,1,0,true,true,NUMERICALLY_CERTIFIED
