order,repetition,unnormalized_moment,normalized_moment,haar_target,leaks
3,85,1.0,0.5,1.0,False
3,86,1.0,0.5,1.0,False
3,87,2.0,1.0,1.0,True
3,88,1.0,0.5,1.0,False
3,89,1.0,0.5,1.0,False
3,90,2.0,1.0,1.0,True
3,91,1.0,0.5,1.0,False
3,92,1.0,0.5,1.0,False
3,93,2.0,1.0,1.0,True
3,94,1.0,0.5,1.0,False
3,95,1.0,0.5,1.0,False
3,96,2.0,1.0,1.0,True
3,97,1.0,0.5,1.0,False
3,98,1.0,0.5,1.0,False
3,99,2.0,1.0,1.0,True
3,100,1.0,0.5,1.0,False
3,101,1.0,0.5,1.0,False
3,102,2.0,1.0,1.0,True
3,103,1.0,0.5,1.0,False
3,104,1.0,0.5,1.0,False
3,105,2.0,1.0,1.0,True
3,106,1.0,0.5,1.0,False
3,107,1.0,0.5,1.0,False
3,108,2.0,1.0,1.0,True
3,109,1.0,0.5,1.0,False
3,110,1.0,0.5,1.0,False
3,111,2.0,1.0,1.0,True
3,112,1.0,0.5,1.0,False
3,113,1.0,0.5,1.0,False
3,114,2.0,1.0,1.0,True
3,115,1.0,0.5,1.0,False
3,116,1.0,0.5,1.0,False
3,117,2.0,1.0,1.0,True
3,118,1.0,0.5,1.0,False
3,119,1.0,0.5,1.0,False
3,120,2.0,1.0,1.0,True
3,121,1.0,0.5,1.0,False
3,122,1.0,0.5,1.0,False
3,123,2.0,1.0,1.0,True
3,124,1.0,0.5,1.0,False
3,125,1.0,0.5,1.0,False
3,126,2.0,1.0,1.0,True
3,127,1.0,0.5,1.0,False
3,128,1.0,0.5,1.0,False
4,1,1.0,0.5,1.0,False
4,2,1.0,0.5,1.0,False
4,3,1.0,0.5,1.0,False
4,4,2.0,1.0,1.0,True
4,5,1.0,0.5,1.0,False
4,6,1.0,0.5,1.0,False
4,7,1.0,0.5,1.0,False
4,8,2.0,1.0,1.0,True
4,9,1.0,0.5,1.0,False
4,10,1.0,0.5,1.0,False
4,11,1.0,0.5,1.0,False
4,12,2.0,1.0,1.0,True
4,13,1.0,0.5,1.0,False
4,14,1.0,0.5,1.0,False
4,15,1.0,0.5,1.0,False
4,16,2.0,1.0,1.0,True
4,17,1.0,0.5,1.0,False
4,18,1.0,0.5,1.0,False
4,19,1.0,0.5,1.0,False
4,20,2.0,1.0,1.0,True
4,21,1.0,0.5,1.0,False
4,22,1.0,0.5,1.0,False
4,23,1.0,0.5,1.0,False
4,24,2.0,1.0,1.0,True
4,25,1.0,0.5,1.0,False
4,26,1.0,0.5,1.0,False
4,27,1.0,0.5,1.0,False
4,28,2.0,1.0,1.0,True
4,29,1.0,0.5,1.0,False
4,30,1.0,0.5,1.0,False
4,31,1.0,0.5,1.0,False
4,32,2.0,1.0,1.0,True
4,33,1.0,0.5,1.0,False
4,34,1.0,0.5,1.0,False
4,35,1.0,0.5,1.0,False
4,36,2.0,1.0,1.0,True
4,37,1.0,0.5,1.0,False
4,38,1.0,0.5,1.0,False
4,39,1.0,0.5,1.0,False
4,40,2.0,1.0,1.0,True
4,41,1.0,0.5,1.0,False
4,42,1.0,0.5,1.0,False
4,43,1.0,0.5,1.0,False
4,44,2.0,1.0,1.0,True
4,45,1.0,0.5,1.0,False
4,46,1.0,0.5,1.0,False
4,47,1.0,0.5,1.0,False
4,48,2.0,1.0,1.0,True
4,49,1.0,0.5,1.0,False
4,50,1.0,0.5,1.0,False
4,51,1.0,0.5,1.0,False
4,52,2.0,1.0,1.0,True
4,53,1.0,0.5,1.0,False
4,54,1.0,0.5,1.0,False
4,55,1.0,0.5,1.0,False
4,56,2.0,1.0,1.0,True
4,57,1.0,0.5,1.0,False
4,58,1.0,0.5,1.0,False
4,59,1.0,0.5,1.0,False
4,60,2.0,1.0,1.0,True
4,61,1.0,0.5,1.0,False
4,62,1.0,0.5,1.0,False
4,63,1.0,0.5,1.0,False
4,64,2.0,1.0,1.0,True
4,65,1.0,0.5,1.0,False
4,66,1.0,0.5,1.0,False
4,67,1.0,0.5,1.0,False
4,68,2.0,1.0,1.0,True
4,69,1.0,0.5,1.0,False
4,70,1.0,0.5,1.0,False
4,71,1.0,0.5,1.0,False
4,72,2.0,1.0,1.0,True
4,73,1.0,0.5,1.0,False
4,74,1.0,0.5,1.0,False
4,75,1.0,0.5,1.0,False
4,76,2.0,1.0,1.0,True
4,77,1.0,0.5,1.0,False
4,78,1.0,0.5,1.0,False
4,79,1.0,0.5,1.0,False
4,80,2.0,1.0,1.0,True
4,81,1.0,0.5,1.0,False
4,82,1.0,0.5,1.0,False
4,83,1.0,0.5,1.0,False
4,84,2.0,1.0,1.0,True
4,85,1.0,0.5,1.0,False
4,86,1.0,0.5,1.0,False
4,87,1.0,0.5,1.0,False
4,88,2.0,1.0,1.0,True
4,89,1.0,0.5,1.0,False
4,90,1.0,0.5,1.0,False
4,91,1.0,0.5,1.0,False
4,92,2.0,1.0,1.0,True
4,93,1.0,0.5,1.0,False
4,94,1.0,0.5,1.0,False
4,95,1.0,0.5,1.0,False
4,96,2.0,1.0,1.0,True
4,97,1.0,0.5,1.0,False
4,98,1.0,0.5,1.0,False
4,99,1.0,0.5,1.0,False
4,100,2.0,1.0,1.0,True
4,101,1.0,0.5,1.0,False
4,102,1.0,0.5,1.0,False
4,103,1.0,0.5,1.0,False
4,104,2.0,1.0,1.0,True
4,105,1.0,0.5,1.0,False
4,106,1.0,0.5,1.0,False
4,107,1.0,0.5,1.0,False
4,108,2.0,1.0,1.0,True
4,109,1.0,0.5,1.0,False
4,110,1.0,0.5,1.0,False
4,111,1.0,0.5,1.0,False
4,112,2.0,1.0,1.0,True
4,113,1.0,0.5,1.0,False
4,114,1.0,0.5,1.0,False
4,115,1.0,0.5,1.0,False
4,116,2.0,1.0,1.0,True
4,117,1.0,0.5,1.0,False
4,118,1.0,0.5,1.0,False
4,119,1.0,0.5,1.0,False
4,120,2.0,1.0,1.0,True
4,121,1.0,0.5,1.0,False
4,122,1.0,0.5,1.0,False
4,123,1.0,0.5,1.0,False
4,124,2.0,1.0,1.0,True
4,125,1.0,0.5,1.0,False
4,126,1.0,0.5,1.0,False
4,127,1.0,0.5,1.0,False
4,128,2.0,1.0,1.0,True
5,1,1.0,0.5,1.0,False
5,2,1.0,0.5,1.0,False
5,3,1.0,0.5,1.0,False
5,4,1.0,0.5,1.0,False
5,5,2.0,1.0,1.0,True
5,6,1.0,0.5,1.0,False
5,7,1.0,0.5,1.0,False
5,8,1.0,0.5,1.0,False
5,9,1.0,0.5,1.0,False
5,10,2.0,1.0,1.0,True
5,11,1.0,0.5,1.0,False
5,12,1.0,0.5,1.0,False
5,13,1.0,0.5,1.0,False
5,14,1.0,0.5,1.0,False
5,15,2.0,1.0,1.0,True
5,16,1.0,0.5,1.0,False
5,17,1.0,0.5,1.0,False
5,18,1.0,0.5,1.0,False
5,19,1.0,0.5,1.0,False
5,20,2.0,1.0,1.0,True
5,21,1.0,0.5,1.0,False
5,22,1.0,0.5,1.0,False
5,23,1.0,0.5,1.0,False
5,24,1.0,0.5,1.0,False
5,25,2.0,1.0,1.0,True
5,26,1.0,0.5,1.0,False
5,27,1.0,0.5,1.0,False
5,28,1.0,0.5,1.0,False
5,29,1.0,0.5,1.0,False
5,30,2.0,1.0,1.0,True
5,31,1.0,0.5,1.0,False
5,32,1.0,0.5,1.0,False
5,33,1.0,0.5,1.0,False
5,34,1.0,0.5,1.0,False
5,35,2.0,1.0,1.0,True
5,36,1.0,0.5,1.0,False
5,37,1.0,0.5,1.0,False
5,38,1.0,0.5,1.0,False
5,39,1.0,0.5,1.0,False
5,40,2.0,1.0,1.0,True
5,41,1.0,0.5,1.0,False
5,42,1.0,0.5,1.0,False
5,43,1.0,0.5,1.0,False
5,44,1.0,0.5,1.0,False
5,45,2.0,1.0,1.0,True
5,46,1.0,0.5,1.0,False
5,47,1.0,0.5,1.0,False
5,48,1.0,0.5,1.0,False
5,49,1.0,0.5,1.0,False
5,50,2.0,1.0,1.0,True
5,51,1.0,0.5,1.0,False
5,52,1.0,0.5,1.0,False
5,53,1.0,0.5,1.0,False
5,54,1.0,0.5,1.0,False
5,55,2.0,1.0,1.0,True
5,56,1.0,0.5,1.0,False
5,57,1.0,0.5,1.0,False
5,58,1.0,0.5,1.0,False
5,59,1.0,0.5,1.0,False
5,60,2.0,1.0,1.0,True
5,61,1.0,0.5,1.0,False
5,62,1.0,0.5,1.0,False
5,63,1.0,0.5,1.0,False
5,64,1.0,0.5,1.0,False
5,65,2.0,1.0,1.0,True
5,66,1.0,0.5,1.0,False
5,67,1.0,0.5,1.0,False
5,68,1.0,0.5,1.0,False
5,69,1.0,0.5,1.0,False
5,70,2.0,1.0,1.0,True
5,71,1.0,0.5,1.0,False
5,72,1.0,0.5,1.0,False
5,73,1.0,0.5,1.0,False
5,74,1.0,0.5,1.0,False
5,75,2.0,1.0,1.0,True
5,76,1.0,0.5,1.0,False
5,77,1.0,0.5,1.0,False
5,78,1.0,0.5,1.0,False
5,79,1.0,0.5,1.0,False
5,80,2.0,1.0,1.0,True
5,81,1.0,0.5,1.0,False
5,82,1.0,0.5,1.0,False
5,83,1.0,0.5,1.0,False
5,84,1.0,0.5,1.0,False
5,85,2.0,1.0,1.0,True
5,86,1.0,0.5,1.0,False
5,87,1.0,0.5,1.0,False
5,88,1.0,0.5,1.0,False
5,89,1.0,0.5,1.0,False
5,90,2.0,1.0,1.0,True
5,91,1.0,0.5,1.0,False
5,92,1.0,0.5,1.0,False
5,93,1.0,0.5,1.0,False
5,94,1.0,0.5,1.0,False
5,95,2.0,1.0,1.0,True
5,96,1.0,0.5,1.0,False
5,97,1.0,0.5,1.0,False
5,98,1.0,0.5,1.0,False
5,99,1.0,0.5,1.0,False
5,100,2.0,1.0,1.0,True
5,101,1.0,0.5,1.0,False
5,102,1.0,0.5,1.0,False
5,103,1.0,0.5,1.0,False
5,104,1.0,0.5,1.0,False
5,105,2.0,1.0,1.0,True
5,106,1.0,0.5,1.0,False
5,107,1.0,0.5,1.0,False
5,108,1.0,0.5,1.0,False
5,109,1.0,0.5,1.0,False
5,110,2.0,1.0,1.0,True
5,111,1.0,0.5,1.0,False
5,112,1.0,0.5,1.0,False
5,113,1.0,0.5,1.0,False
5,114,1.0,0.5,1.0,False
5,115,2.0,1.0,1.0,True
5,116,1.0,0.5,1.0,False
5,117,1.0,0.5,1.0,False
5,118,1.0,0.5,1.0,False
5,119,1.0,0.5,1.0,False
5,120,2.0,1.0,1.0,True
5,121,1.0,0.5,1.0,False
5,122,1.0,0.5,1.0,False
5,123,1.0,0.5,1.0,False
5,124,1.0,0.5,1.0,False
5,125,2.0,1.0,1.0,True
5,126,1.0,0.5,1.0,False
5,127,1.0,0.5,1.0,False
5,128,1.0,0.5,1.0,False
6,1,1.0,0.5,1.0,False
6,2,1.0,0.5,1.0,False
6,3,1.0,0.5,1.0,False
6,4,1.0,0.5,1.0,False
6,5,1.0,0.5,1.0,False
6,6,2.0,1.0,1.0,True
6,7,1.0,0.5,1.0,False
6,8,1.0,0.5,1.0,False
6,9,1.0,0.5,1.0,False
6,10,1.0,0.5,1.0,False
6,11,1.0,0.5,1.0,False
6,12,2.0,1.0,1.0,True
6,13,1.0,0.5,1.0,False
6,14,1.0,0.5,1.0,False
6,15,1.0,0.5,1.0,False
6,16,1.0,0.5,1.0,False
6,17,1.0,0.5,1.0,False
6,18,2.0,1.0,1.0,True
6,19,1.0,0.5,1.0,False
6,20,1.0,0.5,1.0,False
6,21,1.0,0.5,1.0,False
6,22,1.0,0.5,1.0,False
6,23,1.0,0.5,1.0,False
6,24,2.0,1.0,1.0,True
6,25,1.0,0.5,1.0,False
6,26,1.0,0.5,1.0,False
6,27,1.0,0.5,1.0,False
6,28,1.0,0.5,1.0,False
6,29,1.0,0.5,1.0,False
6,30,2.0,1.0,1.0,True
6,31,1.0,0.5,1.0,False
6,32,1.0,0.5,1.0,False
6,33,1.0,0.5,1.0,False
6,34,1.0,0.5,1.0,False
6,35,1.0,0.5,1.0,False
6,36,2.0,1.0,1.0,True
6,37,1.0,0.5,1.0,False
6,38,1.0,0.5,1.0,False
6,39,1.0,0.5,1.0,False
6,40,1.0,0.5,1.0,False
6,41,1.0,0.5,1.0,False
6,42,2.0,1.0,1.0,True
6,43,1.0,0.5,1.0,False
6,44,1.0,0.5,1.0,False
6,45,1.0,0.5,1.0,False
6,46,1.0,0.5,1.0,False
6,47,1.0,0.5,1.0,False
6,48,2.0,1.0,1.0,True
6,49,1.0,0.5,1.0,False
6,50,1.0,0.5,1.0,False
6,51,1.0,0.5,1.0,False
6,52,1.0,0.5,1.0,False
6,53,1.0,0.5,1.0,False
6,54,2.0,1.0,1.0,True
6,55,1.0,0.5,1.0,False
6,56,1.0,0.5,1.0,False
6,57,1.0,0.5,1.0,False
6,58,1.0,0.5,1.0,False
6,59,1.0,0.5,1.0,False
6,60,2.0,1.0,1.0,True
6,61,1.0,0.5,1.0,False
6,62,1.0,0.5,1.0,False
6,63,1.0,0.5,1.0,False
6,64,1.0,0.5,1.0,False
6,65,1.0,0.5,1.0,False
6,66,2.0,1.0,1.0,True
6,67,1.0,0.5,1.0,False
6,68,1.0,0.5,1.0,False
6,69,1.0,0.5,1.0,False
6,70,1.0,0.5,1.0,False
6,71,1.0,0.5,1.0,False
6,72,2.0,1.0,1.0,True
6,73,1.0,0.5,1.0,False
6,74,1.0,0.5,1.0,False
6,75,1.0,0.5,1.0,False
6,76,1.0,0.5,1.0,False
6,77,1.0,0.5,1.0,False
6,78,2.0,1.0,1.0,True
6,79,1.0,0.5,1.0,False
6,80,1.0,0.5,1.0,False
6,81,1.0,0.5,1.0,False
6,82,1.0,0.5,1.0,False
6,83,1.0,0.5,1.0,False
6,84,2.0,1.0,1.0,True
6,85,1.0,0.5,1.0,False
6,86,1.0,0.5,1.0,False
6,87,1.0,0.5,1.0,False
6,88,1.0,0.5,1.0,False
6,89,1.0,0.5,1.0,False
6,90,2.0,1.0,1.0,True
6,91,1.0,0.5,1.0,False
6,92,1.0,0.5,1.0,False
6,93,1.0,0.5,1.0,False
6,94,1.0,0.5,1.0,False
6,95,1.0,0.5,1.0,False
6,96,2.0,1.0,1.0,True
6,97,1.0,0.5,1.0,False
6,98,1.0,0.5,1.0,False
6,99,1.0,0.5,1.0,False
6,100,1.0,0.5,1.0,False
6,101,1.0,0.5,1.0,False
6,102,2.0,1.0,1.0,True
6,103,1.0,0.5,1.0,False
6,104,1.0,0.5,1.0,False
6,105,1.0,0.5,1.0,False
6,106,1.0,0.5,1.0,False
6,107,1.0,0.5,1.0,False
6,108,2.0,1.0,1.0,True
6,109,1.0,0.5,1.0,False
6,110,1.0,0.5,1.0,False
6,111,1.0,0.5,1.0,False
6,112,1.0,0.5,1.0,False
6,113,1.0,0.5,1.0,False
6,114,2.0,1.0,1.0,True
6,115,1.0,0.5,1.0,False
6,116,1.0,0.5,1.0,False
6,117,1.0,0.5,1.0,False
6,118,1.0,0.5,1.0,False
6,119,1.0,0.5,1.0,False
6,120,2.0,1.0,1.0,True
6,121,1.0,0.5,1.0,False
6,122,1.0,0.5,1.0,False
6,123,1.0,0.5,1.0,False
6,124,1.0,0.5,1.0,False
6,125,1.0,0.5,1.0,False
6,126,2.0,1.0,1.0,True
6,127,1.0,0.5,1.0,False
6,128,1.0,0.5,1.0,False
7,1,1.0,0.5,1.0,False
7,2,1.0,0.5,1.0,False
7,3,1.0,0.5,1.0,False
7,4,1.0,0.5,1.0,False
7,5,1.0,0.5,1.0,False
7,6,1.0,0.5,1.0,False
7,7,2.0,1.0,1.0,True
7,8,1.0,0.5,1.0,False
7,9,1.0,0.5,1.0,False
7,10,1.0,0.5,1.0,False
7,11,1.0,0.5,1.0,False
7,12,1.0,0.5,1.0,False
7,13,1.0,0.5,1.0,False
7,14,2.0,1.0,1.0,True
7,15,1.0,0.5,1.0,False
7,16,1.0,0.5,1.0,False
7,17,1.0,0.5,1.0,False
7,18,1.0,0.5,1.0,False
7,19,1.0,0.5,1.0,False
7,20,1.0,0.5,1.0,False
7,21,2.0,1.0,1.0,True
7,22,1.0,0.5,1.0,False
7,23,1.0,0.5,1.0,False
7,24,1.0,0.5,1.0,False
7,25,1.0,0.5,1.0,False
7,26,1.0,0.5,1.0,False
7,27,1.0,0.5,1.0,False
7,28,2.0,1.0,1.0,True
7,29,1.0,0.5,1.0,False
7,30,1.0,0.5,1.0,False
7,31,1.0,0.5,1.0,False
7,32,1.0,0.5,1.0,False
7,33,1.0,0.5,1.0,False
7,34,1.0,0.5,1.0,False
7,35,2.0,1.0,1.0,True
7,36,1.0,0.5,1.0,False
7,37,1.0,0.5,1.0,False
7,38,1.0,0.5,1.0,False
7,39,1.0,0.5,1.0,False
7,40,1.0,0.5,1.0,False
7,41,1.0,0.5,1.0,False
7,42,2.0,1.0,1.0,True
7,43,1.0,0.5,1.0,False
7,44,1.0,0.5,1.0,False
7,45,1.0,0.5,1.0,False
7,46,1.0,0.5,1.0,False
7,47,1.0,0.5,1.0,False
7,48,1.0,0.5,1.0,False
7,49,2.0,1.0,1.0,True
7,50,1.0,0.5,1.0,False
7,51,1.0,0.5,1.0,False
7,52,1.0,0.5,1.0,False
7,53,1.0,0.5,1.0,False
7,54,1.0,0.5,1.0,False
7,55,1.0,0.5,1.0,False
7,56,2.0,1.0,1.0,True
7,57,1.0,0.5,1.0,False
7,58,1.0,0.5,1.0,False
7,59,1.0,0.5,1.0,False
7,60,1.0,0.5,1.0,False
7,61,1.0,0.5,1.0,False
7,62,1.0,0.5,1.0,False
7,63,2.0,1.0,1.0,True
7,64,1.0,0.5,1.0,False
7,65,1.0,0.5,1.0,False
7,66,1.0,0.5,1.0,False
7,67,1.0,0.5,1.0,False
7,68,1.0,0.5,1.0,False
7,69,1.0,0.5,1.0,False
7,70,2.0,1.0,1.0,True
7,71,1.0,0.5,1.0,False
7,72,1.0,0.5,1.0,False
7,73,1.0,0.5,1.0,False
7,74,1.0,0.5,1.0,False
7,75,1.0,0.5,1.0,False
7,76,1.0,0.5,1.0,False
7,77,2.0,1.0,1.0,True
7,78,1.0,0.5,1.0,False
7,79,1.0,0.5,1.0,False
7,80,1.0,0.5,1.0,False
7,81,1.0,0.5,1.0,False
7,82,1.0,0.5,1.0,False
7,83,1.0,0.5,1.0,False
7,84,2.0,1.0,1.0,True
7,85,1.0,0.5,1.0,False
7,86,1.0,0.5,1.0,False
7,87,1.0,0.5,1.0,False
7,88,1.0,0.5,1.0,False
7,89,1.0,0.5,1.0,False
7,90,1.0,0.5,1.0,False
7,91,2.0,1.0,1.0,True
7,92,1.0,0.5,1.0,False
7,93,1.0,0.5,1.0,False
7,94,1.0,0.5,1.0,False
7,95,1.0,0.5,1.0,False
7,96,1.0,0.5,1.0,False
7,97,1.0,0.5,1.0,False
7,98,2.0,1.0,1.0,True
7,99,1.0,0.5,1.0,False
7,100,1.0,0.5,1.0,False
7,101,1.0,0.5,1.0,False
7,102,1.0,0.5,1.0,False
7,103,1.0,0.5,1.0,False
7,104,1.0,0.5,1.0,False
7,105,2.0,1.0,1.0,True
7,106,1.0,0.5,1.0,False
7,107,1.0,0.5,1.0,False
7,108,1.0,0.5,1.0,False
7,109,1.0,0.5,1.0,False
7,110,1.0,0.5,1.0,False
7,111,1.0,0.5,1.0,False
7,112,2.0,1.0,1.0,True
7,113,1.0,0.5,1.0,False
7,114,1.0,0.5,1.0,False
7,115,1.0,0.5,1.0,False
7,116,1.0,0.5,1.0,False
7,117,1.0,0.5,1.0,False
7,118,1.0,0.5,1.0,False
7,119,2.0,1.0,1.0,True
7,120,1.0,0.5,1.0,False
7,121,1.0,0.5,1.0,False
7,122,1.0,0.5,1.0,False
7,123,1.0,0.5,1.0,False
7,124,1.0,0.5,1.0,False
7,125,1.0,0.5,1.0,False
7,126,2.0,1.0,1.0,True
7,127,1.0,0.5,1.0,False
7,128,1.0,0.5,1.0,False
8,1,1.0,0.5,1.0,False
8,2,1.0,0.5,1.0,False
8,3,1.0,0.5,1.0,False
8,4,1.0,0.5,1.0,False
8,5,1.0,0.5,1.0,False
8,6,1.0,0.5,1.0,False
