n,final_residue,accepts,independent_prime_audit,cycle_length_if_accepted,residue_path_sha256
3461,3460,1,1,3460,1242f099342480cfde64506bbb8c6b767ad51458664ceeb0b1e0eeeb32236d36
3462,0,0,0,0,17b074397dbdc79e46fce7ccf2752024dcd16a56a82c147a85b16b3ea335016a
3463,3462,1,1,3462,f37034e9906acd21fe3c97c7066fbe93d22f7adb053279e11c4d1f763b1d5989
3464,0,0,0,0,86697aa4c5b591dabdb8e3e242084f4e5b6e9656db14eba929744bdc72d874aa
3465,0,0,0,0,32f96f1b1dcdbf7019ad9faad1df2e864917ddf9841afbf113259c1430c2e8ef
3466,0,0,0,0,123f7466a761b3431dac665236b1bf47ab65ee120b60ae898b25dc6b91371277
3467,3466,1,1,3466,da419e54b9ab9757c11562b74a7992a4214a4b98aeddda1e349ed4e59428a426
3468,0,0,0,0,091e999d26226bdbbf34e26c51e87655441aefd38bda731ef23ced2cc7fbef4c
3469,3468,1,1,3468,2ff9cf1cb78458e0a713c0eefdcc1e36e5a8ee1649f9ba7eb4f12d6ba803419c
3470,0,0,0,0,1c838777062f13936a322efec4cf1ae8c4071b412cb79a46d39cb1c3ad59df70
3471,0,0,0,0,73b0dc1178c34fe26e45cdf1964d6171b0eb243ed8cf373f4e27428c046be0e3
3472,0,0,0,0,a1cfa32c0188e12f24b974b1dbe6da56acbce7327c11bc4cb582f318ddd2ab84
3473,0,0,0,0,648dc57a5193dfcc376c26d3d7580a999fcc0bfdbaa1f928a464989be070b61c
3474,0,0,0,0,492dba850058d59aa25bde1985a44ce82565acc32b142efcc8a17aac0144c9d4
3475,0,0,0,0,e225ad71a9d95b32b4416af2ec34d1374a90fc200672453b096e0ae3d40df0cc
3476,0,0,0,0,52fc0efe66fef439caf948b4a64885c93ab2d61d3daa8ffa52b0a1398e8ed048
3477,0,0,0,0,b64f6cd7857d203cb20b2e2a60d238c23bd811c1831a1fb94a21b3ccc18ec496
3478,0,0,0,0,d5edea57bf23c23d81a84f228ca0f6f8cda4aa65b6887396beb6be12db853ec0
3479,0,0,0,0,857fe6a3b0494d07df4094db7cc1986a94c56ad11621cde5b70d3b7a6e7d63b8
3480,0,0,0,0,e768cef257e7f70918ce739699fc800a625494553827d91eb1e0fed9203a8ac7
3481,0,0,0,0,42e2e217eb23519dc89d3cf044ea36149f316dfa3acfc7b8743be9c7ab34c187
3482,0,0,0,0,440aa4a52d12ce2d72f2fe749db33aad2d780f885ceb7a2b770336830b0cf0e1
3483,0,0,0,0,523fc45d9d48fbcd54d4b4a3cc248c0f09e2bd6e6d6c8aef8b0b482bfef3bb11
3484,0,0,0,0,92897c2371ae779df41e92710b47297085403c89c8be814f87c5f512277025a9
3485,0,0,0,0,2518051e777b06eaa342558af3e1d363ff4e424fe23db3d8a3a4497d8e8d0f36
3486,0,0,0,0,4fcf67d88f0e173933fd3dd70cdd136f37bf394216ad4b07f0758b48a0a988b2
3487,0,0,0,0,405f915f47a075f63ee58f01fe35e90731d1411182f488e2f780858d27f593a6
3488,0,0,0,0,2f774899893b1f63c83a95445c309cdc933739eff3d83174633afa90ab2eafa8
3489,0,0,0,0,b2308ce660ec7f8881d4ea5dd2db1f509f740ca08c5921936aba47504aa77120
3490,0,0,0,0,c55b4ccee43450b9ca28ac901428fc03cb82ee66e197f5b3734e165e12b8d868
3491,3490,1,1,3490,e50b8d37aa322164e46c301a8bb6f8f2f4d8e5fef31fa20aab91d1150aacb594
3492,0,0,0,0,676310a4e89df4f4534efb7bdca10368d512df97e2fabae791bf5a0c93b03785
3493,0,0,0,0,c51e17227944e10b56f54c49854e87d581087a405f4c62f9ab5cc5ccd2e56ddc
3494,0,0,0,0,153d749bc2da4bce07c9c517d8a5b5606507b2ac8538dd4584b2833361f74fad
3495,0,0,0,0,fe8310736e9b3846daf21abf06edd1cbcb2d2fab6fb2e98443afdda1d8781550
3496,0,0,0,0,5fd08279a07b9be35262b62261bbf54167ec6a97c1d645b5c201c21454ca5024
3497,0,0,0,0,415d4cf56715c70320f98ae2d7d59d5b8d225a2061fdf34d0e5ec01d9e549c91
3498,0,0,0,0,0cb5d02460df2bc8a4cf3c7621876bd3a4c0dd2b023dd82856a8a2c5a65e84b8
3499,3498,1,1,3498,1023e48bd7df9a54c8525d7825f7417cde4b442022723789d64881b293cc6fe0
3500,0,0,0,0,3bda9b6cffe0495b852eed239220f9dd8058417e0e174f5d48ecbf921bbcfc0c
3501,0,0,0,0,291aff0e66f526ff3a4b951e05f58f35b04fd026ce2de8baebf3262da5d088ff
3502,0,0,0,0,e1b0576d2a430b0da193fce23821e6a2e076b6498b78f99c93aaa1fac41e912d
3503,0,0,0,0,58af192c54d81003b7fd597afe5c59f5105d8c8e5e444a6e6122643b0b7cf948
3504,0,0,0,0,ff7b2641b9f0cc44a6c2ef37f9af515cbacf6cb72f0f30c3f2d73b6cf5dc8c0c
3505,0,0,0,0,5d7489f7c564e8d219fcd40af3b4695e994282b008bf7b9a6e642c0eee99e3f5
3506,0,0,0,0,f74c83596487542a3a0bb76a0fac2810525777bd936e5aeec023c6959c5b4130
3507,0,0,0,0,50aa885ed45658aef387cf2ce9bbe2120c11af8627c3a7b97cd3d2aa280ef79a
3508,0,0,0,0,29a006d7c092257bb9be9b18078a8489e3bb7831faff7defe6029c3ae80e4ffd
3509,0,0,0,0,6ffe1206e733d87b20d99f59b9bd2bce6314353f2dae2af94a1d1dbe537bd686
3510,0,0,0,0,54a862f3ff18da8c9be989cb3c97e01e3f3063b545379badf8750a4e5f612750
3511,3510,1,1,3510,2bb7d2a18957ba55347bb30a184db5f125d85cc07c8a6e77b57985d6595fd33f
3512,0,0,0,0,b16e0acf51594ca1101c8aea02cc0658b506325d8258b525a6bc40c749afdade
3513,0,0,0,0,39350572fad436f32532fe4a4d6483525ec110f3cc7bf637264cd726955b4791
3514,0,0,0,0,e8f8d6c6f159c93bce37362fc24f1558c448ddb2dcd3f5394fd34950afc748e9
3515,0,0,0,0,2bd5a351ea5a42ad789a60933a1d040ca3e5657fb179261db3f972030cfe8216
3516,0,0,0,0,35b1f9c2b88cc88ac0e17bde7cac2d3f72e50bf5edcd2e60f5d1beb622d9f288
3517,3516,1,1,3516,e72bbc9fed1d0b0debb3d32c722e3fe0df53b59404a34edc11678288d2583dd0
3518,0,0,0,0,a1991798f681497414ee7844e543c0b46c36db48f9667812ca6cc178b9c3c9b9
3519,0,0,0,0,41fdf09ba03b0639fb1fa842f49e79e17e38632803e511f473d5c0c3a7835bed
3520,0,0,0,0,6048ac2466cf32fac5cd2ae13496035fe6cda135359126ea73ea7b1e3ea66bfa
3521,0,0,0,0,3676b4ef5b6b2c528e4c81027eb87951bfe5fddff33f7ce2dd8ec4e73ba36714
3522,0,0,0,0,368ebd9bd759d1927a68b45f28117d70c30e3344c6ebffadeb469edaaf6e9b20
3523,0,0,0,0,e87427d8eed18223709a5eb08cd02382f78626ea3aa1445442cd6b5bdb45a09d
3524,0,0,0,0,8cda2feafae7d3866a22b1f3805735c04d8df23d22c7e9e10472953635882d7d
3525,0,0,0,0,307bb1b398ad872a20b82f71a7600cd31645c442019192fe36eb3d87519ff040
3526,0,0,0,0,369db7cc84376e77a08a7b0a83f09bb2d555d41c6e0315bc95a529dfcbcff126
3527,3526,1,1,3526,7074304db71a5a97dd47f6a1f2c63a32cb54d7e1e159e0a027e881f2bf9c52e2
3528,0,0,0,0,a5b1e9fbfba33848a6c9baa183023257af001b20e2467a4453f497b5f4db30db
3529,3528,1,1,3528,43e474addcc6ae5ebe21b3b86c1f0a6e1a4cbcc8357979882ff9f4eebc582fef
3530,0,0,0,0,3354c3547aad2e4a010cc17ac49da17d3952191c07e512ffb9c8bb66e0e2bd2b
3531,0,0,0,0,7f42b9206117860672da871aae1ae339ad7dd3dbe576b4cd826deb41a93cf304
3532,0,0,0,0,51c11b138f02ef24e64fb8a9f5c012a54fe01a4aacdadc92f4481706a4b3f6b3
3533,3532,1,1,3532,23e74504bc826ab1620e7e116d04e1442845bb69160f4bcf202d9d21476d3691
3534,0,0,0,0,3787a02857b43697a9959f149ec94cd39e987bd917433f320ccc65d6d7aeac16
3535,0,0,0,0,5f2a89361bf439b7680424baddbdd39ead8307665e1ccebea7af9f58bfa0a083
3536,0,0,0,0,b3fea410e47ec33ef3bb45c00cd7836e7d59520f73c04bdf1bec59c70e0b94d9
3537,0,0,0,0,a9a80aedb9a9f7c07cc1300962fbcfa11a5168bf6cff53b73b9cda9815aff248
3538,0,0,0,0,829e2922ad6b4023b0dd5dd237830175587e8ef86f165694938357ba1341c7fa
3539,3538,1,1,3538,2e5f789931ed447ac3faed6d6b015c0c9ca14d2531c1aa8b98fc7e4955424aad
3540,0,0,0,0,80c9806c19dca0cc3fac1d290eaba2732a7e1430448b6c2c6124bdcd1e187122
3541,3540,1,1,3540,576bbad42e08e0d8c7c176ef5cb4c27e40be37ce4987815cbe1e6f4332c91171
3542,0,0,0,0,54ae4a6d3d4d0064ba8313b48dc5e54374274d023fdbcd8aaf9799a6d7957bbc
3543,0,0,0,0,6a4115261170ff1dda779e6db3eee1ff6e0072c5204a26a463b9f73edc43a6aa
3544,0,0,0,0,ca79d9095dc6ef6f10ec3bc96ae06eef582fbe7618f9ce30e21b09d600a63da2
3545,0,0,0,0,b5c5865a3fa5c220791440da8fe96139c64591a77f12351683b615f8513ca498
3546,0,0,0,0,129ca5d852568d45afb6e0072d45ff386b71007f32fa17495b8e25ef3c22823f
3547,3546,1,1,3546,7dfb2920af90fa27f4b734870eaa1b95b29d6c9ca452e380cc460274db346750
3548,0,0,0,0,1a4d979143f52a1a5143942d0c785f880162dbb3ab34ea867f903236a802b5da
3549,0,0,0,0,4c28e1c480ded020250d05342228e5583bbbf2d81372472b12028178626d9e4e
3550,0,0,0,0,cfb7500ce2d60a64f0e722c00e50184da9c4e7245f9bbe9599a0bf21faeb71c8
3551,0,0,0,0,b2f895091a33389d05e08b8d8db2bd0198c28fdde6a28ae1d6d2836cbbd99116
3552,0,0,0,0,f441f8f20b409091f7366204b3255453764a2f49bd0ab6e1f8044048271165db
3553,0,0,0,0,19293a9a0c7404252018f7f2ade6fb3610a1231fbecaaad3f67378b642116b1c
3554,0,0,0,0,706946d6ce6b43a1be8f45dd552073d3cf8c53e14997c234e127748aab2e60f4
3555,0,0,0,0,4acc8ca252bb394589e27b990901c6e5ed6a2089e3baa3ff37549c251efe6707
3556,0,0,0,0,550a9fb3b7aa422bbeadf24962d1771abd895f22e8fc96a11e2b3c3fb7177f20
3557,3556,1,1,3556,ba51f746e2f315f7fccac0f61005444b6cfcbf2efaa75d499c94da941d7f2756
3558,0,0,0,0,2ac4bfe9daf149c9811eb75d1e43adb9943a24b01a8cc90e73d59088a8c5a874
3559,3558,1,1,3558,c21a03d2b3bdb62e8308177563822c4f79ef69b044b7c52174f530552adff79f
3560,0,0,0,0,cddb75062e0b10940efe5e608dea3b15aad6583aa98605508ae3d95133943291
3561,0,0,0,0,5c4cdee3e4152a0e2d330e071381a161edf9e8e12420587231ac17b132dca55c
3562,0,0,0,0,1bc2c446e4e46eb606fbb6c07ae42c2965b6e093e966a99d58126cf15f64b2df
3563,0,0,0,0,a7aef1e0519021b4560f48b24c03bd288e7d130b95df7d133271393173b1d978
3564,0,0,0,0,98bdd060c378d2d55e6569839c9f69ef5138ec5939870c1092fb5b6803e4aca7
3565,0,0,0,0,806b3c4580a7b1e7c3720ff498d8c794d2e8e5f3a1c04536a3eaca7bd3323d17
3566,0,0,0,0,156ac70b87d1d317a45ce611cf49f4c2ef9ec09299c1985289e7b50114600b93
3567,0,0,0,0,8beb768a3624fd9d77890c9b4e146e3e5e543d22228dd0a1912c1a3083a954a2
3568,0,0,0,0,e524d30fe2269ee3584d485e070e1fd4875cfac716714de1a844f32924cb6f8a
3569,0,0,0,0,a9c9ef1ffc00d2f0e54e1ad7e3255ae2e80b45e96043f0a75c7545cbc3c8af47
3570,0,0,0,0,480ef1f03fea9784be3bfe63e57f7a2e5680481f9bc8e85fd6177aad3dea6a8b
3571,3570,1,1,3570,7274da12e04e46f2730f4a2ee9575921f30d0ecd85ab5c267ac0e41475149c30
3572,0,0,0,0,6825740bb051c2e8b2699aa8d2babc24bd06a569c84c92039057927e49596fe8
3573,0,0,0,0,2af87f7a1e0c40be6bd995be138b24acb240d2059c1807c0d79ab6a4160b8427
3574,0,0,0,0,12f784de03f6d78c9a853d00aabc5fd9bf8f6a1d3c153a0935fc7ac7b2292aba
3575,0,0,0,0,63f1eea33eba20c8ccab06d65f3c20029b53ebdf14f83483d17a58c3143f3c2c
3576,0,0,0,0,53841633c4247add29caf54e4168eaac559b9eb891c8d05622ea655d961b9e67
3577,0,0,0,0,d43774b63e0f1e6d0ee23dd27dd1f8dce9bdf6d2739429368adf5666ab1abe85
3578,0,0,0,0,421de8d9f0b8e57497a45a5e20f32bbe1a134e72b7e70f1c957feef40a4cbb52
3579,0,0,0,0,f179874e20e95fbbe5bd7129032d94b1542e823c83fe35b50ba315cb766c3d37
3580,0,0,0,0,ec7160598ec28020709baa8935d63f99b00de449861aa03d6f0e589d3a42d09e
3581,3580,1,1,3580,fa357de9fe7ffd104c47c39ec10f7753a857dccf9fcf48295bf42435ce3da5bb
3582,0,0,0,0,2d13f3bdf0439fdd8dde3a536c6544ecae763c41999ce48a3387146d24ddd48e
3583,3582,1,1,3582,7e1c4c62551364c024b1a67d40cac1d25ef513ea463ffdbdf892d69782c1c7d9
3584,0,0,0,0,b54046bd2e16577a608720a0b359ea418e3085c17e6f687001f2a26d2d0f95f7
3585,0,0,0,0,f93b3db378501c8c531a98a1859311605b9d5f21c7a61d31802af8bd68bb4038
3586,0,0,0,0,da720730cf3e68dcaf05ac9b4d6156d6bbc379bafda35f7d968bd7e6da868a88
3587,0,0,0,0,04444fe3d190588bb1cbf8483bb05ca89c70bac3ab7a7f503b58b82588dcdf2a
3588,0,0,0,0,85ca4fb0b753c7a5f0fdab55e6119785b6126248b41ceed20800e089e2908cac
3589,0,0,0,0,7aa90932fd0a9461e0cd9c97fa4d26054e30b9033c591bcde9685eb57271c967
3590,0,0,0,0,789aaf56785b051005797dec60253dd4908a1b15ba97ac44d6ee9790ba9551b6
3591,0,0,0,0,1a543c1c46dfb1cd24a57edf295bf729256c6ce5ab8ff56fd7e6a3e09b68dd53
3592,0,0,0,0,ef95cff8f322682f2c44c1081bc35fb24509594938c5685d26715fc512ef41f9
3593,3592,1,1,3592,0e1b38b1d96b3dbab117c294947de4db58ac72082b4d78a7738d98881e57da3f
3594,0,0,0,0,9b980278f3cdf5384fa0502b0807ab65018d680c23ebe81c18026a7734e54fca
3595,0,0,0,0,92e2b9824e1c0bf4a33d489326b649b16eff9bc8eeb4e3ecc292ad6628f2e959
3596,0,0,0,0,522fcbafd4f60c45e02e125f8baa9b72a41fe7e5c365a6c028856bc13a72aa06
3597,0,0,0,0,06630d999c379b7ab67ba71a3fa8731dea284787309571365f32967836231161
3598,0,0,0,0,8c559fb536b7daaf3be452adbcb66d529d709b5c74693c637265202883f532d9
3599,0,0,0,0,db742233fb2bdf4b05ae2b877d04ec5f0d437d9af77d62c188e5ded8a297884f
3600,0,0,0,0,7655826295ff30d73001880313d9bcff8c82973cd120954574bc8e944636f9e6
3601,0,0,0,0,dc5cd81c83b30e7ff35139467754935c43f93f109c16525c0dec3ee4b25c1a3b
3602,0,0,0,0,47afbcad76a0ca3f93055730f595cce99b21d32a7753a4c1a67b9124b9c87daf
3603,0,0,0,0,e736f5d318154f4f2c2943fda02855eb3476273dc6af86a631bc1f70f85a7d0e
3604,0,0,0,0,6b4adf1b2854a2aa2dc2dbebf0e992c83695cdc89364efd8b2c3d06e3687dc40
3605,0,0,0,0,4f5241a17b49e110bc89204cc26a53c98304c67d328763af458ac7b9e1a8f0da
3606,0,0,0,0,b5a97ecbb43dba47d4117ead56d1397219103c0182408d8dcb15f50092a4d9ce
3607,3606,1,1,3606,563ea6554513f1c26c884f60d5577a8affbf487239cdcab418d95b156da96a8f
3608,0,0,0,0,587e644e2135091d5873d452cee59fbf044f32c2b9396b7e28f2203f5a9cf5ab
3609,0,0,0,0,0354f0f2ce6ee4384c3fc451c8c0cdda0d5b67f15724af5447a18ffbb5002970
3610,0,0,0,0,854a5922d3b4053e9eb690e8e4e6d94ccc807c8730faf97f7f2b8018c0192ebd
3611,0,0,0,0,66d50698a098567629cc972ca1a93eec086eb8150598e2555d4fca4256551983
3612,0,0,0,0,2ef8d89abf23e2d4c5a357160d2d3632e9a2793e4db854a7d47f562454688b94
3613,3612,1,1,3612,693e6f5ada7f9ab83019b1628b0fd7656af2b101124c0a7696f38e4acb8416f9
3614,0,0,0,0,a932122dc07c447fd1fae257b1a0810ab48f97fc864d1bd4efb60c5f8a58f7ac
3615,0,0,0,0,2d2e6bbe9fdb0c256b39c1a4a4113803dad478263c8c481cc8e16a59f5a46edc
3616,0,0,0,0,9906999c34f2ff1cbb961162f3359c901c3d06a2c65c9ef1b60d83eb3da6245c
3617,3616,1,1,3616,72206d1a30432bd0c0e4927b8fb58a8e57b775ca4a445a66f1b002c8d1fe0697
3618,0,0,0,0,ff23620f11692a85a07d92453616dce3e51317a254405921ed85dbfc2146fe50
3619,0,0,0,0,b43366df7ffca047b92f8363b57bdfa4c53cd390a35b7cd3da10939db0b0548d
3620,0,0,0,0,d2986b377dc669631f40d1bdb3a2da0717fb7753c57f7f963e60cc085cfa8a15
3621,0,0,0,0,1ff20f3c9b44d265a878e25fd2b706e1cb5ce5ec9fa077efe8869559ef0bd105
3622,0,0,0,0,a5742a5d9a5899e6d028e435e8ec7f4b940d1c19cfdf9be2208ba3ccda064411
3623,3622,1,1,3622,ec3b67beee90380a3b0c561f15828c7e2a3207edd416e4c4e156adcb0222f51d
3624,0,0,0,0,807ffd59c85379e83cccb9e94b183935ccc15f9aebf12ad3b61ef9ffa6db8d89
3625,0,0,0,0,7916a02217149d04a4cb0ebec7069f5a2aa211bceea90347a4940013f39e5ec2
3626,0,0,0,0,0c585d789a9882c62f93471fbbf54b4017c65d8df8182fbdc43708a27c82ce27
3627,0,0,0,0,5fe912e5d51412e97b3b3f0219f2cbe11f5f7bec26735382815cd39a1b494ec7
3628,0,0,0,0,aa8ff959ee0e06d86709f45fc2957fc7e5e62f7f5189e8b18be722572b2eb33f
3629,0,0,0,0,a1cc9aeec5f85f16a774e147eb51be2b4ff86106c75031e60adc38eff9fdf96f
3630,0,0,0,0,96fda36b38bc1e6358ed3a345a11d30a30b86e47283b54796f6a90aaca65f570
3631,3630,1,1,3630,6b1d55dce3bc947265b89267d707b350c2b8653ad669b3ca7027b9c7e4dc06e2
3632,0,0,0,0,380bd29bbda2f7ccc0f7c3cab9c7c8d5ad279927494fd9357f9543aa4bd82c4c
3633,0,0,0,0,d66dacd433eef4e6f5bf7493bc11fe4743e6f5ccbf283d157f820ecaa7061e96
3634,0,0,0,0,fc3f7bd2fa8c37d81db0a1f5a79370f1b7b1308787a96d7b6231d37a9fca6fc0
3635,0,0,0,0,02d6669e92119bf1c1e0e3ec78f5826e63f0bc8239a9a0fac5be4dec0dccf901
3636,0,0,0,0,329daab24195a6dd5f83fc1b091561443a1a05dbf87f93023c5efd42a0fec437
3637,3636,1,1,3636,3a6f9580d401d7d19ee0ed42aab26cbce4310da9772f5c83eb4f614a6a7fcec4
3638,0,0,0,0,069ac55ddb625724e164268d9d48a32de247a7c6c0180da861714db237262b67
3639,0,0,0,0,5a83829e52a1c56157147d075a21d3d92a4e85330539c5473abae1a45393d19d
3640,0,0,0,0,367da01c60118e08600cd70d2f4e8639a7bf3930392a5a80d9d962dd48576d01
3641,0,0,0,0,d95b99bcffcb238b86f8c7a8094707c3c526bb36798964d3779c058cc27b7d60
3642,0,0,0,0,36560a597ff971086a56c0723c862973a7dfde0964bdf58bd44e29f8aebc8e5c
3643,3642,1,1,3642,a4b945efe783c7cbd7eeed95653a978c75e1ea436312bc4e41d159926e6db452
3644,0,0,0,0,b99c38b824cc91236f342e66924c6e1719c697a8520e694910944d53bfdae166
3645,0,0,0,0,9a476dc5f2e1b1f6ad11dd8001ee64f7f93b9090db39711b6ee3926af986b919
3646,0,0,0,0,19483838fc70ab6249fa464dd010ba2b37b06f39b607404bae08aa14aae1b082
3647,0,0,0,0,669b855af199201f7a7f64ccdc34a84730f341f8e16e8db1d51b23f40b618192
3648,0,0,0,0,f50beb33669984ff2a10876b441cfcb95b350d5906b9a2e2714c45127bc083e2
3649,0,0,0,0,de12fe2ed7131eb2882a5aee45fb21a1fd1edc32c933154762a4e8b9d21d7099
3650,0,0,0,0,2c4289b78e84a8dbbe977afc7b0d23a170df56f6bf5c8d9fb889db699ddda65c
3651,0,0,0,0,e8dfc38ecd07f8bb7f2bc598111813e7ef5df09d3e09cecf80bf75c1c435fc65
3652,0,0,0,0,d2c646bf8f7cd62d91295269480b600fce514479c22aa0b0a31c107c27ec0456
3653,0,0,0,0,3c81f4d5e9e5cc972190f570ea3cc47b91b5afd4e9485d66aab8fd41277e77e4
3654,0,0,0,0,4478ee8abecc804dff55a1b3ceb6a5c50a1aaf96b1446a039be3d7da2c9e0d20
3655,0,0,0,0,101fefdf39b5159f6f0faca67b2f04709508f302aae152f753d8ffe65ed43da9
3656,0,0,0,0,de0c1df62bd1135bb8261917b169f19a45553b58d7d8975df52d3a5d4ad65ed9
3657,0,0,0,0,17abd579b2cc4aad1051d0ef658b92e261f4cd7248d37b05c7dc170ce503c5ca
3658,0,0,0,0,87bffae0665554b5e11723a481511bb2806749ad280a79afd5702ce31551b993
3659,3658,1,1,3658,fa6cffcc25e134009afaafe176fb25e2fd75909fa30cb2b38662262e66003e5f
3660,0,0,0,0,4dc2577c214eda276d6c1eea529a8eb5f4e372881987cc5f4c57c79ec262f95d
3661,0,0,0,0,2f997877e7620f8e185f04f87f6a1bb194c744071eedb43dbe86518a2970532f
3662,0,0,0,0,f228205497b9b293702395f86550334be6380e9d585acad22c187787de257fd6
3663,0,0,0,0,6b298b5307b3121a8df399e45946a96af6a30dcec8c54e4662b6106cf97f817e
3664,0,0,0,0,28592d7920a14bbc287a2af5b669db48a3cdcf19e351436245f9c91a341c6a6c
3665,0,0,0,0,1d999a8138707640fd58220ad803e4baa155f53524666772b3ad57e63d389d5f
3666,0,0,0,0,0b4bac0269e0cd159db0e7afc56b6a5fef2a20a25a9d2d96b307ddacb4f730c3
3667,0,0,0,0,91c391e53cf5e24cd7542cbb6618eb3104c4ab1c375bbda76549dc733e26644d
3668,0,0,0,0,83c1727c41cf96218eefb913f7a9ddf0a2459b6ad6c5eae5130866364c6cb9c5
3669,0,0,0,0,f20d97263fa812e42260611ff6148813eec358c4201fa62ec7b474d8cef9fe76
3670,0,0,0,0,24c7bcb767964a3a82a613b8e571f7d8142beece5ff4966d706559b6191db7f1
3671,3670,1,1,3670,349fd665aca0b9d5da8c987021f17d6ac093d7cf1189a0ada75cfe453bf4ed28
3672,0,0,0,0,c5106e6ca7c6eb5b0bca92f498acfc336073c5baee5094603b2535183ad16a0f
3673,3672,1,1,3672,b7c1460da01675462c9e865e96ae94a6ebbf683282dd225dcf3e9666b8fda507
3674,0,0,0,0,60edc32c919f4e03216dbd02cce851f0531e79f546cde50f7e16954e924fd2ea
3675,0,0,0,0,fb2f9bd6f24ed7a3a0566f3306f0116514f39e38018906fe5b2a180a17a181e1
3676,0,0,0,0,2833777368847275fcf6d6a870ebd2c781278a0bf2703f8832130fafff9919b6
3677,3676,1,1,3676,cddc18ae099357bee63258bd4b85acbfd7834806f719a24dbc7dd6a1ac08f7ae
3678,0,0,0,0,8485db91e69e7c44163384776ba3880121383fe577970102da763baecafa0a15
3679,0,0,0,0,07841343403bbac8baeacb4405e8a9301765fb00b35b053bfdd4f33d7c3df51e
3680,0,0,0,0,7663fc59d6a6270165b5c918de91e5049c033742147dea39b23454df7f49187c
3681,0,0,0,0,1e8318c798330cf4ec4c1f5cfa1314940187aa18d82110043c5db525490935fe
3682,0,0,0,0,d9759dc102ac55bcb54b5294e3094d2a54774e6429a4a99212d524274ea8de5f
3683,0,0,0,0,a8e947740fa2d90fa945f2bc862d016c03e8170d44e80686a4d3d0b2626b4502
3684,0,0,0,0,d0ecc849156216454aefd738354970ae29c4c61ab2ba94cdd378f1e43483d466
3685,0,0,0,0,f38c8ef41d20281b333d16a588c973e1833e48b701ea7fa5c3fbe9cc1546e91d
3686,0,0,0,0,c82d5416b4e11b2f618c04dfa27ffaec4c9e65a801872383e95bcd8506d36415
3687,0,0,0,0,c242d3fd29e6ac0c3a456c2966d9467b8a7a18bc8b16520cdbf8be3b2b8afd4c
3688,0,0,0,0,19106ffbedcc56a22128871a126ec967dfb0edc81bf78ea055b2680d00a498b0
3689,0,0,0,0,923635004a2f587f9d00230362b3b0cac90717f81acac051e2391d4f1a97da7c
3690,0,0,0,0,e8113bda4909b28fc4ac6669b8e8492d714f0c05948fe625536a80dd8b853ba2
3691,3690,1,1,3690,00e428a702d9157ca92f54b191e3e21ad9d2499cf378ffc1e5ecb74b42465b09
3692,0,0,0,0,de073efc1730d82d5bf81fb92a6c9e5cf8b1992cd6ca898eb29d830a27bba3e7
3693,0,0,0,0,b26314df083b926458cabd2d3ec5140d86277acdf0e67051b71a32d540959f01
3694,0,0,0,0,d61387e5ecb885b5ed1372e765fbc78fa6ba8c9e209617b3813dfb0a18315591
3695,0,0,0,0,6574b50fe879c1d51b564a2560ea00555d332e902d357b0723518ab802165455
3696,0,0,0,0,cb1a46f39e30a159a5b79db97d0bc118f737a0639d7b3457c51707ec9aa120f0
3697,3696,1,1,3696,ecc3fbcfd685992203682340eb79f5d63383ed568f402f9e68bb4f2955018604
3698,0,0,0,0,8362f85a51eefb6f99ebe8bd9271b65cec760f6b2dd5ad68cfbb36421c459e1f
3699,0,0,0,0,0e1761b13b99a8c003b8c02fc3ceb66ee53dfaf2a7085d40a1ede920aa4a5e53
3700,0,0,0,0,bb2b7588788ebebd2d93e74e4aad9f355b3b4fed5889e2595361cf2571f57892
3701,3700,1,1,3700,cbce9556b2907d8ab2b51ab736b7e069d5c49116e528f409b10ed2a9d7f48a0f
3702,0,0,0,0,abafc802861ae8b618e07be190a23d09a4c77ef3e00ce3207b49bfb6aa163bc0
3703,0,0,0,0,93c29c2977ac55b41e30037bb45027e7ceabea7d5c4bdbff1ba601d117e405a4
3704,0,0,0,0,1ad755ae2cc4b1b8cc2cdc449b81247ecb189084fd450ea87777059e57205b03
3705,0,0,0,0,33db852c9d884a2bb829b39f9bf09169d3a8a4cd07229b8e79c6ffbcdb36a718
3706,0,0,0,0,bf684629f6d8d01c1a9e1566c684cd865294d5372aab1320dec88d16dae22e95
3707,0,0,0,0,baa30fda2398b32a3e24453d4215c2078bb230bba35a80309565c220d60eac08
3708,0,0,0,0,6c3d281d08ca8ee57b99d66ad711d573afa9c8ae51108e298a517883b3819508
3709,3708,1,1,3708,401316d087953fb2eb67831d968c11c482ffba2dc957b49b90c4ab819c4e2af4
3710,0,0,0,0,ceecb7a468b14c7e33cabdc8e94a77f4fc04586d292cd80106234d621de2cb20
3711,0,0,0,0,42025f7c3c80625010129f49451937d90613c785a3dcafcfe0235d8bb0b7f09e
3712,0,0,0,0,7d940c1dbc546be04a8d38e7e84e45abb8c5a8793f0418fa03fa096e6afd59c1
3713,0,0,0,0,50c9c76203d6dd1cc3574b28a39f51fc9e8f4e94a02f32143fe70e31f093a8ae
3714,0,0,0,0,c3e42bdf1c57b018fdf7ad0a0b69867303038123a0f513aedb085e80fd69ce06
3715,0,0,0,0,097d5ab76c5ba7c47e10425e7d0e0a933d541acf2de7bfcecddc9381278b7d0e
3716,0,0,0,0,92b2b08a90e521cddb337b6d911908f8fc0373b8831bcf99ddcd97e4dfb7570c
