N,anchor,index,gap,target,diagnostic_prediction,relative_error_percent,shape_ratio_to_N250,log_raw_gap_ratio,log_first_gap_ratio,log_original_prediction_ratio
250,1,69,0.8687623294203561,179.9164,184.31912825932386,2.4470966845289537,1.0,0.0,0.0,0.0
250,1,70,0.8781158904934436,182.207,186.3036068269686,2.2483257103012564,1.0,0.0,0.0,0.0
250,1,71,0.8802570884304242,184.8744,186.75788957359535,1.0187941508371852,1.0,0.0,0.0,0.0
250,1,72,0.8806747017555363,185.9589,186.8464916243835,0.47730526712273713,1.0,0.0,0.0,0.0
250,1,73,0.8820052396328979,187.2289,187.12878238834298,-0.05347337492076617,1.0,0.0,0.0,0.0
250,1,74,0.8822943888009558,189.4161,187.19012911205382,-1.1751751239446782,1.0,0.0,0.0,0.0
250,1,75,0.8846639436597084,192.0266,187.69286072360902,-2.256843206301099,1.0,0.0,0.0,0.0
250,1,76,0.8866958532251132,193.0797,188.1239565332617,-2.5666828085698867,1.0,0.0,0.0,0.0
250,1,77,0.8909919244594402,195.2658,189.03542343051933,-3.190715716464779,1.0,0.0,0.0,0.0
250,1,78,0.8947676485501859,196.8764,189.8364919729575,-3.5758008715328433,1.0,0.0,0.0,0.0
250,1,79,0.8977796803217313,198.0153,190.4755333443658,-3.80766872844381,1.0,0.0,0.0,0.0
250,1,80,0.9022304120266025,201.2647,191.41981345433024,-4.891511797980354,1.0,0.0,0.0,0.0
250,1,81,0.9145839715654454,202.4935,194.0407803724267,-4.174316522541867,1.0,0.0,0.0,0.0
250,1,82,0.9174748456758302,204.1896,194.6541165840567,-4.669916301292183,1.0,0.0,0.0,0.0
250,1,83,0.9324199818797272,205.3946,197.82491990221752,-3.6854328681389292,1.0,0.0,0.0,0.0
250,1,84,0.9518060384925544,207.9062,201.93792173742173,-2.870659106163395,1.0,0.0,0.0,0.0
250,1,85,0.9542509010716032,209.5765,202.45663085270388,-3.3972650308102903,1.0,0.0,0.0,0.0
250,1,86,0.9672858215468292,211.3289,205.22215727755048,-2.889686513510232,1.0,0.0,0.0,0.0
250,1,87,0.9733937032150024,213.3479,206.51802311618547,-3.2012862014646193,1.0,0.0,0.0,0.0
250,1,88,1.0062611372007915,214.547,213.49127296280753,-0.4920726168123855,1.0,0.0,0.0,0.0
250,1,89,1.0081347586611216,216.1695,213.88878591032034,-1.055058224994582,1.0,0.0,0.0,0.0
250,1,90,1.0160706474000438,219.0675,215.57248701565845,-1.5954046055857407,1.0,0.0,0.0,0.0
250,1,91,1.02491827864905,220.7149,217.44962604868357,-1.4794080287812152,1.0,0.0,0.0,0.0
250,1,92,1.036396156440965,221.3952,219.8848057948914,-0.6822163285873327,1.0,0.0,0.0,0.0
250,1,93,1.039826477299787,224.007,220.61259258874298,-1.5153130979197171,1.0,0.0,0.0,0.0
250,1,94,1.0406856685329586,224.9833,220.7948810855427,-1.8616576939076435,1.0,0.0,0.0,0.0
250,1,95,1.0778189728216159,227.4214,228.6731903124634,0.5504276697194656,1.0,0.0,0.0,0.0
250,1,96,1.0800039377681578,229.3374,229.1367587944123,-0.0874873464108841,1.0,0.0,0.0,0.0
250,1,97,1.0816129458276844,231.2882,229.4781305975521,-0.7826034369448506,1.0,0.0,0.0,0.0
250,1,98,1.0822839252993433,231.9872,229.62048754272325,-1.0201909662588056,1.0,0.0,0.0,0.0
250,1,99,1.0837071762603312,233.6934,229.92244858262995,-1.6136319713650633,1.0,0.0,0.0,0.0
250,1,100,1.0965093671575765,236.5242,232.6385984271612,-1.6427923962278677,1.0,0.0,0.0,0.0
250,10,1,0.06662192369085673,14.1347,14.906882063899909,5.463024074794006,1.0,0.0,0.0,0.0
250,10,2,0.07909808467084822,21.022,17.6984655252536,-15.809792002408901,1.0,0.0,0.0,0.0
250,10,3,0.11826221401469539,25.0108,26.461572696597177,5.800584933697351,1.0,0.0,0.0,0.0
250,10,4,0.13953910585522067,30.4248,31.222349626798515,2.6213800149828876,1.0,0.0,0.0,0.0
250,10,5,0.1679782728708581,32.935,37.58570999244706,14.120874426740714,1.0,0.0,0.0,0.0
250,10,6,0.17307233751090045,37.5861,38.72552428492171,3.0315044256299783,1.0,0.0,0.0,0.0
250,10,7,0.1931323331051722,40.9187,43.21401654032021,5.609456166301001,1.0,0.0,0.0,0.0
250,10,8,0.19758536183830522,43.327,44.21039686791321,2.03890615069867,1.0,0.0,0.0,0.0
250,10,9,0.20349937948756747,48.0051,45.5336784355614,-5.1482479245717645,1.0,0.0,0.0,0.0
250,10,10,0.22244935535073473,49.7738,49.7738,0.0,1.0,0.0,0.0,0.0
250,10,11,0.25392126529117753,52.9703,56.815746912022995,7.259628342718454,1.0,0.0,0.0,0.0
250,10,12,0.25634998824017785,56.4462,57.35918193402318,1.6174373722645263,1.0,0.0,0.0,0.0
250,10,13,0.2766165886487304,59.347,61.89390271945646,4.291544171493861,1.0,0.0,0.0,0.0
250,10,14,0.2905053664667001,60.8317,65.0015640038243,6.854755010667631,1.0,0.0,0.0,0.0
250,10,15,0.2914217963977901,65.1125,65.20661831846668,0.14454723511873152,1.0,0.0,0.0,0.0
250,10,16,0.31227755512277966,67.0798,69.87316528143346,4.164242113771138,1.0,0.0,0.0,0.0
250,10,17,0.31550566469091024,69.5464,70.59546577886076,1.5084400901567163,1.0,0.0,0.0,0.0
250,10,18,0.3265148517015035,72.0671,73.05880882413003,1.376090926553211,1.0,0.0,0.0,0.0
250,10,19,0.3363374407721178,75.7046,75.25664654369584,-0.5917123349230595,1.0,0.0,0.0,0.0
250,10,20,0.3682811349719568,77.1448,82.40415678869999,6.817513025764522,1.0,0.0,0.0,0.0
250,10,21,0.38081729531529085,79.3373,85.20916531171066,7.40114084007228,1.0,0.0,0.0,0.0
250,10,22,0.3996888492162469,82.9103,89.43173969532442,7.865656854847248,1.0,0.0,0.0,0.0
250,10,23,0.40903928184589056,84.7354,91.52393080501568,8.011445989534106,1.0,0.0,0.0,0.0
250,10,24,0.42225736433321437,87.4252,94.48152172754375,8.07126746926944,1.0,0.0,0.0,0.0
250,10,25,0.43662827006367166,88.8091,97.69706077245954,10.007939245482204,1.0,0.0,0.0,0.0
250,10,26,0.4681479852961896,92.4918,104.74970428121098,13.252963269404406,1.0,0.0,0.0,0.0
250,10,27,0.4717650589657705,94.6513,105.55903681953694,11.524127845615364,1.0,0.0,0.0,0.0
250,10,28,0.47652328796778143,95.8706,106.6237067455382,11.216271459173308,1.0,0.0,0.0,0.0
250,10,29,0.47722969275957006,98.8311,106.78176722078702,8.04470173941908,1.0,0.0,0.0,0.0
250,10,30,0.49378308440852514,101.3178,110.48564491446557,9.048602431621651,1.0,0.0,0.0,0.0
250,10,31,0.4944612023162911,103.7255,110.63737610318645,6.663622834487621,1.0,0.0,0.0,0.0
250,10,32,0.5114311678277481,105.4466,114.43446361572336,8.523616328761056,1.0,0.0,0.0,0.0
250,10,33,0.5128837580822623,107.1686,114.75948562667116,7.083124746120754,1.0,0.0,0.0,0.0
250,10,34,0.5388683317518108,111.0295,120.57362238096363,8.596023922438297,1.0,0.0,0.0,0.0
250,10,35,0.546809362737358,111.8746,122.35045507820941,9.363926287297927,1.0,0.0,0.0,0.0
250,10,36,0.5473197361457718,114.3202,122.4646528645579,7.124246515102235,1.0,0.0,0.0,0.0
250,10,37,0.5512061995748212,116.2266,123.33426227798965,6.1153490491760465,1.0,0.0,0.0,0.0
250,10,38,0.5645121965366204,118.7907,126.31152436325384,6.331155859216114,1.0,0.0,0.0,0.0
250,10,39,0.5736915636100015,121.3701,128.36543897279125,5.763642752861916,1.0,0.0,0.0,0.0
250,10,40,0.5812693985973372,122.9468,130.06100532989734,5.786409511998153,1.0,0.0,0.0,0.0
250,10,41,0.5849481337000455,124.2568,130.8841348236488,5.333579187335256,1.0,0.0,0.0,0.0
250,10,42,0.5937334875847267,127.5166,132.8498876418392,4.182426163996839,1.0,0.0,0.0,0.0
250,10,43,0.6143498829686251,129.5787,137.46287624295763,6.084469317069577,1.0,0.0,0.0,0.0
250,10,44,0.6223729333313806,131.0876,139.25806105487172,6.232825267128018,1.0,0.0,0.0,0.0
250,10,45,0.6227443531546495,133.4977,139.34116750384422,4.377204628876909,1.0,0.0,0.0,0.0
250,10,46,0.6418072067353275,134.7565,143.60654584156939,6.56743521950288,1.0,0.0,0.0,0.0
250,10,47,0.6491872112408892,138.116,145.25784695538812,5.170904859240133,1.0,0.0,0.0,0.0
250,10,48,0.6655960643423544,139.7362,148.92938365736674,6.578956388800286,1.0,0.0,0.0,0.0
250,10,49,0.6668207114647906,141.1237,149.2034026170828,5.725262742602959,1.0,0.0,0.0,0.0
250,10,50,0.676154810090658,143.1118,151.2919389378632,5.715908078763041,1.0,0.0,0.0,0.0
250,10,51,0.6950670837791062,146.0009,155.5236245124511,6.522373843209943,1.0,0.0,0.0,0.0
250,10,52,0.6981598793844697,147.4427,156.2156480503909,5.950072842121657,1.0,0.0,0.0,0.0
250,10,53,0.7003555073292524,150.0515,156.70692727224218,4.435428684313171,1.0,0.0,0.0,0.0
250,10,54,0.7163446244416356,150.9252,160.28454661878308,6.201314703431298,1.0,0.0,0.0,0.0
250,10,55,0.7243624550086647,153.0246,162.07856348364638,5.916671883897351,1.0,0.0,0.0,0.0
250,10,56,0.7474353171209458,156.1129,167.2411948717821,7.128363429147828,1.0,0.0,0.0,0.0
250,10,57,0.7560354183304376,157.5975,169.16549677369628,7.34021591313078,1.0,0.0,0.0,0.0
250,10,58,0.759520836021462,158.8499,169.9453708389458,6.984877446536511,1.0,0.0,0.0,0.0
250,10,59,0.7639868452408738,161.1889,170.9446555945014,6.052374322612419,1.0,0.0,0.0,0.0
250,10,60,0.7807496528954427,163.0306,174.69539083183878,7.154970190773258,1.0,0.0,0.0,0.0
250,10,61,0.8020562942177136,165.5373,179.46282430978408,8.412318136023783,1.0,0.0,0.0,0.0
250,10,62,0.8023409139374245,167.1844,179.52650894030415,7.382332885307566,1.0,0.0,0.0,0.0
250,10,63,0.803356975080872,169.0945,179.7538560776424,6.303786390238831,1.0,0.0,0.0,0.0
250,10,64,0.8040375467592291,169.9119,179.90613630588044,5.8820107984669905,1.0,0.0,0.0,0.0
250,10,65,0.8066722074537651,173.4115,180.49565059901443,4.085167707455639,1.0,0.0,0.0,0.0
250,10,66,0.8121390778279736,174.7541,181.7188814427395,3.9854752722479803,1.0,0.0,0.0,0.0
250,10,67,0.8274653167473556,176.4414,185.1481795385814,4.93465793095124,1.0,0.0,0.0,0.0
250,10,68,0.8518431720423347,178.3774,190.60280759074234,6.853675180119427,1.0,0.0,0.0,0.0
250,10,69,0.8687623294203561,179.9164,194.38852661058115,8.043806240332255,1.0,0.0,0.0,0.0
250,10,70,0.8781158904934436,182.207,196.48141772013548,7.8341763599288115,1.0,0.0,0.0,0.0
250,10,71,0.8802570884304242,184.8744,196.96051804257806,6.5374751953640144,1.0,0.0,0.0,0.0
250,10,72,0.8806747017555363,185.9589,197.05396044473156,5.966404643569927,1.0,0.0,0.0,0.0
250,10,73,0.8820052396328979,187.2289,197.35167282108705,5.406629436527715,1.0,0.0,0.0,0.0
250,10,74,0.8822943888009558,189.4161,197.41637093108335,4.223648850907262,1.0,0.0,0.0,0.0
250,10,75,0.8846639436597084,192.0266,197.94656689160936,3.082888980802328,1.0,0.0,0.0,0.0
250,10,76,0.8866958532251132,193.0797,198.4012135691288,2.756122766468353,1.0,0.0,0.0,0.0
250,10,77,0.8909919244594402,195.2658,199.3624741224174,2.0979987905805304,1.0,0.0,0.0,0.0
250,10,78,0.8947676485501859,196.8764,200.20730523218458,1.691876340782639,1.0,0.0,0.0,0.0
250,10,79,0.8977796803217313,198.0153,200.8812575875608,1.4473414870269188,1.0,0.0,0.0,0.0
250,10,80,0.9022304120266025,201.2647,201.87712394726606,0.30428780966858665,1.0,0.0,0.0,0.0
250,10,81,0.9145839715654454,202.4935,204.6412749190905,1.0606636356675618,1.0,0.0,0.0,0.0
250,10,82,0.9174748456758302,204.1896,205.28811783562134,0.5379891216895094,1.0,0.0,0.0,0.0
250,10,83,0.9324199818797272,205.3946,208.63214290241763,1.5762551218082803,1.0,0.0,0.0,0.0
250,10,84,0.9518060384925544,207.9062,212.96983901807576,2.4355401705556385,1.0,0.0,0.0,0.0
250,10,85,0.9542509010716032,209.5765,213.51688533720395,1.8801656374660016,1.0,0.0,0.0,0.0
250,10,86,0.9672858215468292,211.3289,216.4334931364347,2.415473291364639,1.0,0.0,0.0,0.0
250,10,87,0.9733937032150024,213.3479,217.80015243781133,2.0868508374403145,1.0,0.0,0.0,0.0
250,10,88,1.0062611372007915,214.547,225.1543526023499,4.944069412459691,1.0,0.0,0.0,0.0
250,10,89,1.0081347586611216,216.1695,225.57358177788578,4.350327764964891,1.0,0.0,0.0,0.0
250,10,90,1.0160706474000438,219.0675,227.34926387995606,3.780462131514743,1.0,0.0,0.0,0.0
250,10,91,1.02491827864905,220.7149,229.32895147027267,3.9027956292360284,1.0,0.0,0.0,0.0
250,10,92,1.036396156440965,221.3952,231.89716567228038,4.743538103933776,1.0,0.0,0.0,0.0
250,10,93,1.039826477299787,224.007,232.6647116338932,3.8649290575264166,1.0,0.0,0.0,0.0
250,10,94,1.0406856685329586,224.9833,232.85695859515866,3.499663572877918,1.0,0.0,0.0,0.0
250,10,95,1.0778189728216159,227.4214,241.16566175183277,6.04352174062457,1.0,0.0,0.0,0.0
250,10,96,1.0800039377681578,229.3374,241.6545550915537,5.370757273586297,1.0,0.0,0.0,0.0
250,10,97,1.0816129458276844,231.2882,242.01457611848363,4.6376668236787015,1.0,0.0,0.0,0.0
250,10,98,1.0822839252993433,231.9872,242.1647100578416,4.387099830439611,1.0,0.0,0.0,0.0
250,10,99,1.0837071762603312,233.6934,242.4831673020549,3.761239000354701,1.0,0.0,0.0,0.0
250,10,100,1.0965093671575765,236.5242,245.34770106650038,3.7304855344613235,1.0,0.0,0.0,0.0
250,50,1,0.06662192369085673,14.1347,14.100888253065584,-0.2392109272529065,1.0,0.0,0.0,0.0
250,50,2,0.07909808467084822,21.022,16.741534785916468,-20.361836238623972,1.0,0.0,0.0,0.0
250,50,3,0.11826221401469539,25.0108,25.03083327523624,0.08009849839365656,1.0,0.0,0.0,0.0
250,50,4,0.13953910585522067,30.4248,29.53420180010796,-2.9272113535406628,1.0,0.0,0.0,0.0
250,50,5,0.1679782728708581,32.935,35.55350436420981,7.950521828479747,1.0,0.0,0.0,0.0
250,50,6,0.17307233751090045,37.5861,36.631690526717584,-2.539261783697744,1.0,0.0,0.0,0.0
250,50,7,0.1931323331051722,40.9187,40.87749642005047,-0.1006962096780479,1.0,0.0,0.0,0.0
250,50,8,0.19758536183830522,43.327,41.820003887186495,-3.4781916883548445,1.0,0.0,0.0,0.0
250,50,9,0.20349937948756747,48.0051,43.07173751147915,-10.276746613424095,1.0,0.0,0.0,0.0
250,50,10,0.22244935535073473,49.7738,47.082601762183515,-5.406857097140436,1.0,0.0,0.0,0.0
250,50,11,0.25392126529117753,52.9703,53.743800667816934,1.460253515303732,1.0,0.0,0.0,0.0
250,50,12,0.25634998824017785,56.4462,54.25785293476174,-3.876872252230007,1.0,0.0,0.0,0.0
250,50,13,0.2766165886487304,59.347,58.54738784757234,-1.3473505862599005,1.0,0.0,0.0,0.0
250,50,14,0.2905053664667001,60.8317,61.487022327231244,1.0772711057413265,1.0,0.0,0.0,0.0
250,50,15,0.2914217963977901,65.1125,61.680989648109396,-5.270125324462433,1.0,0.0,0.0,0.0
250,50,16,0.31227755512277966,67.0798,66.0952230854176,-1.4677696036398513,1.0,0.0,0.0,0.0
250,50,17,0.31550566469091024,69.5464,66.77846982713707,-3.9799762070544737,1.0,0.0,0.0,0.0
250,50,18,0.3265148517015035,72.0671,69.10862343413629,-4.105169440512669,1.0,0.0,0.0,0.0
250,50,19,0.3363374407721178,75.7046,71.18762720897813,-5.96657639168805,1.0,0.0,0.0,0.0
250,50,20,0.3682811349719568,77.1448,77.94868178903143,1.0420427417420512,1.0,0.0,0.0,0.0
250,50,21,0.38081729531529085,79.3373,80.60202750964031,1.5941146341510353,1.0,0.0,0.0,0.0
250,50,22,0.3996888492162469,82.9103,84.59629333051161,2.033514931813788,1.0,0.0,0.0,0.0
250,50,23,0.40903928184589056,84.7354,86.57536265670278,2.171421456324961,1.0,0.0,0.0,0.0
250,50,24,0.42225736433321437,87.4252,89.37304086453177,2.2280084741376283,1.0,0.0,0.0,0.0
250,50,25,0.43662827006367166,88.8091,92.41472030838622,4.059967174969931,1.0,0.0,0.0,0.0
250,50,26,0.4681479852961896,92.4918,99.08603746104872,7.1295373871507755,1.0,0.0,0.0,0.0
250,50,27,0.4717650589657705,94.6513,99.85161054558674,5.494177624170751,1.0,0.0,0.0,0.0
250,50,28,0.47652328796778143,95.8706,100.85871529013286,5.202966592608023,1.0,0.0,0.0,0.0
250,50,29,0.47722969275957006,98.8311,101.00822966135792,2.2028791153370846,1.0,0.0,0.0,0.0
250,50,30,0.49378308440852514,101.3178,104.5118439810864,3.152500331715054,1.0,0.0,0.0,0.0
250,50,31,0.4944612023162911,103.7255,104.65537128126135,0.896473173194013,1.0,0.0,0.0,0.0
250,50,32,0.5114311678277481,105.4466,108.24715569814204,2.655899477215988,1.0,0.0,0.0,0.0
250,50,33,0.5128837580822623,107.1686,108.55460423342362,1.2932932159453607,1.0,0.0,0.0,0.0
250,50,34,0.5388683317518108,111.0295,114.0543789219792,2.7243920957756225,1.0,0.0,0.0,0.0
250,50,35,0.546809362737358,111.8746,115.73514081442961,3.4507750771217167,1.0,0.0,0.0,0.0
250,50,36,0.5473197361457718,114.3202,115.84316408966217,1.332191589642222,1.0,0.0,0.0,0.0
250,50,37,0.5512061995748212,116.2266,116.66575496480637,0.37784376795532437,1.0,0.0,0.0,0.0
250,50,38,0.5645121965366204,118.7907,119.48204074371297,0.581982212170625,1.0,0.0,0.0,0.0
250,50,39,0.5736915636100015,121.3701,121.42490312541541,0.04515372848454291,1.0,0.0,0.0,0.0
250,50,40,0.5812693985973372,122.9468,123.02879263260562,0.06668952148865938,1.0,0.0,0.0,0.0
250,50,41,0.5849481337000455,124.2568,123.80741669090548,-0.3616569146272192,1.0,0.0,0.0,0.0
250,50,42,0.5937334875847267,127.5166,125.66688406333331,-1.450568739024318,1.0,0.0,0.0,0.0
250,50,43,0.6143498829686251,129.5787,130.03045496288192,0.34863365883584346,1.0,0.0,0.0,0.0
250,50,44,0.6223729333313806,131.0876,131.72857669738622,0.4889682146795026,1.0,0.0,0.0,0.0
250,50,45,0.6227443531546495,133.4977,131.80718969942427,-1.2663216673963207,1.0,0.0,0.0,0.0
250,50,46,0.6418072067353275,134.7565,135.84194512577625,0.8054862850966451,1.0,0.0,0.0,0.0
250,50,47,0.6491872112408892,138.116,137.40396274812733,-0.5155356742685038,1.0,0.0,0.0,0.0
250,50,48,0.6655960643423544,139.7362,140.87698470736092,0.8163845212342413,1.0,0.0,0.0,0.0
250,50,49,0.6668207114647906,141.1237,141.13618785350604,0.008848870534169974,1.0,0.0,0.0,0.0
250,50,50,0.676154810090658,143.1118,143.1118,0.0,1.0,0.0,0.0,0.0
250,50,51,0.6950670837791062,146.0009,147.1146843827696,0.7628613130258847,1.0,0.0,0.0,0.0
250,50,52,0.6981598793844697,147.4427,147.7692911969344,0.22150380923192653,1.0,0.0,0.0,0.0
250,50,53,0.7003555073292524,150.0515,148.23400765331226,-1.2112457034336497,1.0,0.0,0.0,0.0
250,50,54,0.7163446244416356,150.9252,151.618190234306,0.45916138213235663,1.0,0.0,0.0,0.0
250,50,55,0.7243624550086647,153.0246,153.3152071709876,0.18990879308791725,1.0,0.0,0.0,0.0
250,50,56,0.7474353171209458,156.1129,158.19870245751468,1.3360859080285412,1.0,0.0,0.0,0.0
250,50,57,0.7560354183304376,157.5975,160.01896010547483,1.5364838309458182,1.0,0.0,0.0,0.0
250,50,58,0.759520836021462,158.8499,160.75666749447862,1.2003580074514553,1.0,0.0,0.0,0.0
250,50,59,0.7639868452408738,161.1889,161.70192235130781,0.318273994864302,1.0,0.0,0.0,0.0
250,50,60,0.7807496528954427,163.0306,165.24986069427027,1.361254080074707,1.0,0.0,0.0,0.0
250,50,61,0.8020562942177136,165.5373,169.75952585686187,2.5506190187117244,1.0,0.0,0.0,0.0
250,50,62,0.8023409139374245,167.1844,169.81976715041688,1.5763235986233575,1.0,0.0,0.0,0.0
250,50,63,0.803356975080872,169.0945,170.0348219529248,0.556092571269196,1.0,0.0,0.0,0.0
