form,index,window,target,predicted,percent_error
C,70,train,182.207,162.61507861133936,10.752562409051594
C,71,train,184.8744,163.0139729290304,11.824474925121931
C,72,train,185.9589,164.6615712282706,11.452707437895908
C,73,train,187.2289,165.46235382238282,11.625633744372363
C,74,train,189.4161,167.94421404288312,11.33582940263097
C,75,train,192.0266,168.95613109754046,12.014204752080982
C,76,train,193.0797,170.54579623602476,11.67077831795639
C,77,train,195.2658,172.35455360983997,11.733363645943141
C,78,train,196.8764,173.183364845333,12.034471960411203
C,79,train,198.0153,175.56109689527491,11.339630374382729
C,80,train,201.2647,178.02197781554761,11.548335194622997
C,81,train,202.4935,179.55790010369537,11.326585740433464
C,82,train,204.1896,179.6807421161256,12.002990301109563
C,83,train,205.3946,179.7991020417706,12.461621658129962
C,84,train,207.9062,181.1566782963829,12.866149111290149
C,85,train,209.5765,181.74708086496173,13.278883431605298
C,86,train,211.3289,181.87267810571345,13.93856774643059
C,87,train,213.3479,182.5442179347622,14.438240106997917
C,88,train,214.547,182.77459328161513,14.809065947500955
C,89,train,216.1695,184.74722219947103,14.535944155178678
C,90,train,219.0675,187.28485830578802,14.508150088083342
C,91,train,220.7149,187.83626137524558,14.89642911500511
C,92,train,221.3952,188.75462771769247,14.743125543059433
C,93,train,224.007,190.97948349437908,14.74396626249221
C,94,train,224.9833,191.97115330953483,14.673154269879225
C,95,train,227.4214,192.0726061018065,15.543301509089948
C,96,train,229.3374,192.55477177211992,16.03865232093853
C,97,train,231.2882,192.88760814856866,16.602918718478215
C,98,train,231.9872,193.2435886997641,16.70075387790184
C,99,train,233.6934,193.58249863768194,17.163899948530023
C,100,train,236.5242,196.13189462316612,17.077451430692456
C,101,extrapolation,237.7698204809252,196.22593211742347,17.472313466643065
C,102,extrapolation,239.55547757332764,199.04387056058178,16.91115871076056
C,103,extrapolation,241.04915779621658,199.85756543387154,17.08846143207374
C,104,extrapolation,242.8232719342226,200.0037888708262,17.63401123883858
C,105,extrapolation,244.07089849707816,200.50069459144945,17.851453890620355
C,106,extrapolation,247.1369900748975,201.78146373638856,18.352382751268223
C,107,extrapolation,248.10199006014847,202.51372030600814,18.374810191199256
C,108,extrapolation,249.5736896447072,202.59373615478074,18.824080998604884
C,109,extrapolation,251.014947795016,202.94843509938653,19.148864686290153
C,110,extrapolation,253.06998674799948,203.3673267192127,19.639887237311704
C,111,extrapolation,255.30625645491403,206.03471216252416,19.298996027968872
C,112,extrapolation,256.38071369443446,206.3412105037933,19.51765500203748
C,113,extrapolation,258.6104394915314,207.18334620394455,19.88593089617749
C,114,extrapolation,259.874406989678,210.06117532566148,19.168194452482215
C,115,extrapolation,260.8050845045969,210.4483186595137,19.308199432053488
C,116,extrapolation,263.57389390487015,210.59564839956602,20.099959339837046
C,117,extrapolation,265.55785183887633,210.79930413351443,20.62019530817184
C,118,extrapolation,266.6149737815011,211.13708881447053,20.808240505087433
C,119,extrapolation,267.92191508282406,213.6699994228322,20.24915193787738
C,120,extrapolation,269.9704490239976,214.3386236186212,20.606635135992725
C,121,extrapolation,271.494055641645,214.81883106830136,20.87530956779081
C,122,extrapolation,273.4596091884033,215.46826873308476,21.20654696590483
C,123,extrapolation,275.58749264934386,215.66396677177318,21.743920706088456
C,124,extrapolation,276.4520495031329,215.8708838292951,21.913805950333987
C,125,extrapolation,278.25074352984194,216.06432112322207,22.349058844455694
C,126,extrapolation,279.22925092774517,217.98100733991353,21.934751958948798
C,127,extrapolation,282.4651147650521,220.97960480828013,21.76747029731943
C,128,extrapolation,283.2111857332339,222.1202188370615,21.570817105266467
C,129,extrapolation,284.83596398090475,222.31416211855048,21.950108051153855
C,130,extrapolation,286.6674453630029,224.58525436356467,21.656519428226126
C,131,extrapolation,287.9119205014222,225.14482829397375,21.80079661103799
C,132,extrapolation,289.5798549292188,225.3966051710949,22.16426614821395
C,133,extrapolation,291.8462913290674,226.319340578865,22.45255557361816
C,134,extrapolation,293.5584341393563,226.71188834170883,22.77112084809475
C,135,extrapolation,294.9653696192655,227.33364627998645,22.928699537364853
C,136,extrapolation,295.57325487895827,227.55611965542127,23.011938360725853
C,137,extrapolation,297.97927706194344,227.7039840230662,23.58395312982403
C,138,extrapolation,299.8403260537213,228.6585303842151,23.739900701933205
C,139,extrapolation,301.64932546219416,229.55743052551284,23.899239564424825
C,140,extrapolation,302.6967495896069,229.90814914293838,24.04670699152024
C,141,extrapolation,304.8643713408573,231.04605514380123,24.213493978449392
C,142,extrapolation,305.7289126020368,231.2241419983383,24.36955339604415
C,143,extrapolation,307.2194961281701,232.48938654340142,24.324663807661384
C,144,extrapolation,310.1094631467019,233.029238848482,24.855811724054337
C,145,extrapolation,311.165141530356,233.85652050308366,24.844884824520232
C,146,extrapolation,312.4278011806009,234.3794222896903,24.981252819365533
C,147,extrapolation,313.9852857311589,235.62030566728427,24.958169578358028
C,148,extrapolation,315.47561608947575,236.8998814846965,24.90707065692629
C,149,extrapolation,317.7348059423702,236.95479137166004,25.423722255144373
C,150,extrapolation,318.8531042563166,237.00158009801723,25.670606014392558
D,1,train,14.1347,14.1347,0.0
D,2,train,21.022,19.226166322964815,8.542639506398933
D,3,train,25.0108,21.630456801056376,13.515534085049755
D,4,train,30.4248,24.599688795726085,19.145930965113713
D,5,train,32.935,29.794832940144225,9.534437710204271
D,6,train,37.5861,30.791073603371153,18.078562012629266
D,7,train,40.9187,48.53437303656258,18.611717959178996
D,8,train,43.327,69.83189405094083,61.17408094477078
D,9,train,48.0051,81.74974434927395,70.29387367024327
D,10,train,49.7738,81.98713981361576,64.71947051182701
D,11,train,52.9703,85.99096925078247,62.33808237971555
D,12,train,56.4462,86.94215799391418,54.02659168183896
D,13,train,59.347,89.33843735422677,50.535726075836635
D,14,train,60.8317,92.52374846791704,52.09791682283587
D,15,train,65.1125,96.23342686183105,47.795625819667585
D,16,train,67.0798,97.45979508645556,45.28933462302444
D,17,train,69.5464,99.37841788470278,42.89512884161189
D,18,train,72.0671,104.40658961765831,44.874137599068526
D,19,train,75.7046,105.32692103732613,39.12882577455813
D,20,train,77.1448,105.84848722216402,37.20754635719325
D,21,train,79.3373,106.09750749325666,33.72966749972164
D,22,train,82.9103,110.06836006522515,32.75595440521279
D,23,train,84.7354,110.17139976650915,30.01815034390486
D,24,train,87.4252,110.88153923440204,26.83018081102707
D,25,train,88.8091,111.84248836886566,25.93584257566585
D,26,train,92.4918,112.11177214728232,21.21266117351195
D,27,train,94.6513,114.67109665928265,21.151105858326982
