prime,prime_rank_zero_based,sigma,mass_model,mass,copies,single_unit_mass_log_Z,single_weighted_log_Z,copied_additive_log_Z,tau_Log_D,log_Z,D,Z,sign_residual,reciprocal_residual,additivity_residual
3,1,2,rank_modulated,1,1,0.11778303565638344,0.11778303565638344,0.11778303565638344,-0.11778303565638343,0.11778303565638343,0.88888888888888895,1.125,0,0,1.3877787807814457e-17
3,1,2,rank_modulated,1,2,0.11778303565638344,0.11778303565638344,0.23556607131276688,-0.23556607131276686,0.23556607131276686,0.79012345679012352,1.265625,0,0,2.7755575615628914e-17
3,1,2,rank_modulated,1,3,0.11778303565638344,0.11778303565638344,0.35334910696915034,-0.35334910696915028,0.35334910696915028,0.70233196159122091,1.4238281249999998,0,1.1102230246251565e-16,5.5511151231257827e-17
3,1,2,clock_decay,0.47650535804050431,1,0.11778303565638344,0.056124247576542476,0.056124247576542476,-0.056124247576542469,0.056124247576542469,0.94542166224229496,1.0577290958494217,0,0,6.9388939039072284e-18
3,1,2,clock_decay,0.47650535804050431,2,0.11778303565638344,0.056124247576542476,0.11224849515308495,-0.11224849515308494,0.11224849515308494,0.89382211943698409,1.118790840206435,0,0,1.3877787807814457e-17
3,1,2,clock_decay,0.47650535804050431,3,0.11778303565638344,0.056124247576542476,0.16837274272962743,-0.16837274272962741,0.16837274272962741,0.84503879390704462,1.1833776238561673,0,1.1102230246251565e-16,2.7755575615628914e-17
5,2,2,unit,1,1,0.040821994520255131,0.040821994520255131,0.040821994520255131,-0.040821994520255138,0.040821994520255138,0.95999999999999996,1.0416666666666667,0,0,6.9388939039072284e-18
5,2,2,unit,1,2,0.040821994520255131,0.040821994520255131,0.081643989040510262,-0.081643989040510276,0.081643989040510276,0.92159999999999997,1.0850694444444444,0,0,1.3877787807814457e-17
5,2,2,unit,1,3,0.040821994520255131,0.040821994520255131,0.12246598356076539,-0.12246598356076541,0.12246598356076541,0.88473599999999997,1.1302806712962963,0,0,1.3877787807814457e-17
5,2,2,rank_modulated,1.25,1,0.040821994520255131,0.051027493150318917,0.051027493150318917,-0.051027493150318924,0.051027493150318924,0.95025254473723497,1.052351825352408,0,0,6.9388939039072284e-18
5,2,2,rank_modulated,1.25,2,0.040821994520255131,0.051027493150318917,0.10205498630063783,-0.10205498630063785,0.10205498630063785,0.90297989877959073,1.1074443643225451,0,0,1.3877787807814457e-17
5,2,2,rank_modulated,1.25,3,0.040821994520255131,0.051027493150318917,0.15308247945095677,-0.15308247945095677,0.15308247945095677,0.85805894666187699,1.1654210982710675,0,0,0
5,2,2,clock_decay,0.383224293337255,1,0.040821994520255131,0.015643980002642069,0.015643980002642069,-0.015643980002642072,0.015643980002642072,0.98447775143775951,1.0157669876638362,0,1.1102230246251565e-16,3.4694469519536142e-18
5,2,2,clock_decay,0.383224293337255,2,0.040821994520255131,0.015643980002642069,0.031287960005284138,-0.031287960005284145,0.031287960005284145,0.9691964430759471,1.0317825732276642,0,0,6.9388939039072284e-18
5,2,2,clock_decay,0.383224293337255,3,0.040821994520255131,0.015643980002642069,0.046931940007926207,-0.046931940007926221,0.046931940007926221,0.95415233498088292,1.0480506763315061,0,0,1.3877787807814457e-17
7,3,2,unit,1,1,0.020619287202735679,0.020619287202735679,0.020619287202735679,-0.020619287202735682,0.020619287202735682,0.97959183673469385,1.0208333333333333,0,1.1102230246251565e-16,3.4694469519536142e-18
7,3,2,unit,1,2,0.020619287202735679,0.020619287202735679,0.041238574405471358,-0.041238574405471365,0.041238574405471365,0.95960016659725111,1.0421006944444444,0,1.1102230246251565e-16,6.9388939039072284e-18
7,3,2,unit,1,3,0.020619287202735679,0.020619287202735679,0.06185786160820704,-0.061857861608207047,0.061857861608207047,0.94001648972791951,1.0638111255787037,0,0,6.9388939039072284e-18
7,3,2,rank_modulated,1.5,1,0.020619287202735679,0.03092893080410352,0.03092893080410352,-0.030928930804103524,0.030928930804103524,0.96954447537383215,1.0314121996460501,0,1.1102230246251565e-16,3.4694469519536142e-18
7,3,2,rank_modulated,1.5,2,0.020619287202735679,0.03092893080410352,0.06185786160820704,-0.061857861608207047,0.061857861608207047,0.94001648972791951,1.0638111255787037,0,0,6.9388939039072284e-18
7,3,2,rank_modulated,1.5,3,0.020619287202735679,0.03092893080410352,0.092786792412310554,-0.092786792412310568,0.092786792412310568,0.91138779437600703,1.0972277730410713,0,0,1.3877787807814457e-17
7,3,2,clock_decay,0.3394536660667255,1,0.020619287202735679,0.0069992926326513435,0.0069992926326513435,-0.0069992926326513452,0.0069992926326513452,0.99302514536655084,1.0070238449308093,0,1.1102230246251565e-16,1.7347234759768071e-18
7,3,2,clock_decay,0.3394536660667255,2,0.020619287202735679,0.0069992926326513435,0.013998585265302687,-0.01399858526530269,0.01399858526530269,0.98609893933025949,1.0140970242592309,0,0,3.4694469519536142e-18
7,3,2,clock_decay,0.3394536660667255,3,0.020619287202735679,0.0069992926326513435,0.020997877897954029,-0.020997877897954036,0.020997877897954036,0.97922104257423259,1.021219884502423,0,0,6.9388939039072284e-18
11,4,2,unit,1,1,0.0082988028146950936,0.0082988028146950936,0.0082988028146950936,-0.0082988028146950919,0.0082988028146950919,0.99173553719008267,1.0083333333333333,0,0,1.7347234759768071e-18
11,4,2,unit,1,2,0.0082988028146950936,0.0082988028146950936,0.016597605629390187,-0.016597605629390184,0.016597605629390184,0.98353937572570183,1.0167361111111111,0,0,3.4694469519536142e-18
11,4,2,unit,1,3,0.0082988028146950936,0.0082988028146950936,0.024896408444085281,-0.024896408444085277,0.024896408444085277,0.97541095113292742,1.0252089120370371,0,0,3.4694469519536142e-18
11,4,2,rank_modulated,0.75,1,0.0082988028146950936,0.0062241021110213202,0.0062241021110213202,-0.0062241021110213193,0.0062241021110213193,0.99379522748859705,1.0062435120835536,0,0,8.6736173798840355e-19
11,4,2,rank_modulated,0.75,2,0.0082988028146950936,0.0062241021110213202,0.01244820422204264,-0.012448204222042639,0.012448204222042639,0.98762895417911245,1.0125260056102445,0,0,1.7347234759768071e-18
11,4,2,rank_modulated,0.75,3,0.0082988028146950936,0.0062241021110213202,0.018672306333063961,-0.018672306333063958,0.018672306333063958,0.98150094119275633,1.0188477239611844,0,0,3.4694469519536142e-18
11,4,2,clock_decay,0.29429982966380241,1,0.0082988028146950936,0.00244233625477825,0.00244233625477825,-0.0024423362547782495,0.0024423362547782495,0.99756064382180243,1.0024453211875441,0,0,4.3368086899420177e-19
11,4,2,clock_decay,0.29429982966380241,2,0.0082988028146950936,0.00244233625477825,0.0048846725095564999,-0.0048846725095564991,0.0048846725095564991,0.99512723810216885,1.0048966219707984,0,1.1102230246251565e-16,8.6736173798840355e-19
11,4,2,clock_decay,0.29429982966380241,3,0.0082988028146950936,0.00244233625477825,0.0073270087643347494,-0.0073270087643347486,0.0073270087643347486,0.99269976832581164,1.0073539169717951,0,1.1102230246251565e-16,8.6736173798840355e-19
