orbit_id,reverse_partner_id,self_reversing,primitive_period,repetition,total_period,primitive_action,direct_repeated_action,action_repetition_error,primitive_length,repeated_length,primitive_trace,repeated_trace,trace_repetition_relative_error,primitive_orientation,repeated_orientation,primitive_maslov,repeated_maslov,negative_symbol_count,symbol_count_maslov_match,maslov_repetition_defect,maslov_mod4,maslov_phase_real,maslov_phase_imag,hessian_signature,minimum_absolute_hessian_eigenvalue,diagonal_dominance_margin,hessian_determinant_sign,hill_expected_sign,hill_sign_match,hill_logabs_error,maslov_orientation_parity_ok,reversal_action_error,reversal_length_error,reversal_trace_error,reversal_orientation_mismatch,reversal_maslov_mismatch
--|--|--|--|--|--|--|+-|-+|--|--|+-|++|-+|--|--|+-|++|-+,--|--|--|--|--|--|--|+-|++|-+|--|--|+-|++|-+|--|--|+-|-+,False,19,1,19,4.1879063567010215,4.1879063567010215,0.0,33.606566460835865,33.606566460835865,-393682735435770.06,-393682735435770.06,3.175145586753675e-16,-1,-1,14,14,14,True,0,2,-1.0,0.0,-9,4.064877083848563,2.907144183595477,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|+-|-+|--|--|+-|++|-+|--|--|--|+-|-+,--|--|--|--|--|--|--|+-|-+|--|--|--|+-|++|-+|--|--|+-|-+,False,19,1,19,4.751811200968147,4.751811200968146,8.881784197001252e-16,34.14422964049095,34.14422964049095,673985450957192.2,673985450957192.2,7.418557763968071e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,4.068467644303595,2.907155476828774,-1,-1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|+-|-+|--|--|+-|-+|--|+-|-+|--|+-|-+,--|--|--|--|--|--|--|+-|-+|--|+-|-+|--|+-|-+|--|--|+-|-+,False,19,1,19,3.8235008385228952,3.823500838522895,4.440892098500626e-16,33.52286098290154,33.52286098290154,362070834092594.6,362070834092594.6,0.0,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.506874833722978,2.454341611569733,-1,-1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|+-|-+|--|--|+-|-+|--|--|--|+-|++|-+,--|--|--|--|--|--|--|+-|++|-+|--|--|--|+-|-+|--|--|+-|-+,False,19,1,19,4.752612122920575,4.752612122920575,0.0,34.140995200581685,34.140995200581685,671809007202050.2,671809007202050.2,3.721295745068972e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,4.073477823101673,2.8967514653859805,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|+-|-+|--|--|+-|-+|--|--|--|--|+-|-+,--|--|--|--|--|--|--|+-|-+|--|--|--|--|+-|-+|--|--|+-|-+,False,19,1,19,5.31929005902642,5.319290059026419,8.881784197001252e-16,34.668379578279925,34.668379578279925,-1138376566932591.2,-1138376566932591.2,6.588329572005421e-16,-1,-1,16,16,16,True,0,0,1.0,0.0,-13,4.154844489506995,2.8967448180975737,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|+-|-+|--|--|--|+-|++|-+|--|+-|++|-+,--|--|--|--|--|--|--|+-|++|-+|--|+-|++|-+|--|--|--|+-|-+,False,19,1,19,4.208230757905715,4.208230757905715,0.0,33.54976511642446,33.54976511642446,-371944258571503.9,-371944258571503.9,8.401796581030539e-16,-1,-1,14,14,14,True,0,2,-1.0,0.0,-9,4.016722875330615,2.8827231168964254,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|+-|-+|--|--|--|+-|++|-+|--|--|+-|-+,--|--|--|--|--|--|--|+-|-+|--|--|+-|++|-+|--|--|--|+-|-+,False,19,1,19,4.751811200968147,4.751811200968149,1.7763568394002505e-15,34.14422964049095,34.14422964049095,673985450957192.2,673985450957192.2,0.0,1,1,15,15,15,True,0,3,0.0,1.0,-11,4.068467644303602,2.907155476828774,-1,-1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|+-|-+|--|--|--|+-|-+|--|--|+-|++|-+,--|--|--|--|--|--|--|+-|++|-+|--|--|+-|-+|--|--|--|+-|-+,False,19,1,19,4.751921767318769,4.751921767318769,0.0,34.14368346494785,34.14368346494785,673617437096706.9,673617437096706.9,3.7113053527459255e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,4.069153743294135,2.9074583669110785,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|+-|-+|--|--|--|+-|-+|--|--|--|+-|-+,--|--|--|--|--|--|--|+-|-+|--|--|--|+-|-+|--|--|--|+-|-+,True,19,1,19,5.315256496768011,5.315256496768011,0.0,34.683534034592824,34.683534034592824,-1155759426099596.0,-1155759426099596.0,2.1630799139894411e-16,-1,-1,16,16,16,True,0,0,1.0,0.0,-13,4.3452968476238,2.9572158662437733,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|+-|-+|--|--|--|--|+-|++|-+|--|+-|-+,--|--|--|--|--|--|--|+-|-+|--|+-|++|-+|--|--|--|--|+-|-+,False,19,1,19,4.779871149921088,4.779871149921089,8.881784197001252e-16,34.060424177269546,34.060424177269546,619803852680935.2,619803852680935.2,2.0167670700870574e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.7699649239423794,2.5322818620706418,-1,-1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|+-|-+|--|--|--|--|+-|-+|--|+-|++|-+,--|--|--|--|--|--|--|+-|++|-+|--|+-|-+|--|--|--|--|+-|-+,False,19,1,19,4.779885869646575,4.779885869646576,8.881784197001252e-16,34.06034025876329,34.06034025876329,619751841849813.0,619751841849813.0,0.0,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.76997805807089,2.532330287326584,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|+-|-+|--|--|--|--|+-|-+|--|--|+-|-+,--|--|--|--|--|--|--|+-|-+|--|--|+-|-+|--|--|--|--|+-|-+,False,19,1,19,5.31929005902642,5.31929005902642,0.0,34.668379578279925,34.668379578279925,-1138376566932591.2,-1138376566932591.2,4.392219714670281e-16,-1,-1,16,16,16,True,0,0,1.0,0.0,-13,4.154844489506997,2.8967448180975737,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|+-|-+|--|--|--|--|--|+-|-+|--|+-|-+,--|--|--|--|--|--|--|+-|-+|--|+-|-+|--|--|--|--|--|+-|-+,False,19,1,19,5.352930659813216,5.352930659813215,8.881784197001252e-16,34.564492080603124,34.564492080603124,-1026049186535363.6,-1026049186535363.6,1.2182651829985322e-16,-1,-1,16,16,16,True,0,0,1.0,0.0,-13,3.5415113887004788,2.450439754058001,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|+-|-+|--|--|--|--|--|--|--|+-|++|-+,--|--|--|--|--|--|--|+-|-+|--|--|--|--|--|--|--|+-|++|-+,True,19,1,19,6.320239673635113,6.320239673635113,0.0,35.06263447824207,35.06263447824207,-1688529586980026.2,-1688529586980026.2,1.4805781428273977e-16,-1,-1,16,16,16,True,0,0,1.0,0.0,-13,4.074171463968941,2.966440792528397,1,1,True,1.4210854715202004e-14,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|++|-+|--|+-|++|-+|--|+-|++|-+,--|--|--|--|--|--|--|--|+-|++|-+|--|+-|++|-+|--|+-|++|-+,True,19,1,19,3.668692151280252,3.6686921512802515,4.440892098500626e-16,32.939376061838225,32.939376061838225,202017624967576.75,202017624967576.75,3.093789465648409e-16,1,1,13,13,13,True,0,1,0.0,-1.0,-7,4.008374032336511,2.882581259788547,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|++|-+|--|+-|++|-+|--|--|+-|-+,--|--|--|--|--|--|--|--|+-|-+|--|--|+-|++|-+|--|+-|++|-+,False,19,1,19,4.2122342596768165,4.2122342596768165,0.0,33.53404671429295,33.53404671429295,-366143597138692.06,-366143597138692.06,1.7069805532151784e-16,-1,-1,14,14,14,True,0,2,-1.0,0.0,-9,4.01639329150909,2.8827028315488157,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|++|-+|--|+-|-+|--|--|+-|++|-+,--|--|--|--|--|--|--|--|+-|++|-+|--|--|+-|-+|--|+-|++|-+,False,19,1,19,4.217178773811437,4.217178773811437,0.0,33.51754677470351,33.51754677470351,-360151817839956.2,-360151817839956.2,1.2147654914639795e-15,-1,-1,14,14,14,True,0,2,-1.0,0.0,-9,3.7702510015178703,2.5343110494901993,1,1,True,1.4210854715202004e-14,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|++|-+|--|+-|-+|--|--|--|+-|-+,--|--|--|--|--|--|--|--|+-|-+|--|--|--|+-|-+|--|+-|++|-+,False,19,1,19,4.78053583036189,4.78053583036189,0.0,34.0571707573345,34.0571707573345,617790647148078.0,617790647148078.0,2.0233391453405865e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.770012847912961,2.5326147565217463,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|++|-+|--|--|+-|++|-+|--|+-|-+,--|--|--|--|--|--|--|--|+-|-+|--|+-|++|-+|--|--|+-|++|-+,False,19,1,19,4.216530854643193,4.216530854643192,8.881784197001252e-16,33.51996874703049,33.51996874703049,-361025152745852.06,-361025152745852.06,0.0,-1,-1,14,14,14,True,0,2,-1.0,0.0,-9,3.769690830839889,2.5321796230506344,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|++|-+|--|--|+-|-+|--|+-|++|-+,--|--|--|--|--|--|--|--|+-|++|-+|--|+-|-+|--|--|+-|++|-+,False,19,1,19,4.217178773811437,4.217178773811437,0.0,33.51754677470351,33.51754677470351,-360151817839956.2,-360151817839956.2,5.206137820559912e-16,-1,-1,14,14,14,True,0,2,-1.0,0.0,-9,3.770251001517869,2.5343110494901993,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|++|-+|--|--|+-|-+|--|--|+-|-+,--|--|--|--|--|--|--|--|+-|-+|--|--|+-|-+|--|--|+-|++|-+,False,19,1,19,4.756605334673479,4.756605334673479,0.0,34.12535779131566,34.12535779131566,661385366580674.1,661385366580674.1,1.8899722660367148e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,4.069158119174971,2.8968006609981636,-1,-1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|++|-+|--|--|--|+-|-+|--|+-|-+,--|--|--|--|--|--|--|--|+-|-+|--|+-|-+|--|--|--|+-|++|-+,False,19,1,19,4.7863400074358555,4.7863400074358555,0.0,34.03661094092036,34.03661094092036,605218666518435.6,605218666518435.6,8.261476845654586e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.5416258086129346,2.4505010439356543,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|++|-+|--|--|--|--|--|+-|++|-+,--|--|--|--|--|--|--|--|+-|++|-+|--|--|--|--|--|+-|++|-+,True,19,1,19,5.753030031374907,5.753030031374908,8.881784197001252e-16,34.537829122170116,34.537829122170116,999053175780617.9,999053175780617.9,3.7535539557941034e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,4.074160019732426,2.9664100811315492,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|++|-+|--|--|--|--|--|--|+-|-+,--|--|--|--|--|--|--|--|+-|-+|--|--|--|--|--|--|+-|++|-+,False,19,1,19,6.320240985669794,6.320240985669796,1.7763568394002505e-15,35.06262414687981,35.06262414687981,-1688512142259306.2,-1688512142259306.2,4.441780317886644e-16,-1,-1,16,16,16,True,0,0,1.0,0.0,-13,4.074170061879124,2.9664362620677096,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|-+|--|+-|++|-+|--|--|+-|++|-+,--|--|--|--|--|--|--|--|+-|++|-+|--|--|+-|++|-+|--|+-|-+,False,19,1,19,4.216530854643193,4.216530854643193,0.0,33.51996874703049,33.51996874703049,-361025152745852.06,-361025152745852.06,3.4623626373200437e-16,-1,-1,14,14,14,True,0,2,-1.0,0.0,-9,3.7696908308398864,2.5321796230506344,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|-+|--|+-|++|-+|--|--|--|+-|-+,--|--|--|--|--|--|--|--|+-|-+|--|--|--|+-|++|-+|--|+-|-+,False,19,1,19,4.780430149699724,4.780430149699724,0.0,34.05766624642859,34.05766624642859,618096831525420.2,618096831525420.2,2.0223368511938275e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.7699254372473447,2.5322670789483865,-1,-1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|-+|--|+-|-+|--|+-|-+|--|+-|-+,--|--|--|--|--|--|--|--|+-|-+|--|+-|-+|--|+-|-+|--|+-|-+,True,19,1,19,3.8569911296214854,3.856991129621485,4.440892098500626e-16,33.42086321793033,33.42086321793033,326961393750326.0,326961393750326.0,7.64616265952502e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.4928987212144715,2.4543158970855403,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|-+|--|+-|-+|--|--|--|+-|++|-+,--|--|--|--|--|--|--|--|+-|++|-+|--|--|--|+-|-+|--|+-|-+,False,19,1,19,4.7863400074358555,4.7863400074358555,0.0,34.03661094092036,34.03661094092036,605218666518435.6,605218666518435.6,4.130738422827293e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.541625808612936,2.4505010439356543,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|-+|--|+-|-+|--|--|--|--|+-|-+,--|--|--|--|--|--|--|--|+-|-+|--|--|--|--|+-|-+|--|+-|-+,False,19,1,19,5.353021177781538,5.353021177781536,1.7763568394002505e-15,34.5639587398841,34.5639587398841,-1025502098629565.4,-1025502098629565.4,4.875660426908705e-16,-1,-1,16,16,16,True,0,0,1.0,0.0,-13,3.541527486923775,2.4504484900628505,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|-+|--|--|+-|++|-+|--|+-|++|-+,--|--|--|--|--|--|--|--|+-|++|-+|--|+-|++|-+|--|--|+-|-+,False,19,1,19,4.2122342596768165,4.212234259676816,8.881784197001252e-16,33.53404671429295,33.53404671429295,-366143597138692.06,-366143597138692.06,1.7069805532151784e-16,-1,-1,14,14,14,True,0,2,-1.0,0.0,-9,4.016393291509086,2.8827028315488157,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|-+|--|--|+-|++|-+|--|--|+-|-+,--|--|--|--|--|--|--|--|+-|-+|--|--|+-|++|-+|--|--|+-|-+,True,19,1,19,4.755809217770947,4.755809217770947,0.0,34.128544285821086,34.128544285821086,663496228756521.8,663496228756521.8,5.651878394287165e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,4.064198474993099,2.907141759652771,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|-+|--|--|+-|-+|--|--|+-|++|-+,--|--|--|--|--|--|--|--|+-|++|-+|--|--|+-|-+|--|--|+-|-+,False,19,1,19,4.756605334673479,4.75660533467348,8.881784197001252e-16,34.12535779131566,34.12535779131566,661385366580674.1,661385366580674.1,5.669916798110144e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,4.0691581191749675,2.8968006609981636,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|-+|--|--|+-|-+|--|--|--|+-|-+,--|--|--|--|--|--|--|--|+-|-+|--|--|--|+-|-+|--|--|+-|-+,False,19,1,19,5.31994320190066,5.319943201900659,8.881784197001252e-16,34.665174907751855,34.665174907751855,-1134734284373648.0,-1134734284373648.0,8.812635819424291e-16,-1,-1,16,16,16,True,0,0,1.0,0.0,-13,4.154092519609258,2.8967527531154404,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|-+|--|--|--|+-|++|-+|--|+-|-+,--|--|--|--|--|--|--|--|+-|-+|--|+-|++|-+|--|--|--|+-|-+,False,19,1,19,4.780430149699724,4.780430149699724,0.0,34.05766624642859,34.05766624642859,618096831525420.2,618096831525420.2,4.044673702387655e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.76992543724734,2.5322670789483865,-1,-1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|-+|--|--|--|+-|-+|--|+-|++|-+,--|--|--|--|--|--|--|--|+-|++|-+|--|+-|-+|--|--|--|+-|-+,False,19,1,19,4.78053583036189,4.78053583036189,0.0,34.0571707573345,34.0571707573345,617790647148078.0,617790647148078.0,2.0233391453405865e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.770012847912967,2.5326147565217463,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|-+|--|--|--|+-|-+|--|--|+-|-+,--|--|--|--|--|--|--|--|+-|-+|--|--|+-|-+|--|--|--|+-|-+,False,19,1,19,5.31994320190066,5.31994320190066,0.0,34.665174907751855,34.665174907751855,-1134734284373648.0,-1134734284373648.0,4.4063179097121453e-16,-1,-1,16,16,16,True,0,0,1.0,0.0,-13,4.154092519609265,2.8967527531154404,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|-+|--|--|--|--|+-|-+|--|+-|-+,--|--|--|--|--|--|--|--|+-|-+|--|+-|-+|--|--|--|--|+-|-+,False,19,1,19,5.353021177781538,5.353021177781538,0.0,34.5639587398841,34.5639587398841,-1025502098629565.4,-1025502098629565.4,2.4378302134543525e-16,-1,-1,16,16,16,True,0,0,1.0,0.0,-13,3.541527486923776,2.4504484900628505,1,1,True,1.4210854715202004e-14,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|-+|--|--|--|--|--|--|+-|++|-+,--|--|--|--|--|--|--|--|+-|++|-+|--|--|--|--|--|--|+-|-+,False,19,1,19,6.320240985669794,6.320240985669794,0.0,35.06262414687981,35.06262414687981,-1688512142259306.2,-1688512142259306.2,1.480593439295548e-16,-1,-1,16,16,16,True,0,0,1.0,0.0,-13,4.074170061879128,2.9664362620677096,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|+-|-+|--|--|--|--|--|--|--|+-|-+,--|--|--|--|--|--|--|--|+-|-+|--|--|--|--|--|--|--|+-|-+,True,19,1,19,6.887459510318916,6.887459510318917,8.881784197001252e-16,35.58736775335037,35.58736775335037,2853628545779781.5,2853628545779781.5,5.256465499752388e-16,1,1,17,17,17,True,0,1,0.0,-1.0,-15,4.476372107719468,2.9669713729417033,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|+-|++|-+|--|+-|++|-+|--|+-|-+,--|--|--|--|--|--|--|--|--|+-|-+|--|+-|++|-+|--|+-|++|-+,False,19,1,19,4.240900221955408,4.240900221955407,8.881784197001252e-16,33.44722045627454,33.44722045627454,-335693768243896.56,-335693768243896.56,0.0,-1,-1,14,14,14,True,0,2,-1.0,0.0,-9,3.767875021949094,2.5315246939228846,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|+-|++|-+|--|+-|-+|--|+-|++|-+,--|--|--|--|--|--|--|--|--|+-|++|-+|--|+-|-+|--|+-|++|-+,True,19,1,19,4.245625062946778,4.245625062946777,8.881784197001252e-16,33.43265014327393,33.43265014327393,-330838065425927.25,-330838065425927.25,3.778283488602577e-16,-1,-1,14,14,14,True,0,2,-1.0,0.0,-9,3.728765239202448,2.547048978806714,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|+-|++|-+|--|+-|-+|--|--|+-|-+,--|--|--|--|--|--|--|--|--|+-|-+|--|--|+-|-+|--|+-|++|-+,False,19,1,19,4.785195736455752,4.785195736455751,8.881784197001252e-16,34.03908512154621,34.03908512154621,606717940790390.6,606717940790390.6,2.0602654313659911e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.7699097002891366,2.5346640686122655,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|+-|++|-+|--|--|+-|-+|--|+-|-+,--|--|--|--|--|--|--|--|--|+-|-+|--|+-|-+|--|--|+-|++|-+,False,19,1,19,4.790309216736325,4.790309216736324,8.881784197001252e-16,34.021222634541076,34.021222634541076,595976667978827.8,595976667978827.8,0.0,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.542315326895858,2.450889631976909,-1,-1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|+-|++|-+|--|--|--|--|+-|++|-+,--|--|--|--|--|--|--|--|--|+-|++|-+|--|--|--|--|+-|++|-+,True,19,1,19,5.753096604753908,5.753096604753908,0.0,34.53743089649265,34.53743089649265,998655406359127.2,998655406359127.2,1.2516830050089234e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,4.074085021904078,2.9662174487948914,-1,-1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|+-|++|-+|--|--|--|--|--|+-|-+,--|--|--|--|--|--|--|--|--|+-|-+|--|--|--|--|--|+-|++|-+,False,19,1,19,6.3202518645499675,6.3202518645499675,0.0,35.06254805071361,35.06254805071361,-1688383657847339.0,-1688383657847339.0,1.4807061110668759e-16,-1,-1,16,16,16,True,0,0,1.0,0.0,-13,4.0741584358694745,2.9664046985518278,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|+-|-+|--|+-|++|-+|--|+-|++|-+,--|--|--|--|--|--|--|--|--|+-|++|-+|--|+-|++|-+|--|+-|-+,False,19,1,19,4.240900221955408,4.240900221955408,0.0,33.44722045627454,33.44722045627454,-335693768243896.56,-335693768243896.56,1.861815914157541e-16,-1,-1,14,14,14,True,0,2,-1.0,0.0,-9,3.767875021949097,2.5315246939228846,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|+-|-+|--|+-|++|-+|--|--|+-|-+,--|--|--|--|--|--|--|--|--|+-|-+|--|--|+-|++|-+|--|+-|-+,False,19,1,19,4.784435039057018,4.784435039057019,8.881784197001252e-16,34.041937651749386,34.041937651749386,608451092800319.5,608451092800319.5,4.1087936722967576e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.769639803648804,2.5321614471822844,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|+-|-+|--|+-|-+|--|--|+-|++|-+,--|--|--|--|--|--|--|--|--|+-|++|-+|--|--|+-|-+|--|+-|-+,False,19,1,19,4.790309216736325,4.790309216736324,8.881784197001252e-16,34.021222634541076,34.021222634541076,595976667978827.8,595976667978827.8,4.194795089006426e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.542315326895853,2.450889631976909,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|+-|-+|--|+-|-+|--|--|--|+-|-+,--|--|--|--|--|--|--|--|--|+-|-+|--|--|--|+-|-+|--|+-|-+,False,19,1,19,5.35367059242822,5.353670592428221,8.881784197001252e-16,34.560796720672286,34.560796720672286,-1022264562565064.2,-1022264562565064.2,1.2227754397193446e-16,-1,-1,16,16,16,True,0,0,1.0,0.0,-13,3.5416404901338643,2.450511834452753,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|+-|-+|--|--|+-|++|-+|--|+-|-+,--|--|--|--|--|--|--|--|--|+-|-+|--|+-|++|-+|--|--|+-|-+,False,19,1,19,4.784435039057018,4.784435039057019,8.881784197001252e-16,34.041937651749386,34.041937651749386,608451092800319.5,608451092800319.5,1.2326381016890273e-15,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.769639803648802,2.5321614471822844,-1,-1,True,1.4210854715202004e-14,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|+-|-+|--|--|+-|-+|--|+-|++|-+,--|--|--|--|--|--|--|--|--|+-|++|-+|--|+-|-+|--|--|+-|-+,False,19,1,19,4.785195736455752,4.785195736455751,8.881784197001252e-16,34.03908512154621,34.03908512154621,606717940790390.6,606717940790390.6,2.0602654313659911e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.769909700289139,2.5346640686122655,-1,-1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|+-|-+|--|--|+-|-+|--|--|+-|-+,--|--|--|--|--|--|--|--|--|+-|-+|--|--|+-|-+|--|--|+-|-+,True,19,1,19,5.324626287012734,5.324626287012734,0.0,34.64685486545468,34.64685486545468,-1114135168749119.5,-1114135168749119.5,2.2438929046704827e-16,-1,-1,16,16,16,True,0,0,1.0,0.0,-13,4.126680997430458,2.8968106211634828,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|+-|-+|--|--|--|+-|-+|--|+-|-+,--|--|--|--|--|--|--|--|--|+-|-+|--|+-|-+|--|--|--|+-|-+,False,19,1,19,5.35367059242822,5.353670592428221,8.881784197001252e-16,34.560796720672286,34.560796720672286,-1022264562565064.2,-1022264562565064.2,2.4455508794386893e-16,-1,-1,16,16,16,True,0,0,1.0,0.0,-13,3.541640490133868,2.450511834452753,1,1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|+-|-+|--|--|--|--|--|+-|++|-+,--|--|--|--|--|--|--|--|--|+-|++|-+|--|--|--|--|--|+-|-+,False,19,1,19,6.3202518645499675,6.3202518645499675,0.0,35.06254805071361,35.06254805071361,-1688383657847339.0,-1688383657847339.0,1.4807061110668759e-16,-1,-1,16,16,16,True,0,0,1.0,0.0,-13,4.074158435869462,2.9664046985518278,1,1,True,0.0,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|+-|-+|--|--|--|--|--|--|+-|-+,--|--|--|--|--|--|--|--|--|+-|-+|--|--|--|--|--|--|+-|-+,True,19,1,19,6.887461262262049,6.887461262262048,8.881784197001252e-16,35.58735376810604,35.58735376810604,2853588637366417.5,2853588637366417.5,7.008718684294327e-16,1,1,17,17,17,True,0,1,0.0,-1.0,-15,4.473395687800664,2.9669484391686076,-1,-1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
--|--|--|--|--|--|--|--|--|--|+-|++|-+|--|+-|-+|--|+-|-+,--|--|--|--|--|--|--|--|--|--|+-|-+|--|+-|-+|--|+-|++|-+,False,19,1,19,4.818723075889196,4.818723075889197,8.881784197001252e-16,33.93668331057556,33.93668331057556,547664128389721.1,547664128389721.1,2.2824208035595357e-16,1,1,15,15,15,True,0,3,0.0,1.0,-11,3.542555727443631,2.453725259380418,-1,-1,True,7.105427357601002e-15,True,0.0,0.0,0.0,0,0
