N,seed,atom_count,declared_vs_intrinsic_atom_jaccard,zeta_coefficient_accuracy,inverse_coefficient_accuracy,lambda_relative_l1_error
128,25,31,0.12727272727272726,0.3359375,0.3515625,1.4798256949890891
128,26,31,0.12727272727272726,0.328125,0.3828125,1.4986537396272177
128,27,31,0.12727272727272726,0.2890625,0.3359375,1.4711200638763782
128,28,31,0.14814814814814814,0.2734375,0.3671875,1.467659034036548
128,29,31,0.19230769230769232,0.4453125,0.453125,1.3416796038737486
128,30,31,0.08771929824561403,0.265625,0.3359375,1.6328461550790698
128,31,31,0.08771929824561403,0.296875,0.3828125,1.6420388559545702
128,32,31,0.19230769230769232,0.28125,0.375,1.306894071762292
128,33,31,0.06896551724137931,0.28125,0.3125,1.7156155617160125
128,34,31,0.21568627450980393,0.3984375,0.4140625,1.28371420476443
128,35,31,0.10714285714285714,0.2578125,0.3671875,1.6406915729940685
128,36,31,0.24,0.375,0.4296875,1.2148050625491476
128,37,31,0.24,0.2421875,0.4375,1.2065292183084608
128,38,31,0.19230769230769232,0.34375,0.484375,1.34760870769544
128,39,31,0.2653061224489796,0.265625,0.453125,1.193645239965042
128,40,31,0.14814814814814814,0.328125,0.4375,1.4751721492674452
128,41,31,0.06896551724137931,0.3046875,0.328125,1.7056995719007058
128,42,31,0.06896551724137931,0.265625,0.34375,1.7198592483307928
128,43,31,0.16981132075471697,0.2890625,0.3828125,1.4177674344283244
128,44,31,0.24,0.2578125,0.4140625,1.1836197050581414
128,45,31,0.12727272727272726,0.3203125,0.3203125,1.4745516219698653
128,46,31,0.19230769230769232,0.390625,0.421875,1.3221088350010766
128,47,31,0.12727272727272726,0.28125,0.2890625,1.485661143022579
128,48,31,0.12727272727272726,0.28125,0.328125,1.4761685439677636
128,49,31,0.10714285714285714,0.25,0.34375,1.636142150927371
128,50,31,0.14814814814814814,0.3359375,0.3203125,1.4623646873733416
128,51,31,0.10714285714285714,0.3359375,0.375,1.6033889006143331
128,52,31,0.08771929824561403,0.28125,0.3359375,1.5983861685487832
128,53,31,0.24,0.3125,0.4609375,1.1966587371258568
128,54,31,0.08771929824561403,0.25,0.34375,1.5888870996511333
128,55,31,0.21568627450980393,0.2578125,0.40625,1.2595798550505344
128,56,31,0.12727272727272726,0.2578125,0.3984375,1.5157950361777166
128,57,31,0.10714285714285714,0.2734375,0.2578125,1.4461972009739366
128,58,31,0.16981132075471697,0.2734375,0.359375,1.2908984585094143
128,59,31,0.08771929824561403,0.2890625,0.28125,1.6374069293836595
128,60,31,0.12727272727272726,0.3203125,0.3359375,1.5509033280779343
128,61,31,0.08771929824561403,0.2734375,0.328125,1.6873326873779162
128,62,31,0.16981132075471697,0.25,0.40625,1.4065190078135534
128,63,31,0.12727272727272726,0.2890625,0.3984375,1.4815757183690963
256,0,54,0.1134020618556701,0.21484375,0.35546875,1.5613088488859073
256,1,54,0.1134020618556701,0.2734375,0.31640625,1.5769234618781134
256,2,54,0.1368421052631579,0.30859375,0.375,1.5268438533534852
256,3,54,0.1134020618556701,0.2734375,0.36328125,1.5857639115805433
256,4,54,0.1368421052631579,0.31640625,0.359375,1.5183338416134002
256,5,54,0.1134020618556701,0.2109375,0.34375,1.5410081231744892
256,6,54,0.10204081632653061,0.28515625,0.296875,1.6418070167771104
256,7,54,0.1368421052631579,0.34375,0.33203125,1.5005718021923438
256,8,54,0.1134020618556701,0.26953125,0.34375,1.575807794668589
256,9,54,0.09090909090909091,0.2421875,0.30078125,1.6496472177264745
256,10,54,0.1134020618556701,0.28515625,0.3671875,1.5781977893477523
256,11,54,0.14893617021276595,0.26171875,0.3828125,1.4909674389473127
256,12,54,0.16129032258064516,0.2578125,0.36328125,1.4278894295181659
256,13,54,0.17391304347826086,0.29296875,0.328125,1.3886168815359725
256,14,54,0.058823529411764705,0.25,0.34375,1.7669781077005244
256,15,54,0.1134020618556701,0.24609375,0.375,1.557902261372061
256,16,54,0.1134020618556701,0.28125,0.33984375,1.6077529252707454
256,17,54,0.125,0.2578125,0.3515625,1.558597595477427
256,18,54,0.10204081632653061,0.30078125,0.3203125,1.613113600299133
256,19,54,0.1368421052631579,0.26171875,0.3828125,1.5484736638185412
256,20,54,0.10204081632653061,0.234375,0.34375,1.6428268514645252
256,21,54,0.1368421052631579,0.2421875,0.3671875,1.5152022438244834
256,22,54,0.058823529411764705,0.28515625,0.296875,1.7861413380970776
256,23,54,0.1368421052631579,0.25,0.29296875,1.5168124892885628
256,24,54,0.14893617021276595,0.21875,0.40625,1.5081483022628466
256,25,54,0.10204081632653061,0.3125,0.32421875,1.6462967622629268
256,26,54,0.1368421052631579,0.22265625,0.375,1.5429264152391806
256,27,54,0.1368421052631579,0.28125,0.34375,1.496317372554822
256,28,54,0.125,0.21484375,0.375,1.5166410757154367
256,29,54,0.125,0.21484375,0.37109375,1.578240291696046
256,30,54,0.06930693069306931,0.22265625,0.35546875,1.7034752106050792
256,31,54,0.1134020618556701,0.2265625,0.359375,1.585916740341802
256,32,54,0.16129032258064516,0.28515625,0.3671875,1.4069994593036284
256,33,54,0.125,0.328125,0.29296875,1.5191535703914243
256,34,54,0.08,0.21484375,0.34765625,1.6547622531286261
256,35,54,0.08,0.265625,0.30078125,1.657691698039113
256,36,54,0.1134020618556701,0.2421875,0.34765625,1.5982596326668155
256,37,54,0.125,0.2734375,0.34765625,1.508267236085244
256,38,54,0.125,0.3125,0.33984375,1.5709502662563608
256,39,54,0.125,0.26171875,0.38671875,1.5337795078230267
256,40,54,0.125,0.28125,0.40234375,1.6090470150898764
256,41,54,0.10204081632653061,0.31640625,0.31640625,1.62865906761594
256,42,54,0.1368421052631579,0.22265625,0.40234375,1.5229818755208564
256,43,54,0.1134020618556701,0.21484375,0.3671875,1.5691927220992707
256,44,54,0.09090909090909091,0.23046875,0.36328125,1.6406974932993694
256,45,54,0.125,0.25390625,0.36328125,1.536724866813726
256,46,54,0.1134020618556701,0.23046875,0.39453125,1.5894804135443714
256,47,54,0.10204081632653061,0.23828125,0.3515625,1.6351967823178684
256,48,54,0.058823529411764705,0.2578125,0.328125,1.7806717535903187
256,49,54,0.10204081632653061,0.2265625,0.375,1.6097018733207686
256,50,54,0.17391304347826086,0.32421875,0.37890625,1.4330762645014115
256,51,54,0.125,0.23828125,0.30078125,1.5690027970691955
256,52,54,0.1368421052631579,0.26171875,0.328125,1.532303937808207
256,53,54,0.10204081632653061,0.296875,0.33984375,1.6412221840628798
256,54,54,0.09090909090909091,0.21875,0.38671875,1.6818960784957735
256,55,54,0.10204081632653061,0.2734375,0.33984375,1.6144709543382
256,56,54,0.09090909090909091,0.26171875,0.3359375,1.636889748328981
256,57,54,0.125,0.26171875,0.33203125,1.5388524518881137
256,58,54,0.06930693069306931,0.26953125,0.30859375,1.751765291158875
256,59,54,0.1134020618556701,0.23828125,0.375,1.5603072546555077
256,60,54,0.08,0.23828125,0.30859375,1.6726426033789359
256,61,54,0.10204081632653061,0.23046875,0.34765625,1.6105832814709113
256,62,54,0.10204081632653061,0.26953125,0.328125,1.6182757231106497
256,63,54,0.1134020618556701,0.28515625,0.3359375,1.575717332742079
