branch_id,primitive_owner_id,d_over_a,topological_word_length,cyclic_word,repetition_index,branch_class,physical_primitive_eigenvalue_sign,physical_repetition_eigenvalue_sign,direct_trace_magnitude,unstable_multiplier_magnitude,unstable_multiplier_power,universal_half_density,source_half_density_r1,source_half_density_relative_residual_r1,positive_convention_exact_stability_amplitude,physical_sign_exact_stability_amplitude,positive_amplitude_over_half_density,physical_amplitude_over_half_density,relative_leading_factor_error,trace_reconstruction_relative_residual,positive_formula_relative_residual,physical_formula_relative_residual,theorem_id,theorem_evidence_status,ledger_evidence_status,arithmetic_owner_status,half_density_arithmetic_verdict,prime_or_zero_tables_used,formal_route_a_tuple,a2_evaluation,route_b_invocation_allowed
Dda8ec5fab7cd7412-R2,Dda8ec5fab7cd7412,5.8,3,012,2,REPETITION,-1,1,1445.2273382788207858142363850765,1445.2266463458270727223742079294527385284896076429,2088680.0593080063169327062955933054707930361647363,0.00069193299371309186217714704726147151039235709141015,,,0.0006919333249908870933573762480005264285106036590937,0.0006919333249908870933573762480005264285106036590937,1.0000004787714970107982274520165217640415794510571,1.0000004787714970107982274520165217640415794510571,0.00000047877126778876162246885370912875615113037900993314,0,1.0082245138230959895150848460467344688015153272375e-101,1.0082245138230959895150848460467344688015153272375e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
Dda8ec5fab7cd7412-R3,Dda8ec5fab7cd7412,5.8,3,012,3,REPETITION,-1,-1,1445.2273382788207858142363850765,1445.2266463458270727223742079294527385284896076429,3018616077.4031131611315509014864027178275988945573,0.000018201033943842042516625576656111641416990968767445,,,0.000018201033949871638027668443443595243718534914774728,0.000018201033937812447009577650168709260826235789308516,1.0000000003312776367346350886669403861848472107729,0.99999999966872236348485465638860522082049041478287,3.3127763662489021610281156067947798219551205170542e-10,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
Da65eb46f5dd82534-R1,Da65eb46f5dd82534,5.8,3,021,1,PRIMITIVE,-1,-1,1445.2273382788207858142363850765,1445.2266463458270727223742079294527385284896076429,1445.2266463458270727223742079294527385284896076429,0.02630461924668539774941164486123223626128885225756,0.0263046192466854,8.5558674468263232744994644201094041896565598660107e-17,0.026322832883245311094989308160142802452031763807786,0.026286430797929354473080841943610670354842311540105,1.0006924120964878978915848282645222904700900547162,0.99930854544650612370487007576852123761306884739805,0.00069193299371309186217714704726147151039235709141015,0,8.4808396516437697889496853795355110733819556399534e-102,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
Da65eb46f5dd82534-R2,Da65eb46f5dd82534,5.8,3,021,2,REPETITION,-1,1,1445.2273382788207858142363850765,1445.2266463458270727223742079294527385284896076429,2088680.0593080063169327062955933054707930361647363,0.00069193299371309186217714704726147151039235709141015,,,0.0006919333249908870933573762480005264285106036590937,0.0006919333249908870933573762480005264285106036590937,1.0000004787714970107982274520165217640415794510571,1.0000004787714970107982274520165217640415794510571,0.00000047877126778876162246885370912875615113037900993314,0,1.0082245138230959895150848460467344688015153272375e-101,1.0082245138230959895150848460467344688015153272375e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
Da65eb46f5dd82534-R3,Da65eb46f5dd82534,5.8,3,021,3,REPETITION,-1,-1,1445.2273382788207858142363850765,1445.2266463458270727223742079294527385284896076429,3018616077.4031131611315509014864027178275988945573,0.000018201033943842042516625576656111641416990968767445,,,0.000018201033949871638027668443443595243718534914774728,0.000018201033937812447009577650168709260826235789308516,1.0000000003312776367346350886669403861848472107729,0.99999999966872236348485465638860522082049041478287,3.3127763662489021610281156067947798219551205170542e-10,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D33ddbbab5b342f14-R1,D33ddbbab5b342f14,5.8,4,0102,1,PRIMITIVE,1,1,13143.911101735212711798158646377,13143.91102565435686545268556087064481493782727522,13143.91102565435686545268556087064481493782727522,0.0087224340551445542634420902623827797739348202394245,0.00872243405514455,4.887904068185847839543578400511991106335847462015e-16,0.0087230977158844100507030396339185238172096310522615,0.0087230977158844100507030396339185238172096310522615,1.0000760866445833838536350895204409808015374270843,1.0000760866445833838536350895204409808015374270843,0.000076080855846345473085506355185062172724780437321637,0,1.2795897290781735334519172023964237284594956109419e-101,1.2795897290781735334519172023964237284594956109419e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D33ddbbab5b342f14-R2,D33ddbbab5b342f14,5.8,4,0102,2,REPETITION,1,1,13143.911101735212711798158646377,13143.91102565435686545268556087064481493782727522,172762397.05031816746164417362613701799792987306489,0.000076080855846345473085506355185062172724780437321637,,,0.000076080856286724036856909657366276051274148491503187,0.000076080856286724036856909657366276051274148491503187,1.0000000057882966598167781798630747047502632785928,1.0000000057882966598167781798630747047502632785928,5.7882966263124001517502830331559889126441817127662e-9,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D33ddbbab5b342f14-R3,D33ddbbab5b342f14,5.8,4,0102,3,REPETITION,1,1,13143.911101735212711798158646377,13143.91102565435686545268556087064481493782727522,2.2707735754081527016588396042704233812467664558073e+12,0.00000066361024797870741381501887601379114456302713979103,,,0.0000006636102479789996535412362824409174432431680631526,0.0000006636102479789996535412362824409174432431680631526,1.0000000000004403785612225554804800843417402961523,1.0000000000004403785612225554804800843417402961523,4.4037856122236154720289997909883123474327262970282e-13,0,1.0266170187637961676868369375030636260329549092845e-101,1.0266170187637961676868369375030636260329549092845e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D32aefcfc15ad5114-R1,D32aefcfc15ad5114,5.8,4,0121,1,PRIMITIVE,1,1,13143.911101735212711798158646377,13143.91102565435686545268556087064481493782727522,13143.91102565435686545268556087064481493782727522,0.0087224340551445542634420902623827797739348202394245,0.00872243405514455,4.887904068185847839543578400511991106335847462015e-16,0.0087230977158844100507030396339185238172096310522615,0.0087230977158844100507030396339185238172096310522615,1.0000760866445833838536350895204409808015374270843,1.0000760866445833838536350895204409808015374270843,0.000076080855846345473085506355185062172724780437321637,0,1.2795897290781735334519172023964237284594956109419e-101,1.2795897290781735334519172023964237284594956109419e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D32aefcfc15ad5114-R2,D32aefcfc15ad5114,5.8,4,0121,2,REPETITION,1,1,13143.911101735212711798158646377,13143.91102565435686545268556087064481493782727522,172762397.05031816746164417362613701799792987306489,0.000076080855846345473085506355185062172724780437321637,,,0.000076080856286724036856909657366276051274148491503187,0.000076080856286724036856909657366276051274148491503187,1.0000000057882966598167781798630747047502632785928,1.0000000057882966598167781798630747047502632785928,5.7882966263124001517502830331559889126441817127662e-9,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D32aefcfc15ad5114-R3,D32aefcfc15ad5114,5.8,4,0121,3,REPETITION,1,1,13143.911101735212711798158646377,13143.91102565435686545268556087064481493782727522,2.2707735754081527016588396042704233812467664558073e+12,0.00000066361024797870741381501887601379114456302713979103,,,0.0000006636102479789996535412362824409174432431680631526,0.0000006636102479789996535412362824409174432431680631526,1.0000000000004403785612225554804800843417402961523,1.0000000000004403785612225554804800843417402961523,4.4037856122236154720289997909883123474327262970282e-13,0,1.0266170187637961676868369375030636260329549092845e-101,1.0266170187637961676868369375030636260329549092845e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
Dafc342ac78f6bc17-R1,Dafc342ac78f6bc17,5.8,4,0212,1,PRIMITIVE,1,1,13143.911101735212711798158646377,13143.91102565435686545268556087064481493782727522,13143.91102565435686545268556087064481493782727522,0.0087224340551445542634420902623827797739348202394245,0.00872243405514455,4.887904068185847839543578400511991106335847462015e-16,0.0087230977158844100507030396339185238172096310522615,0.0087230977158844100507030396339185238172096310522615,1.0000760866445833838536350895204409808015374270843,1.0000760866445833838536350895204409808015374270843,0.000076080855846345473085506355185062172724780437321637,0,1.2795897290781735334519172023964237284594956109419e-101,1.2795897290781735334519172023964237284594956109419e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
Dafc342ac78f6bc17-R2,Dafc342ac78f6bc17,5.8,4,0212,2,REPETITION,1,1,13143.911101735212711798158646377,13143.91102565435686545268556087064481493782727522,172762397.05031816746164417362613701799792987306489,0.000076080855846345473085506355185062172724780437321637,,,0.000076080856286724036856909657366276051274148491503187,0.000076080856286724036856909657366276051274148491503187,1.0000000057882966598167781798630747047502632785928,1.0000000057882966598167781798630747047502632785928,5.7882966263124001517502830331559889126441817127662e-9,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
Dafc342ac78f6bc17-R3,Dafc342ac78f6bc17,5.8,4,0212,3,REPETITION,1,1,13143.911101735212711798158646377,13143.91102565435686545268556087064481493782727522,2.2707735754081527016588396042704233812467664558073e+12,0.00000066361024797870741381501887601379114456302713979103,,,0.0000006636102479789996535412362824409174432431680631526,0.0000006636102479789996535412362824409174432431680631526,1.0000000000004403785612225554804800843417402961523,1.0000000000004403785612225554804800843417402961523,4.4037856122236154720289997909883123474327262970282e-13,0,1.0266170187637961676868369375030636260329549092845e-101,1.0266170187637961676868369375030636260329549092845e-101,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D71ab2a835b435211-R1,D71ab2a835b435211,5.8,5,01012,1,PRIMITIVE,-1,-1,139324.42307833818383625381205947,139324.42307116069134816904409024181991133248096147,139324.42307116069134816904409024181991133248096147,0.002679084262968368818757676297290977425982053331149,0.00267908426296837,4.4091271783811567700557895648858784846146919693749e-16,0.0026791034922135589832459326769594045300512801102565,0.0026790650339992121988486187810289647144592052303256,1.0000071775440048529456991073094405723126607673398,0.99999282255902794389263531743989821520889004893794,0.0000071774924880847679692281800886675190385342121434544,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D71ab2a835b435211-R2,D71ab2a835b435211,5.8,5,01012,2,REPETITION,-1,1,139324.42307833818383625381205947,139324.42307116069134816904409024181991133248096147,19411294864.111773529793332341818383624996449928918,0.0000071774924880847679692281800886675190385342121434544,,,0.0000071774924884545265318949347711785518853592009081296,0.0000071774924884545265318949347711785518853592009081296,1.0000000000515163984191672123746693937607754081389,1.0000000000515163984191672123746693937607754081389,5.151639841651327306872374109725165334376981754448e-11,0,7.5934438161759463107839613668706163736687980071958e-102,7.5934438161759463107839613668706163736687980071958e-102,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D71ab2a835b435211-R3,D71ab2a835b435211,5.8,5,01012,3,REPETITION,-1,-1,139324.42307833818383625381205947,139324.42307116069134816904409024181991133248096147,2.7044674580065574170384862207783043603673209475081e+15,1.9229107172401584310609659336822539837693926718696e-8,,,1.9229107172401591420736688402730180945827462722784e-8,1.9229107172401577200482630270920156790261410741718e-8,1.0000000000000003697585626477061898001696733484825,0.99999999999999963024143735229408364261962924664147,3.6975856264770605307877502205086996431710956342794e-16,0,1.1071652474118378445767529522586528074606434489966e-101,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D618561cd19eda90a-R1,D618561cd19eda90a,5.8,5,01021,1,PRIMITIVE,-1,-1,139324.42307833818383625381205947,139324.42307116069134816904409024181991133248096147,139324.42307116069134816904409024181991133248096147,0.002679084262968368818757676297290977425982053331149,0.00267908426296837,4.4091271783811567700557895648858784846146919693749e-16,0.0026791034922135589832459326769594045300512801102565,0.0026790650339992121988486187810289647144592052303256,1.0000071775440048529456991073094405723126607673398,0.99999282255902794389263531743989821520889004893794,0.0000071774924880847679692281800886675190385342121434544,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D618561cd19eda90a-R2,D618561cd19eda90a,5.8,5,01021,2,REPETITION,-1,1,139324.42307833818383625381205947,139324.42307116069134816904409024181991133248096147,19411294864.111773529793332341818383624996449928918,0.0000071774924880847679692281800886675190385342121434544,,,0.0000071774924884545265318949347711785518853592009081296,0.0000071774924884545265318949347711785518853592009081296,1.0000000000515163984191672123746693937607754081389,1.0000000000515163984191672123746693937607754081389,5.151639841651327306872374109725165334376981754448e-11,0,7.5934438161759463107839613668706163736687980071958e-102,7.5934438161759463107839613668706163736687980071958e-102,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D618561cd19eda90a-R3,D618561cd19eda90a,5.8,5,01021,3,REPETITION,-1,-1,139324.42307833818383625381205947,139324.42307116069134816904409024181991133248096147,2.7044674580065574170384862207783043603673209475081e+15,1.9229107172401584310609659336822539837693926718696e-8,,,1.9229107172401591420736688402730180945827462722784e-8,1.9229107172401577200482630270920156790261410741718e-8,1.0000000000000003697585626477061898001696733484825,0.99999999999999963024143735229408364261962924664147,3.6975856264770605307877502205086996431710956342794e-16,0,1.1071652474118378445767529522586528074606434489966e-101,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D4941bc66c783dcec-R1,D4941bc66c783dcec,5.8,5,01202,1,PRIMITIVE,-1,-1,139324.42307833818383625381205947,139324.42307116069134816904409024181991133248096147,139324.42307116069134816904409024181991133248096147,0.002679084262968368818757676297290977425982053331149,0.00267908426296837,4.4091271783811567700557895648858784846146919693749e-16,0.0026791034922135589832459326769594045300512801102565,0.0026790650339992121988486187810289647144592052303256,1.0000071775440048529456991073094405723126607673398,0.99999282255902794389263531743989821520889004893794,0.0000071774924880847679692281800886675190385342121434544,0,0,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D4941bc66c783dcec-R2,D4941bc66c783dcec,5.8,5,01202,2,REPETITION,-1,1,139324.42307833818383625381205947,139324.42307116069134816904409024181991133248096147,19411294864.111773529793332341818383624996449928918,0.0000071774924880847679692281800886675190385342121434544,,,0.0000071774924884545265318949347711785518853592009081296,0.0000071774924884545265318949347711785518853592009081296,1.0000000000515163984191672123746693937607754081389,1.0000000000515163984191672123746693937607754081389,5.151639841651327306872374109725165334376981754448e-11,0,7.5934438161759463107839613668706163736687980071958e-102,7.5934438161759463107839613668706163736687980071958e-102,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
D4941bc66c783dcec-R3,D4941bc66c783dcec,5.8,5,01202,3,REPETITION,-1,-1,139324.42307833818383625381205947,139324.42307116069134816904409024181991133248096147,2.7044674580065574170384862207783043603673209475081e+15,1.9229107172401584310609659336822539837693926718696e-8,,,1.9229107172401591420736688402730180945827462722784e-8,1.9229107172401577200482630270920156790261410741718e-8,1.0000000000000003697585626477061898001696733484825,0.99999999999999963024143735229408364261962924664147,3.6975856264770605307877502205086996431710956342794e-16,0,1.1071652474118378445767529522586528074606434489966e-101,0,P25-UNIVERSAL-2D-HYPERBOLIC-STABILITY-AMPLITUDE,PROVED,NUMERICALLY_CERTIFIED,ABSENT_BY_CONSTRUCTION,STOP_SCOPED / PROVES_TOO_MUCH,false,UNASSIGNED,NOT_RUN,false
