candidate_id,graph_variant,cutoff,length,rotation_canonical_word,primitive_root_length,repetition_number,orientation_convention,mass,edge_quotient_word,source_oracle_free
SD-C23,full,31,2,2 3,2,1,directed_rotations_only_no_reflection,6,1 2,True
SD-C23,full,31,3,3 4 5,3,1,directed_rotations_only_no_reflection,60,1 1 2,True
SD-C23,full,31,4,2 3 4 5,4,1,directed_rotations_only_no_reflection,120,1 1 1 3,True
SD-C23,full,31,4,4 5 6 7,4,1,directed_rotations_only_no_reflection,840,1 1 1 2,True
SD-C23,full,31,5,2 3 4 5 3,5,1,directed_rotations_only_no_reflection,360,1 1 1 2 2,True
SD-C23,full,31,5,5 6 7 8 9,5,1,directed_rotations_only_no_reflection,15120,1 1 1 1 2,True
SD-C23,full,31,6,2 3 2 3 4 5,6,1,directed_rotations_only_no_reflection,720,1 2 1 1 1 3,True
SD-C23,full,31,6,2 3 4 5 6 7,6,1,directed_rotations_only_no_reflection,5040,1 1 1 1 1 4,True
SD-C23,full,31,6,3 4 5 6 7 8,6,1,directed_rotations_only_no_reflection,20160,1 1 1 1 1 3,True
SD-C23,full,31,6,6 7 8 9 10 11,6,1,directed_rotations_only_no_reflection,332640,1 1 1 1 1 2,True
SD-C23,full,31,7,2 3 2 3 4 5 3,7,1,directed_rotations_only_no_reflection,2160,1 2 1 1 1 2 2,True
SD-C23,full,31,7,2 3 4 5 3 4 5,7,1,directed_rotations_only_no_reflection,7200,1 1 1 2 1 1 3,True
SD-C23,full,31,7,3 4 5 6 7 4 5,7,1,directed_rotations_only_no_reflection,50400,1 1 1 1 2 1 2,True
SD-C23,full,31,7,7 8 9 10 11 12 13,7,1,directed_rotations_only_no_reflection,8648640,1 1 1 1 1 1 2,True
SD-C23,full,31,8,2 3 2 3 2 3 4 5,8,1,directed_rotations_only_no_reflection,4320,1 2 1 2 1 1 1 3,True
SD-C23,full,31,8,2 3 2 3 4 5 6 7,8,1,directed_rotations_only_no_reflection,30240,1 2 1 1 1 1 1 4,True
SD-C23,full,31,8,2 3 4 5 3 4 5 3,8,1,directed_rotations_only_no_reflection,21600,1 1 1 2 1 1 2 2,True
SD-C23,full,31,8,2 3 4 5 6 7 4 5,8,1,directed_rotations_only_no_reflection,100800,1 1 1 1 1 2 1 3,True
SD-C23,full,31,8,2 3 4 5 6 7 8 3,8,1,directed_rotations_only_no_reflection,120960,1 1 1 1 1 1 3 2,True
SD-C23,full,31,8,2 3 4 5 6 7 8 9,8,1,directed_rotations_only_no_reflection,362880,1 1 1 1 1 1 1 5,True
SD-C23,full,31,8,3 4 5 6 7 8 9 5,8,1,directed_rotations_only_no_reflection,907200,1 1 1 1 1 1 2 2,True
SD-C23,full,31,8,4 5 6 7 8 9 10 11,8,1,directed_rotations_only_no_reflection,6652800,1 1 1 1 1 1 1 3,True
SD-C23,full,31,8,8 9 10 11 12 13 14 15,8,1,directed_rotations_only_no_reflection,259459200,1 1 1 1 1 1 1 2,True
SD-C23,full,31,9,2 3 2 3 2 3 4 5 3,9,1,directed_rotations_only_no_reflection,12960,1 2 1 2 1 1 1 2 2,True
SD-C23,full,31,9,2 3 2 3 4 5 3 4 5,9,1,directed_rotations_only_no_reflection,43200,1 2 1 1 1 2 1 1 3,True
SD-C23,full,31,9,2 3 4 5 2 3 4 5 3,9,1,directed_rotations_only_no_reflection,43200,1 1 1 3 1 1 1 2 2,True
SD-C23,full,31,9,2 3 4 5 3 4 5 6 7,9,1,directed_rotations_only_no_reflection,302400,1 1 1 2 1 1 1 1 4,True
SD-C23,full,31,9,2 3 4 5 6 7 4 5 3,9,1,directed_rotations_only_no_reflection,302400,1 1 1 1 1 2 1 2 2,True
SD-C23,full,31,9,2 3 4 5 6 7 8 9 5,9,1,directed_rotations_only_no_reflection,1814400,1 1 1 1 1 1 1 2 3,True
SD-C23,full,31,9,3 4 5 3 4 5 6 7 8,9,1,directed_rotations_only_no_reflection,1209600,1 1 2 1 1 1 1 1 3,True
SD-C23,full,31,9,3 4 5 6 7 8 9 10 11,9,1,directed_rotations_only_no_reflection,19958400,1 1 1 1 1 1 1 1 4,True
SD-C23,full,31,9,4 5 6 7 8 9 5 6 7,9,1,directed_rotations_only_no_reflection,12700800,1 1 1 1 1 2 1 1 2,True
SD-C23,full,31,9,9 10 11 12 13 14 15 16 17,9,1,directed_rotations_only_no_reflection,8821612800,1 1 1 1 1 1 1 1 2,True
SD-C23,full,31,10,2 3 2 3 2 3 2 3 4 5,10,1,directed_rotations_only_no_reflection,25920,1 2 1 2 1 2 1 1 1 3,True
SD-C23,full,31,10,2 3 2 3 2 3 4 5 6 7,10,1,directed_rotations_only_no_reflection,181440,1 2 1 2 1 1 1 1 1 4,True
SD-C23,full,31,10,2 3 2 3 4 5 2 3 4 5,10,1,directed_rotations_only_no_reflection,86400,1 2 1 1 1 3 1 1 1 3,True
SD-C23,full,31,10,2 3 2 3 4 5 3 4 5 3,10,1,directed_rotations_only_no_reflection,129600,1 2 1 1 1 2 1 1 2 2,True
SD-C23,full,31,10,2 3 2 3 4 5 6 7 4 5,10,1,directed_rotations_only_no_reflection,604800,1 2 1 1 1 1 1 2 1 3,True
SD-C23,full,31,10,2 3 2 3 4 5 6 7 8 3,10,1,directed_rotations_only_no_reflection,725760,1 2 1 1 1 1 1 1 3 2,True
SD-C23,full,31,10,2 3 2 3 4 5 6 7 8 9,10,1,directed_rotations_only_no_reflection,2177280,1 2 1 1 1 1 1 1 1 5,True
SD-C23,full,31,10,2 3 4 5 2 3 4 5 6 7,10,1,directed_rotations_only_no_reflection,604800,1 1 1 3 1 1 1 1 1 4,True
SD-C23,full,31,10,2 3 4 5 3 4 5 3 4 5,10,1,directed_rotations_only_no_reflection,432000,1 1 1 2 1 1 2 1 1 3,True
SD-C23,full,31,10,2 3 4 5 6 7 4 5 6 7,10,1,directed_rotations_only_no_reflection,4233600,1 1 1 1 1 2 1 1 1 4,True
SD-C23,full,31,10,2 3 4 5 6 7 8 3 4 5,10,1,directed_rotations_only_no_reflection,2419200,1 1 1 1 1 1 3 1 1 3,True
SD-C23,full,31,10,2 3 4 5 6 7 8 9 5 3,10,1,directed_rotations_only_no_reflection,5443200,1 1 1 1 1 1 1 2 2 2,True
SD-C23,full,31,10,2 3 4 5 6 7 8 9 10 11,10,1,directed_rotations_only_no_reflection,39916800,1 1 1 1 1 1 1 1 1 6,True
SD-C23,full,31,10,3 4 5 3 4 5 6 7 4 5,10,1,directed_rotations_only_no_reflection,3024000,1 1 2 1 1 1 1 2 1 2,True
SD-C23,full,31,10,3 4 5 6 7 4 5 6 7 8,10,1,directed_rotations_only_no_reflection,16934400,1 1 1 1 2 1 1 1 1 3,True
SD-C23,full,31,10,4 5 6 7 8 9 10 11 6 7,10,1,directed_rotations_only_no_reflection,279417600,1 1 1 1 1 1 1 2 1 2,True
SD-C23,full,31,10,5 6 7 8 9 10 11 12 13 14,10,1,directed_rotations_only_no_reflection,3632428800,1 1 1 1 1 1 1 1 1 3,True
SD-C23,full,31,10,10 11 12 13 14 15 16 17 18 19,10,1,directed_rotations_only_no_reflection,335221286400,1 1 1 1 1 1 1 1 1 2,True
SD-C23,full,31,11,2 3 2 3 2 3 2 3 4 5 3,11,1,directed_rotations_only_no_reflection,77760,1 2 1 2 1 2 1 1 1 2 2,True
SD-C23,full,31,11,2 3 2 3 2 3 4 5 3 4 5,11,1,directed_rotations_only_no_reflection,259200,1 2 1 2 1 1 1 2 1 1 3,True
SD-C23,full,31,11,2 3 2 3 4 5 2 3 4 5 3,11,1,directed_rotations_only_no_reflection,259200,1 2 1 1 1 3 1 1 1 2 2,True
SD-C23,full,31,11,2 3 2 3 4 5 3 2 3 4 5,11,1,directed_rotations_only_no_reflection,259200,1 2 1 1 1 2 2 1 1 1 3,True
SD-C23,full,31,11,2 3 2 3 4 5 3 4 5 6 7,11,1,directed_rotations_only_no_reflection,1814400,1 2 1 1 1 2 1 1 1 1 4,True
SD-C23,full,31,11,2 3 2 3 4 5 6 7 4 5 3,11,1,directed_rotations_only_no_reflection,1814400,1 2 1 1 1 1 1 2 1 2 2,True
SD-C23,full,31,11,2 3 2 3 4 5 6 7 8 9 5,11,1,directed_rotations_only_no_reflection,10886400,1 2 1 1 1 1 1 1 1 2 3,True
SD-C23,full,31,11,2 3 4 5 2 3 4 5 3 4 5,11,1,directed_rotations_only_no_reflection,864000,1 1 1 3 1 1 1 2 1 1 3,True
SD-C23,full,31,11,2 3 4 5 3 2 3 4 5 6 7,11,1,directed_rotations_only_no_reflection,1814400,1 1 1 2 2 1 1 1 1 1 4,True
SD-C23,full,31,11,2 3 4 5 3 4 5 3 4 5 3,11,1,directed_rotations_only_no_reflection,1296000,1 1 1 2 1 1 2 1 1 2 2,True
SD-C23,full,31,11,2 3 4 5 3 4 5 6 7 4 5,11,1,directed_rotations_only_no_reflection,6048000,1 1 1 2 1 1 1 1 2 1 3,True
SD-C23,full,31,11,2 3 4 5 3 4 5 6 7 8 3,11,1,directed_rotations_only_no_reflection,7257600,1 1 1 2 1 1 1 1 1 3 2,True
SD-C23,full,31,11,2 3 4 5 3 4 5 6 7 8 9,11,1,directed_rotations_only_no_reflection,21772800,1 1 1 2 1 1 1 1 1 1 5,True
SD-C23,full,31,11,2 3 4 5 6 7 4 5 3 4 5,11,1,directed_rotations_only_no_reflection,6048000,1 1 1 1 1 2 1 2 1 1 3,True
SD-C23,full,31,11,2 3 4 5 6 7 8 3 4 5 3,11,1,directed_rotations_only_no_reflection,7257600,1 1 1 1 1 1 3 1 1 2 2,True
SD-C23,full,31,11,2 3 4 5 6 7 8 9 5 6 7,11,1,directed_rotations_only_no_reflection,76204800,1 1 1 1 1 1 1 2 1 1 4,True
SD-C23,full,31,11,2 3 4 5 6 7 8 9 10 11 3,11,1,directed_rotations_only_no_reflection,119750400,1 1 1 1 1 1 1 1 1 4 2,True
SD-C23,full,31,11,3 4 5 3 4 5 6 7 8 9 5,11,1,directed_rotations_only_no_reflection,54432000,1 1 2 1 1 1 1 1 1 2 2,True
SD-C23,full,31,11,3 4 5 6 7 4 5 6 7 4 5,11,1,directed_rotations_only_no_reflection,42336000,1 1 1 1 2 1 1 1 2 1 2,True
SD-C23,full,31,11,3 4 5 6 7 8 9 5 6 7 8,11,1,directed_rotations_only_no_reflection,304819200,1 1 1 1 1 1 2 1 1 1 3,True
SD-C23,full,31,11,3 4 5 6 7 8 9 10 11 4 5,11,1,directed_rotations_only_no_reflection,399168000,1 1 1 1 1 1 1 1 3 1 2,True
SD-C23,full,31,11,4 5 6 7 8 9 10 11 12 13 7,11,1,directed_rotations_only_no_reflection,7264857600,1 1 1 1 1 1 1 1 1 2 2,True
SD-C23,full,31,11,5 6 7 8 9 10 11 6 7 8 9,11,1,directed_rotations_only_no_reflection,5029516800,1 1 1 1 1 1 2 1 1 1 2,True
SD-C23,full,31,11,11 12 13 14 15 16 17 18 19 20 21,11,1,directed_rotations_only_no_reflection,14079294028800,1 1 1 1 1 1 1 1 1 1 2,True
SD-C23,full,31,12,2 3 2 3 2 3 2 3 2 3 4 5,12,1,directed_rotations_only_no_reflection,155520,1 2 1 2 1 2 1 2 1 1 1 3,True
SD-C23,full,31,12,2 3 2 3 2 3 2 3 4 5 6 7,12,1,directed_rotations_only_no_reflection,1088640,1 2 1 2 1 2 1 1 1 1 1 4,True
SD-C23,full,31,12,2 3 2 3 2 3 4 5 2 3 4 5,12,1,directed_rotations_only_no_reflection,518400,1 2 1 2 1 1 1 3 1 1 1 3,True
SD-C23,full,31,12,2 3 2 3 2 3 4 5 3 4 5 3,12,1,directed_rotations_only_no_reflection,777600,1 2 1 2 1 1 1 2 1 1 2 2,True
SD-C23,full,31,12,2 3 2 3 2 3 4 5 6 7 4 5,12,1,directed_rotations_only_no_reflection,3628800,1 2 1 2 1 1 1 1 1 2 1 3,True
SD-C23,full,31,12,2 3 2 3 2 3 4 5 6 7 8 3,12,1,directed_rotations_only_no_reflection,4354560,1 2 1 2 1 1 1 1 1 1 3 2,True
SD-C23,full,31,12,2 3 2 3 2 3 4 5 6 7 8 9,12,1,directed_rotations_only_no_reflection,13063680,1 2 1 2 1 1 1 1 1 1 1 5,True
SD-C23,full,31,12,2 3 2 3 4 5 2 3 4 5 6 7,12,1,directed_rotations_only_no_reflection,3628800,1 2 1 1 1 3 1 1 1 1 1 4,True
SD-C23,full,31,12,2 3 2 3 4 5 3 2 3 4 5 3,12,1,directed_rotations_only_no_reflection,777600,1 2 1 1 1 2 2 1 1 1 2 2,True
SD-C23,full,31,12,2 3 2 3 4 5 3 4 5 3 4 5,12,1,directed_rotations_only_no_reflection,2592000,1 2 1 1 1 2 1 1 2 1 1 3,True
SD-C23,full,31,12,2 3 2 3 4 5 6 7 2 3 4 5,12,1,directed_rotations_only_no_reflection,3628800,1 2 1 1 1 1 1 4 1 1 1 3,True
SD-C23,full,31,12,2 3 2 3 4 5 6 7 4 5 6 7,12,1,directed_rotations_only_no_reflection,25401600,1 2 1 1 1 1 1 2 1 1 1 4,True
SD-C23,full,31,12,2 3 2 3 4 5 6 7 8 3 4 5,12,1,directed_rotations_only_no_reflection,14515200,1 2 1 1 1 1 1 1 3 1 1 3,True
SD-C23,full,31,12,2 3 2 3 4 5 6 7 8 9 5 3,12,1,directed_rotations_only_no_reflection,32659200,1 2 1 1 1 1 1 1 1 2 2 2,True
SD-C23,full,31,12,2 3 2 3 4 5 6 7 8 9 10 11,12,1,directed_rotations_only_no_reflection,239500800,1 2 1 1 1 1 1 1 1 1 1 6,True
SD-C23,full,31,12,2 3 4 5 2 3 4 5 3 4 5 3,12,1,directed_rotations_only_no_reflection,2592000,1 1 1 3 1 1 1 2 1 1 2 2,True
SD-C23,full,31,12,2 3 4 5 2 3 4 5 6 7 4 5,12,1,directed_rotations_only_no_reflection,12096000,1 1 1 3 1 1 1 1 1 2 1 3,True
SD-C23,full,31,12,2 3 4 5 2 3 4 5 6 7 8 3,12,1,directed_rotations_only_no_reflection,14515200,1 1 1 3 1 1 1 1 1 1 3 2,True
SD-C23,full,31,12,2 3 4 5 2 3 4 5 6 7 8 9,12,1,directed_rotations_only_no_reflection,43545600,1 1 1 3 1 1 1 1 1 1 1 5,True
SD-C23,full,31,12,2 3 4 5 3 2 3 4 5 3 4 5,12,1,directed_rotations_only_no_reflection,2592000,1 1 1 2 2 1 1 1 2 1 1 3,True
SD-C23,full,31,12,2 3 4 5 3 4 5 3 4 5 6 7,12,1,directed_rotations_only_no_reflection,18144000,1 1 1 2 1 1 2 1 1 1 1 4,True
SD-C23,full,31,12,2 3 4 5 3 4 5 6 7 4 5 3,12,1,directed_rotations_only_no_reflection,18144000,1 1 1 2 1 1 1 1 2 1 2 2,True
SD-C23,full,31,12,2 3 4 5 3 4 5 6 7 8 9 5,12,1,directed_rotations_only_no_reflection,108864000,1 1 1 2 1 1 1 1 1 1 2 3,True
SD-C23,full,31,12,2 3 4 5 6 7 4 5 3 4 5 3,12,1,directed_rotations_only_no_reflection,18144000,1 1 1 1 1 2 1 2 1 1 2 2,True
SD-C23,full,31,12,2 3 4 5 6 7 4 5 6 7 4 5,12,1,directed_rotations_only_no_reflection,84672000,1 1 1 1 1 2 1 1 1 2 1 3,True
SD-C23,full,31,12,2 3 4 5 6 7 4 5 6 7 8 3,12,1,directed_rotations_only_no_reflection,101606400,1 1 1 1 1 2 1 1 1 1 3 2,True
SD-C23,full,31,12,2 3 4 5 6 7 4 5 6 7 8 9,12,1,directed_rotations_only_no_reflection,304819200,1 1 1 1 1 2 1 1 1 1 1 5,True
SD-C23,full,31,12,2 3 4 5 6 7 8 3 4 5 6 7,12,1,directed_rotations_only_no_reflection,101606400,1 1 1 1 1 1 3 1 1 1 1 4,True
SD-C23,full,31,12,2 3 4 5 6 7 8 9 5 3 4 5,12,1,directed_rotations_only_no_reflection,108864000,1 1 1 1 1 1 1 2 2 1 1 3,True
SD-C23,full,31,12,2 3 4 5 6 7 8 9 10 11 4 5,12,1,directed_rotations_only_no_reflection,798336000,1 1 1 1 1 1 1 1 1 3 1 3,True
SD-C23,full,31,12,2 3 4 5 6 7 8 9 10 11 6 7,12,1,directed_rotations_only_no_reflection,1676505600,1 1 1 1 1 1 1 1 1 2 1 4,True
SD-C23,full,31,12,2 3 4 5 6 7 8 9 10 11 12 13,12,1,directed_rotations_only_no_reflection,6227020800,1 1 1 1 1 1 1 1 1 1 1 7,True
SD-C23,full,31,12,3 4 5 3 4 5 3 4 5 6 7 8,12,1,directed_rotations_only_no_reflection,72576000,1 1 2 1 1 2 1 1 1 1 1 3,True
SD-C23,full,31,12,3 4 5 3 4 5 6 7 8 9 10 11,12,1,directed_rotations_only_no_reflection,1197504000,1 1 2 1 1 1 1 1 1 1 1 4,True
SD-C23,full,31,12,3 4 5 6 7 4 5 6 7 8 9 5,12,1,directed_rotations_only_no_reflection,762048000,1 1 1 1 2 1 1 1 1 1 2 2,True
SD-C23,full,31,12,3 4 5 6 7 8 9 5 6 7 4 5,12,1,directed_rotations_only_no_reflection,762048000,1 1 1 1 1 1 2 1 1 2 1 2,True
SD-C23,full,31,12,3 4 5 6 7 8 9 10 11 6 7 8,12,1,directed_rotations_only_no_reflection,6706022400,1 1 1 1 1 1 1 1 2 1 1 3,True
SD-C23,full,31,12,3 4 5 6 7 8 9 10 11 12 13 14,12,1,directed_rotations_only_no_reflection,43589145600,1 1 1 1 1 1 1 1 1 1 1 5,True
SD-C23,full,31,12,4 5 6 7 4 5 6 7 8 9 10 11,12,1,directed_rotations_only_no_reflection,5588352000,1 1 1 2 1 1 1 1 1 1 1 3,True
SD-C23,full,31,12,4 5 6 7 8 9 10 11 12 13 14 15,12,1,directed_rotations_only_no_reflection,217945728000,1 1 1 1 1 1 1 1 1 1 1 4,True
SD-C23,full,31,12,5 6 7 8 9 10 11 12 13 7 8 9,12,1,directed_rotations_only_no_reflection,130767436800,1 1 1 1 1 1 1 1 2 1 1 2,True
SD-C23,full,31,12,6 7 8 9 10 11 12 13 14 15 16 17,12,1,directed_rotations_only_no_reflection,2964061900800,1 1 1 1 1 1 1 1 1 1 1 3,True
SD-C23,full,31,12,12 13 14 15 16 17 18 19 20 21 22 23,12,1,directed_rotations_only_no_reflection,647647525324800,1 1 1 1 1 1 1 1 1 1 1 2,True
SD-C23,full,31,13,2 3 2 3 2 3 2 3 2 3 4 5 3,13,1,directed_rotations_only_no_reflection,466560,1 2 1 2 1 2 1 2 1 1 1 2 2,True
SD-C23,full,31,13,2 3 2 3 2 3 2 3 4 5 3 4 5,13,1,directed_rotations_only_no_reflection,1555200,1 2 1 2 1 2 1 1 1 2 1 1 3,True
SD-C23,full,31,13,2 3 2 3 2 3 4 5 2 3 4 5 3,13,1,directed_rotations_only_no_reflection,1555200,1 2 1 2 1 1 1 3 1 1 1 2 2,True
SD-C23,full,31,13,2 3 2 3 2 3 4 5 3 2 3 4 5,13,1,directed_rotations_only_no_reflection,1555200,1 2 1 2 1 1 1 2 2 1 1 1 3,True
SD-C23,full,31,13,2 3 2 3 2 3 4 5 3 4 5 6 7,13,1,directed_rotations_only_no_reflection,10886400,1 2 1 2 1 1 1 2 1 1 1 1 4,True
SD-C23,full,31,13,2 3 2 3 2 3 4 5 6 7 4 5 3,13,1,directed_rotations_only_no_reflection,10886400,1 2 1 2 1 1 1 1 1 2 1 2 2,True
SD-C23,full,31,13,2 3 2 3 2 3 4 5 6 7 8 9 5,13,1,directed_rotations_only_no_reflection,65318400,1 2 1 2 1 1 1 1 1 1 1 2 3,True
SD-C23,full,31,13,2 3 2 3 4 5 2 3 2 3 4 5 3,13,1,directed_rotations_only_no_reflection,1555200,1 2 1 1 1 3 1 2 1 1 1 2 2,True
SD-C23,full,31,13,2 3 2 3 4 5 2 3 4 5 3 4 5,13,1,directed_rotations_only_no_reflection,5184000,1 2 1 1 1 3 1 1 1 2 1 1 3,True
SD-C23,full,31,13,2 3 2 3 4 5 3 2 3 4 5 6 7,13,1,directed_rotations_only_no_reflection,10886400,1 2 1 1 1 2 2 1 1 1 1 1 4,True
SD-C23,full,31,13,2 3 2 3 4 5 3 4 5 2 3 4 5,13,1,directed_rotations_only_no_reflection,5184000,1 2 1 1 1 2 1 1 3 1 1 1 3,True
SD-C23,full,31,13,2 3 2 3 4 5 3 4 5 3 4 5 3,13,1,directed_rotations_only_no_reflection,7776000,1 2 1 1 1 2 1 1 2 1 1 2 2,True
SD-C23,full,31,13,2 3 2 3 4 5 3 4 5 6 7 4 5,13,1,directed_rotations_only_no_reflection,36288000,1 2 1 1 1 2 1 1 1 1 2 1 3,True
SD-C23,full,31,13,2 3 2 3 4 5 3 4 5 6 7 8 3,13,1,directed_rotations_only_no_reflection,43545600,1 2 1 1 1 2 1 1 1 1 1 3 2,True
SD-C23,full,31,13,2 3 2 3 4 5 3 4 5 6 7 8 9,13,1,directed_rotations_only_no_reflection,130636800,1 2 1 1 1 2 1 1 1 1 1 1 5,True
SD-C23,full,31,13,2 3 2 3 4 5 6 7 2 3 4 5 3,13,1,directed_rotations_only_no_reflection,10886400,1 2 1 1 1 1 1 4 1 1 1 2 2,True
SD-C23,full,31,13,2 3 2 3 4 5 6 7 4 5 3 4 5,13,1,directed_rotations_only_no_reflection,36288000,1 2 1 1 1 1 1 2 1 2 1 1 3,True
SD-C23,full,31,13,2 3 2 3 4 5 6 7 8 3 4 5 3,13,1,directed_rotations_only_no_reflection,43545600,1 2 1 1 1 1 1 1 3 1 1 2 2,True
SD-C23,full,31,13,2 3 2 3 4 5 6 7 8 9 5 6 7,13,1,directed_rotations_only_no_reflection,457228800,1 2 1 1 1 1 1 1 1 2 1 1 4,True
SD-C23,full,31,13,2 3 2 3 4 5 6 7 8 9 10 11 3,13,1,directed_rotations_only_no_reflection,718502400,1 2 1 1 1 1 1 1 1 1 1 4 2,True
SD-C23,full,31,13,2 3 4 5 2 3 4 5 2 3 4 5 3,13,1,directed_rotations_only_no_reflection,5184000,1 1 1 3 1 1 1 3 1 1 1 2 2,True
SD-C23,full,31,13,2 3 4 5 2 3 4 5 3 4 5 6 7,13,1,directed_rotations_only_no_reflection,36288000,1 1 1 3 1 1 1 2 1 1 1 1 4,True
SD-C23,full,31,13,2 3 4 5 2 3 4 5 6 7 4 5 3,13,1,directed_rotations_only_no_reflection,36288000,1 1 1 3 1 1 1 1 1 2 1 2 2,True
SD-C23,full,31,13,2 3 4 5 2 3 4 5 6 7 8 9 5,13,1,directed_rotations_only_no_reflection,217728000,1 1 1 3 1 1 1 1 1 1 1 2 3,True
SD-C23,full,31,13,2 3 4 5 3 2 3 4 5 3 4 5 3,13,1,directed_rotations_only_no_reflection,7776000,1 1 1 2 2 1 1 1 2 1 1 2 2,True
SD-C23,full,31,13,2 3 4 5 3 2 3 4 5 6 7 4 5,13,1,directed_rotations_only_no_reflection,36288000,1 1 1 2 2 1 1 1 1 1 2 1 3,True
SD-C23,full,31,13,2 3 4 5 3 2 3 4 5 6 7 8 3,13,1,directed_rotations_only_no_reflection,43545600,1 1 1 2 2 1 1 1 1 1 1 3 2,True
SD-C23,full,31,13,2 3 4 5 3 2 3 4 5 6 7 8 9,13,1,directed_rotations_only_no_reflection,130636800,1 1 1 2 2 1 1 1 1 1 1 1 5,True
SD-C23,full,31,13,2 3 4 5 3 4 5 2 3 4 5 6 7,13,1,directed_rotations_only_no_reflection,36288000,1 1 1 2 1 1 3 1 1 1 1 1 4,True
SD-C23,full,31,13,2 3 4 5 3 4 5 3 4 5 3 4 5,13,1,directed_rotations_only_no_reflection,25920000,1 1 1 2 1 1 2 1 1 2 1 1 3,True
SD-C23,full,31,13,2 3 4 5 3 4 5 6 7 4 5 6 7,13,1,directed_rotations_only_no_reflection,254016000,1 1 1 2 1 1 1 1 2 1 1 1 4,True
SD-C23,full,31,13,2 3 4 5 3 4 5 6 7 8 3 4 5,13,1,directed_rotations_only_no_reflection,145152000,1 1 1 2 1 1 1 1 1 3 1 1 3,True
SD-C23,full,31,13,2 3 4 5 3 4 5 6 7 8 9 5 3,13,1,directed_rotations_only_no_reflection,326592000,1 1 1 2 1 1 1 1 1 1 2 2 2,True
SD-C23,full,31,13,2 3 4 5 3 4 5 6 7 8 9 10 11,13,1,directed_rotations_only_no_reflection,2395008000,1 1 1 2 1 1 1 1 1 1 1 1 6,True
SD-C23,full,31,13,2 3 4 5 6 7 4 5 3 4 5 6 7,13,1,directed_rotations_only_no_reflection,254016000,1 1 1 1 1 2 1 2 1 1 1 1 4,True
SD-C23,full,31,13,2 3 4 5 6 7 4 5 6 7 4 5 3,13,1,directed_rotations_only_no_reflection,254016000,1 1 1 1 1 2 1 1 1 2 1 2 2,True
SD-C23,full,31,13,2 3 4 5 6 7 4 5 6 7 8 9 5,13,1,directed_rotations_only_no_reflection,1524096000,1 1 1 1 1 2 1 1 1 1 1 2 3,True
SD-C23,full,31,13,2 3 4 5 6 7 8 3 4 5 3 4 5,13,1,directed_rotations_only_no_reflection,145152000,1 1 1 1 1 1 3 1 1 2 1 1 3,True
SD-C23,full,31,13,2 3 4 5 6 7 8 9 5 3 4 5 3,13,1,directed_rotations_only_no_reflection,326592000,1 1 1 1 1 1 1 2 2 1 1 2 2,True
SD-C23,full,31,13,2 3 4 5 6 7 8 9 5 6 7 4 5,13,1,directed_rotations_only_no_reflection,1524096000,1 1 1 1 1 1 1 2 1 1 2 1 3,True
SD-C23,full,31,13,2 3 4 5 6 7 8 9 5 6 7 8 3,13,1,directed_rotations_only_no_reflection,1828915200,1 1 1 1 1 1 1 2 1 1 1 3 2,True
SD-C23,full,31,13,2 3 4 5 6 7 8 9 5 6 7 8 9,13,1,directed_rotations_only_no_reflection,5486745600,1 1 1 1 1 1 1 2 1 1 1 1 5,True
SD-C23,full,31,13,2 3 4 5 6 7 8 9 10 11 3 4 5,13,1,directed_rotations_only_no_reflection,2395008000,1 1 1 1 1 1 1 1 1 4 1 1 3,True
SD-C23,full,31,13,2 3 4 5 6 7 8 9 10 11 4 5 3,13,1,directed_rotations_only_no_reflection,2395008000,1 1 1 1 1 1 1 1 1 3 1 2 2,True
SD-C23,full,31,13,2 3 4 5 6 7 8 9 10 11 12 13 7,13,1,directed_rotations_only_no_reflection,43589145600,1 1 1 1 1 1 1 1 1 1 1 2 4,True
SD-C23,full,31,13,3 4 5 3 4 5 3 4 5 6 7 4 5,13,1,directed_rotations_only_no_reflection,181440000,1 1 2 1 1 2 1 1 1 1 2 1 2,True
SD-C23,full,31,13,3 4 5 3 4 5 6 7 4 5 6 7 8,13,1,directed_rotations_only_no_reflection,1016064000,1 1 2 1 1 1 1 2 1 1 1 1 3,True
SD-C23,full,31,13,3 4 5 6 7 4 5 3 4 5 6 7 8,13,1,directed_rotations_only_no_reflection,1016064000,1 1 1 1 2 1 2 1 1 1 1 1 3,True
SD-C23,full,31,13,3 4 5 6 7 4 5 6 7 8 9 10 11,13,1,directed_rotations_only_no_reflection,16765056000,1 1 1 1 2 1 1 1 1 1 1 1 4,True
SD-C23,full,31,13,3 4 5 6 7 8 9 5 6 7 8 9 5,13,1,directed_rotations_only_no_reflection,13716864000,1 1 1 1 1 1 2 1 1 1 1 2 2,True
SD-C23,full,31,13,3 4 5 6 7 8 9 10 11 6 7 4 5,13,1,directed_rotations_only_no_reflection,16765056000,1 1 1 1 1 1 1 1 2 1 2 1 2,True
SD-C23,full,31,13,3 4 5 6 7 8 9 10 11 12 13 7 8,13,1,directed_rotations_only_no_reflection,174356582400,1 1 1 1 1 1 1 1 1 1 2 1 3,True
SD-C23,full,31,13,3 4 5 6 7 8 9 10 11 12 13 14 5,13,1,directed_rotations_only_no_reflection,217945728000,1 1 1 1 1 1 1 1 1 1 1 3 2,True
