control_id,permutation_index,label_period_assignment,generic_theorem_signature_sha256,route_input_boundary_signature_sha256,theorem_signature_unchanged,route_input_signature_unchanged,arithmetic_specificity_selected,proves_too_much,boundary
LABEL-SWAP,15,prime-2->sqrt(2);composite-4->log(4);nonarith-sqrt2->log(2);neutral-37/29->37/29,4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,true,true,false,true,labels are controls only; no Route verdict is created
LABEL-SWAP,16,prime-2->sqrt(2);composite-4->log(4);nonarith-sqrt2->37/29;neutral-37/29->log(2),4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,true,true,false,true,labels are controls only; no Route verdict is created
LABEL-SWAP,17,prime-2->sqrt(2);composite-4->37/29;nonarith-sqrt2->log(2);neutral-37/29->log(4),4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,true,true,false,true,labels are controls only; no Route verdict is created
LABEL-SWAP,18,prime-2->sqrt(2);composite-4->37/29;nonarith-sqrt2->log(4);neutral-37/29->log(2),4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,true,true,false,true,labels are controls only; no Route verdict is created
LABEL-SWAP,19,prime-2->37/29;composite-4->log(2);nonarith-sqrt2->log(4);neutral-37/29->sqrt(2),4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,true,true,false,true,labels are controls only; no Route verdict is created
LABEL-SWAP,20,prime-2->37/29;composite-4->log(2);nonarith-sqrt2->sqrt(2);neutral-37/29->log(4),4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,true,true,false,true,labels are controls only; no Route verdict is created
LABEL-SWAP,21,prime-2->37/29;composite-4->log(4);nonarith-sqrt2->log(2);neutral-37/29->sqrt(2),4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,true,true,false,true,labels are controls only; no Route verdict is created
LABEL-SWAP,22,prime-2->37/29;composite-4->log(4);nonarith-sqrt2->sqrt(2);neutral-37/29->log(2),4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,true,true,false,true,labels are controls only; no Route verdict is created
LABEL-SWAP,23,prime-2->37/29;composite-4->sqrt(2);nonarith-sqrt2->log(2);neutral-37/29->log(4),4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,true,true,false,true,labels are controls only; no Route verdict is created
LABEL-SWAP,24,prime-2->37/29;composite-4->sqrt(2);nonarith-sqrt2->log(4);neutral-37/29->log(2),4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,4cae673ad7c09d77dd2bf40dd57d5bca5fd919ecb4b794227ea87bc872b4c939,true,true,false,true,labels are controls only; no Route verdict is created
