p,cycle_length,simulated_length,harmonic_lower_bound,length_over_log_p,optimal_max_weight_sigma_1,optimal_max_weight_sigma_2,source_roof_over_log_p
3911,14551,14551,14521.168584313898,1759.1627759089408,0.9994317093100051,0.9988637415743187,27375.79019741633
3917,14576,14576,14543.442941640893,1761.858660894045,0.9994325786258204,0.9988654792186566,27423.423730432838
3919,14579,14579,14550.867727416562,1762.1125571088062,0.9994326603602497,0.9988656425947662,27428.631315969593
3923,14597,14597,14565.717298967887,1764.0706410028833,0.9994332899176761,0.9988669009956697,27463.0576162283
3929,14620,14620,14587.991656294886,1766.5239607044732,0.9994340767326637,0.998868473734472,27506.68924690098
3931,14627,14627,14595.416442070553,1767.2610954441618,0.9994343127157268,0.9988689454335572,27519.898846307617
3943,14669,14669,14639.965156724542,1771.6831621750484,0.9994357242553692,0.9988717669178543,27599.164411969326
3947,14680,14680,14654.814728275875,1772.7946146007646,0.9994360779279099,0.9988724738639232,27619.585701510285
3967,14759,14759,14729.062586032533,1781.2476278243284,0.9994387533014628,0.9988778216007823,27769.70931521311
3989,14898,14898,14874.05268988232,1796.8240750420598,0.9994436173264009,0.9988875442144812,28031.84786633544
4001,14951,14951,14918.791880726782,1802.5632910624875,0.9994453883125918,0.9988910842193073,28133.110233532243
4003,14958,14958,14926.248412534194,1803.298591397959,0.9994456143944508,0.9988915361323012,28146.32082386179
4007,14975,14975,14941.161476149013,1805.1307180198091,0.9994461769151061,0.9988926605502215,28178.740780993227
4013,14994,14994,14963.531071571255,1807.0951000280897,0.9994467787755826,0.9988938636048883,28214.365211198143
4019,15014,15014,14985.900666993484,1809.179760510871,0.9994474160587037,0.9988951374664196,28251.992533149525
4021,15025,15025,14993.3571988009,1810.3967219050974,0.9994477874069321,0.9988958797526121,28273.20361860602
4027,15044,15044,15015.72679422314,1812.3604658878653,0.999448385579887,0.9988970754382426,28308.831167398563
4049,15128,15128,15097.748644104659,1821.2845915616244,0.9994510876974608,0.9989024766996376,28468.145294960847
4051,15142,15142,15105.205175912066,1822.8617004195603,0.9994515624767715,0.9989034257372599,28495.360668299694
4057,15160,15160,15127.574771334303,1824.703510913373,0.9994521159043366,0.9989045319856555,28528.987668697293
4073,15217,15217,15187.227025793596,1830.6969031335975,0.9994539090944121,0.9989081164041014,28636.67042647636
4079,15232,15232,15209.596621215827,1832.1770255372394,0.9994543501330307,0.9989089979998387,28664.297710727853
4091,15282,15282,15254.335812060295,1837.5419742593313,0.9994559427971008,0.9989121815924418,28759.568994528967
4093,15293,15293,15261.792343867719,1838.7565762750323,0.9994563020797324,0.9989128997668932,28780.78337618892
