atom,code_length,q,alpha_from_r1,power,normalized_trace_over_w_power,target,residual,match,r1_fit,r2_plus_failure,q_zero_rank_one_boundary
413,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
413,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
413,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
413,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
414,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
414,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
414,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
414,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
414,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
414,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
415,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
415,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
415,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
415,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
415,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
415,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
416,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
416,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
416,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
416,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
416,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
416,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
417,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
417,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
417,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
417,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
417,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
417,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
418,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
418,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
418,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
418,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
418,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
418,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
419,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
419,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
419,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
419,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
419,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
419,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
420,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
420,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
420,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
420,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
420,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
420,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
421,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
421,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
421,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
421,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
421,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
421,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
422,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
422,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
422,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
422,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
422,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
422,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
423,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
423,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
423,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
423,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
423,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
423,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
424,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
424,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
424,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
424,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
424,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
424,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
425,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
425,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
425,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
425,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
425,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
425,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
426,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
426,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
426,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
426,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
426,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
426,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
427,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
427,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
427,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
427,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
427,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
427,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
428,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
428,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
428,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
428,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
428,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
428,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
429,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
429,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
429,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
429,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
429,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
429,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
430,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
430,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
430,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
430,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
430,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
430,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
431,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
431,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
431,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
431,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
431,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
431,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
432,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
432,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
432,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
432,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
432,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
432,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
433,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
433,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
433,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
433,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
433,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
433,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
434,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
434,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
434,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
434,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
434,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
434,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
435,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
435,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
435,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
435,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
435,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
435,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
436,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
436,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
436,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
436,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
436,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
436,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
437,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
437,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
437,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
437,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
437,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
437,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
438,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
438,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
438,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
438,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
438,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
438,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
439,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
439,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
439,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
439,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
439,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
439,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
440,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
440,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
440,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
440,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
440,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
440,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
441,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
441,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
441,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
441,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
441,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
441,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
442,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
442,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
442,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
442,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
442,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
442,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
443,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
443,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
443,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
443,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
443,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
443,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
444,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
444,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
444,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
444,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
444,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
444,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
445,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
445,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
445,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
445,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
445,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
445,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
446,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
446,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
446,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
446,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
446,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
446,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
447,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
447,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
447,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
447,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
447,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
447,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
448,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
448,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
448,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
448,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
448,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
448,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
449,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
449,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
449,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
449,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
449,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
449,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
450,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
450,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
450,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
450,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
450,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
450,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
451,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
451,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
451,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
451,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
451,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
451,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
452,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
452,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
452,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
452,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
452,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
452,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
453,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
453,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
453,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
453,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
453,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
453,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
454,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
454,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
454,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
454,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
454,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
454,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
455,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
455,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
455,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
455,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
455,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
455,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
456,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
456,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
456,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
456,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
456,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
456,17,1/131072,131071/131072,6,38684150510660063165284351/38685921377825129937108993,1/1,-1770867165066771824642/38685921377825129937108993,False,False,True,False
457,17,1/131072,131071/131072,1,1/1,1/1,0/1,True,True,False,False
457,17,1/131072,131071/131072,2,131071/131073,1/1,-2/131073,False,False,True,False
457,17,1/131072,131071/131072,3,17179607041/17180000257,1/1,-393216/17180000257,False,False,True,False
457,17,1/131072,131071/131072,4,2251748274470911/2251816993685505,1/1,-68719214594/2251816993685505,False,False,True,False
457,17,1/131072,131071/131072,5,295138898083176775681/295150156996346511361,1/1,-11258913169735680/295150156996346511361,False,False,True,False
