trace,norm,adjoint_trace_q,q_mod_8,geodesic_length,log_q_minus_length,relative_period_error,represented_in_frozen_ledger,multiplicity_within_frozen_block_cutoff
785,616222.9999983772,616223,7,13.331364189989145,2.633444633898116e-12,1.975375210194254e-13,True,12
789,622518.9999983936,622519,7,13.341529428940984,2.580446015056128e-12,1.934145578135908e-13,False,0
797,635206.9999984257,635207,7,13.361706209002996,2.478388865170732e-12,1.8548446032291567e-13,True,12
807,651246.9999984645,651247,7,13.386644265510833,2.357808497596801e-12,1.7613140760534074e-13,True,8
811,657718.9999984796,657719,7,13.396533067420876,2.3116348028427854e-12,1.725547043558656e-13,True,8
817,667486.9999985019,667487,7,13.411275193409214,2.2444729536442622e-12,1.6735716188620915e-13,False,0
825,680622.9999985308,680623,7,13.43076383418722,2.1586724959504145e-12,1.6072596634119152e-13,False,0
841,707278.9999985861,707279,7,13.469180492209478,1.9990261390755662e-12,1.484148304517486e-13,True,8
863,744766.9999986573,744767,7,13.520826696765036,1.8028481544464846e-12,1.3333860383534016e-13,True,4
875,765622.9999986938,765623,7,13.548445160465214,1.7059647645166753e-12,1.2591590727285216e-13,True,8
881,776158.9999987115,776159,7,13.562112675082409,1.6599637516305603e-12,1.2239713615417745e-13,True,4
897,804606.9999987572,804607,7,13.598109238433578,1.544658173677926e-12,1.1359359941836193e-13,False,0
901,811798.9999987682,811799,7,13.607008051554159,1.517410119419015e-12,1.1151680910819561e-13,True,10
931,866758.9999988463,866759,7,13.67251624710899,1.331077309782356e-12,9.73542313444812e-14,True,8
943,889246.9999988754,889247,7,13.698130316174284,1.2646058385919752e-12,9.231959467480427e-14,True,12
945,893022.9999988802,893023,7,13.702367615404764,1.2539340951381087e-12,9.151222112361587e-14,False,0
951,904398.9999988943,904399,7,13.715025913678678,1.2225872238455206e-12,8.914217381288828e-14,True,4
959,919678.9999989127,919679,7,13.731779975096243,1.182299375566692e-12,8.609949895139532e-14,True,4
973,946726.9999989436,946727,7,13.760766051831707,1.1157078117655525e-12,8.107890269793151e-14,False,0
979,958438.9999989567,958439,7,13.773061198335672,1.088606806208323e-12,7.903884187632765e-14,False,0
987,974166.9999989734,974167,7,13.789338025831936,1.0537392875584228e-12,7.641695965276536e-14,True,4
993,986046.9999989858,986047,7,13.80145929979049,1.028501117194514e-12,7.45211861190686e-14,False,0
995,990022.99999899,990023,7,13.805483454163118,1.0202566441936923e-12,7.390227568495278e-14,True,8
1003,1006006.999999006,1006007,7,13.821499587867121,9.880933915846258e-13,7.148959382467656e-14,False,0
1013,1026166.9999990255,1026167,7,13.841341059497813,9.496507409707223e-13,6.860973491575188e-14,True,4
1021,1042438.9999990407,1042439,7,13.857073717752762,9.202348961946608e-13,6.640903519302607e-14,True,4
1023,1046526.9999990445,1046527,7,13.860987620821126,9.13059595895426e-13,6.587262184144971e-14,True,10
1029,1058838.9999990556,1058839,7,13.872683582807701,8.919492437137405e-13,6.429536422347787e-14,False,0
1035,1071222.9999990663,1071223,7,13.884311544374924,8.714454817114017e-13,6.27647599901634e-14,True,4
1045,1092022.9999990843,1092023,7,13.903542497335405,8.385644151856607e-13,6.031300406686424e-14,True,4
1051,1104598.9999990948,1104599,7,13.914992931142907,8.195787859610142e-13,5.889897249797956e-14,True,6
1057,1117246.999999105,1117247,7,13.926378181626825,8.011274368915619e-13,5.752589987455958e-14,False,0
1069,1142758.999999125,1142759,7,13.948956071900563,7.657565130349097e-13,5.4897048143799365e-14,False,0
1071,1147038.9999991283,1147039,7,13.95269439727638,7.600525687966409e-13,5.447353372442277e-14,False,0
1073,1151326.9999991315,1151327,7,13.956425748136208,7.544016350269557e-13,5.405407148228195e-14,False,0
1085,1177222.9999991506,1177223,7,13.978668833036382,7.215767360553445e-13,5.161984625817691e-14,True,8
1091,1190278.99999916,1190279,7,13.989698291388526,7.058338092593917e-13,5.045382641981907e-14,True,4
1101,1212198.999999175,1212199,7,14.007946623551922,6.805376501905457e-13,4.858225609214609e-14,False,0
1113,1238766.9999991928,1238767,7,14.02962708804312,6.516595212282571e-13,4.644881272600679e-14,False,0
1119,1252158.9999992014,1252159,7,14.040379819383244,6.377948986204225e-13,4.5425758193513754e-14,True,4
1125,1265622.9999992098,1265623,7,14.051075049028254,6.242970500559728e-13,4.443055409480004e-14,False,0
1141,1301878.9999992317,1301879,7,14.079319163483662,5.900091633867061e-13,4.1906086262817176e-14,False,0
1143,1306446.9999992347,1306447,7,14.082821796720605,5.858904352127874e-13,4.1603198824059285e-14,True,4
1147,1315606.9999992398,1315607,7,14.089808714048496,5.777602364681203e-13,4.1005541536701664e-14,False,0
1149,1320198.9999992426,1320199,7,14.093293040774956,5.737480217052238e-13,4.0710713957711863e-14,False,0
1153,1329406.999999248,1329407,7,14.100243536108513,5.658275346626649e-13,4.0128919278142006e-14,True,8
