schema_version,row_id,action_case,component_id,stabilizer_literal,orbit_count_class,k_index,global_time_sample_class,isotropy_restriction_sample_class,test_algebra_sample_signature,full_sample_signature,reduced_sample_signature,dense_h_scope,named_output_signature_matches_baseline,restriction_coboundary_match,case_kind,negative_reason,oracle,tolerance,status
paper13-circle-twists-controls/1,AP-0011,FREE_TRANSLATION,free,{0},ONE,0,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0012,FREE_TRANSLATION,free,{0},ONE,6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0013,TRANSITIVE_PERIOD_1,periodic,Z,ONE,-6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0014,TRANSITIVE_PERIOD_1,periodic,Z,ONE,-1,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0015,TRANSITIVE_PERIOD_1,periodic,Z,ONE,0,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0016,TRANSITIVE_PERIOD_1,periodic,Z,ONE,6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0017,TRANSITIVE_PERIOD_2,periodic,2Z,ONE,-6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0018,TRANSITIVE_PERIOD_2,periodic,2Z,ONE,-1,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0019,TRANSITIVE_PERIOD_2,periodic,2Z,ONE,0,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0020,TRANSITIVE_PERIOD_2,periodic,2Z,ONE,6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0021,FIXED_PRIME_2,packet,(log 2)Z,QP_UNKNOWN,-6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0022,FIXED_PRIME_2,packet,(log 2)Z,QP_UNKNOWN,-1,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0023,FIXED_PRIME_2,packet,(log 2)Z,QP_UNKNOWN,0,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0024,FIXED_PRIME_2,packet,(log 2)Z,QP_UNKNOWN,6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0025,FIXED_PRIME_3,packet,(log 3)Z,QP_UNKNOWN,-6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0026,FIXED_PRIME_3,packet,(log 3)Z,QP_UNKNOWN,-1,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0027,FIXED_PRIME_3,packet,(log 3)Z,QP_UNKNOWN,0,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0028,FIXED_PRIME_3,packet,(log 3)Z,QP_UNKNOWN,6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0029,COMPOSITE_LABEL_6,label_control,(log 6)Z,UNSPECIFIED,-6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0030,COMPOSITE_LABEL_6,label_control,(log 6)Z,UNSPECIFIED,-1,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0031,COMPOSITE_LABEL_6,label_control,(log 6)Z,UNSPECIFIED,0,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0032,COMPOSITE_LABEL_6,label_control,(log 6)Z,UNSPECIFIED,6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0033,ARBITRARY_LABEL_A,label_control,L_a Z,UNSPECIFIED,-6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0034,ARBITRARY_LABEL_A,label_control,L_a Z,UNSPECIFIED,-1,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0035,ARBITRARY_LABEL_A,label_control,L_a Z,UNSPECIFIED,0,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0036,ARBITRARY_LABEL_A,label_control,L_a Z,UNSPECIFIED,6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0037,NONTRANSITIVE_COMMON_L,all,LZ,FINITE_3,-6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0038,NONTRANSITIVE_COMMON_L,all,LZ,FINITE_3,-1,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0039,NONTRANSITIVE_COMMON_L,all,LZ,FINITE_3,0,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0040,NONTRANSITIVE_COMMON_L,all,LZ,FINITE_3,6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0041,HETEROGENEOUS_ACTION,free_component,{0},HETEROGENEOUS,-6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0042,HETEROGENEOUS_ACTION,free_component,{0},HETEROGENEOUS,-1,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0043,HETEROGENEOUS_ACTION,free_component,{0},HETEROGENEOUS,0,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0044,HETEROGENEOUS_ACTION,free_component,{0},HETEROGENEOUS,6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0045,HETEROGENEOUS_ACTION,periodic_component,LZ,HETEROGENEOUS,-6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
