schema_version,row_id,k_index,t,u,v,sigma_tu_exp,sigma_tplusu_v_exp,sigma_uv_exp,sigma_t_uplusv_exp,lhs_exp_mod24,rhs_exp_mod24,norm_t0,norm_0u,cocycle_holds,case_kind,negative_reason,oracle,tolerance,status
paper13-circle-twists-controls/1,CM-0001,-6,-2,-2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0002,-6,-2,-2,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0003,-6,-2,-2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0004,-6,-2,-2,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0005,-6,-2,-2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0006,-6,-2,-1,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0007,-6,-2,-1,-1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0008,-6,-2,-1,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0009,-6,-2,-1,1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0010,-6,-2,-1,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0011,-6,-2,0,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0012,-6,-2,0,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0013,-6,-2,0,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0014,-6,-2,0,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0015,-6,-2,0,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0016,-6,-2,1,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0017,-6,-2,1,-1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0018,-6,-2,1,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0019,-6,-2,1,1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0020,-6,-2,1,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0021,-6,-2,2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0022,-6,-2,2,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0023,-6,-2,2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0024,-6,-2,2,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0025,-6,-2,2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0026,-6,-1,-2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0027,-6,-1,-2,-1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0028,-6,-1,-2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0029,-6,-1,-2,1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0030,-6,-1,-2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0031,-6,-1,-1,-2,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0032,-6,-1,-1,-1,12,0,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0033,-6,-1,-1,0,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0034,-6,-1,-1,1,12,0,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0035,-6,-1,-1,2,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0036,-6,-1,0,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0037,-6,-1,0,-1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0038,-6,-1,0,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0039,-6,-1,0,1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0040,-6,-1,0,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0041,-6,-1,1,-2,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0042,-6,-1,1,-1,12,0,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0043,-6,-1,1,0,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0044,-6,-1,1,1,12,0,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0045,-6,-1,1,2,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0046,-6,-1,2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0047,-6,-1,2,-1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0048,-6,-1,2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0049,-6,-1,2,1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0050,-6,-1,2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0051,-6,0,-2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0052,-6,0,-2,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0053,-6,0,-2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0054,-6,0,-2,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0055,-6,0,-2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0056,-6,0,-1,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0057,-6,0,-1,-1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0058,-6,0,-1,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0059,-6,0,-1,1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0060,-6,0,-1,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0061,-6,0,0,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0062,-6,0,0,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0063,-6,0,0,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0064,-6,0,0,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0065,-6,0,0,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0066,-6,0,1,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0067,-6,0,1,-1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0068,-6,0,1,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0069,-6,0,1,1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0070,-6,0,1,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0071,-6,0,2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0072,-6,0,2,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0073,-6,0,2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0074,-6,0,2,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0075,-6,0,2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0076,-6,1,-2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0077,-6,1,-2,-1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0078,-6,1,-2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0079,-6,1,-2,1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0080,-6,1,-2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0081,-6,1,-1,-2,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0082,-6,1,-1,-1,12,0,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0083,-6,1,-1,0,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0084,-6,1,-1,1,12,0,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0085,-6,1,-1,2,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0086,-6,1,0,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0087,-6,1,0,-1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0088,-6,1,0,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0089,-6,1,0,1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0090,-6,1,0,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0091,-6,1,1,-2,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0092,-6,1,1,-1,12,0,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0093,-6,1,1,0,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0094,-6,1,1,1,12,0,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0095,-6,1,1,2,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0096,-6,1,2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0097,-6,1,2,-1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0098,-6,1,2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0099,-6,1,2,1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0100,-6,1,2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0101,-6,2,-2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0102,-6,2,-2,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0103,-6,2,-2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0104,-6,2,-2,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0105,-6,2,-2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0106,-6,2,-1,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0107,-6,2,-1,-1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0108,-6,2,-1,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0109,-6,2,-1,1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0110,-6,2,-1,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0111,-6,2,0,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0112,-6,2,0,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0113,-6,2,0,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0114,-6,2,0,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0115,-6,2,0,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0116,-6,2,1,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0117,-6,2,1,-1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0118,-6,2,1,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0119,-6,2,1,1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0120,-6,2,1,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0121,-6,2,2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0122,-6,2,2,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0123,-6,2,2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0124,-6,2,2,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0125,-6,2,2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0126,-1,-2,-2,-2,16,8,16,8,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0127,-1,-2,-2,-1,16,16,20,12,8,8,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0128,-1,-2,-2,0,16,0,0,16,16,16,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0129,-1,-2,-2,1,16,8,4,20,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0130,-1,-2,-2,2,16,16,8,0,8,8,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0131,-1,-2,-1,-2,20,12,20,12,8,8,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0132,-1,-2,-1,-1,20,18,22,16,14,14,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0133,-1,-2,-1,0,20,0,0,20,20,20,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0134,-1,-2,-1,1,20,6,2,0,2,2,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0135,-1,-2,-1,2,20,12,4,4,8,8,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0136,-1,-2,0,-2,0,16,0,16,16,16,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0137,-1,-2,0,-1,0,20,0,20,20,20,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0138,-1,-2,0,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0139,-1,-2,0,1,0,4,0,4,4,4,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0140,-1,-2,0,2,0,8,0,8,8,8,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0141,-1,-2,1,-2,4,20,4,20,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0142,-1,-2,1,-1,4,22,2,0,2,2,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0143,-1,-2,1,0,4,0,0,4,4,4,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0144,-1,-2,1,1,4,2,22,8,6,6,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0145,-1,-2,1,2,4,4,20,12,8,8,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0146,-1,-2,2,-2,8,0,8,0,8,8,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0147,-1,-2,2,-1,8,0,4,4,8,8,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0148,-1,-2,2,0,8,0,0,8,8,8,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0149,-1,-2,2,1,8,0,20,12,8,8,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0150,-1,-2,2,2,8,0,16,16,8,8,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0151,-1,-1,-2,-2,20,12,16,16,8,8,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0152,-1,-1,-2,-1,20,18,20,18,14,14,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0153,-1,-1,-2,0,20,0,0,20,20,20,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0154,-1,-1,-2,1,20,6,4,22,2,2,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0155,-1,-1,-2,2,20,12,8,0,8,8,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0156,-1,-1,-1,-2,22,16,20,18,14,14,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0157,-1,-1,-1,-1,22,20,22,20,18,18,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0158,-1,-1,-1,0,22,0,0,22,22,22,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
