schema_version,row_id,q_case,q_class,q_cardinality,function_id,is_zero,support_components,gauge_id,gauge_nowhere_zero,actual_support_quasicompact,standard_support_compact,lands_in_standard_cc,support_preserved,fixed_prime_conditional,evidence_scope,case_kind,negative_reason,oracle,tolerance,status
paper13-circle-twists-controls/1,ST-0011,QF1,FINITE,1,TWO_BUMP,false,"[-3,-1]|[1,2]",ALPHA_K_MINUS6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0012,QF1,FINITE,1,TWO_BUMP,false,"[-3,-1]|[1,2]",ALPHA_K_6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0013,QF2,FINITE,2,ZERO,true,EMPTY,ONE,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0014,QF2,FINITE,2,ZERO,true,EMPTY,ALPHA_K_MINUS6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0015,QF2,FINITE,2,ZERO,true,EMPTY,ALPHA_K_6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0016,QF2,FINITE,2,TENT_CENTER,false,"[-1,1]",ONE,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0017,QF2,FINITE,2,TENT_CENTER,false,"[-1,1]",ALPHA_K_MINUS6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0018,QF2,FINITE,2,TENT_CENTER,false,"[-1,1]",ALPHA_K_6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0019,QF2,FINITE,2,TENT_SHIFT,false,"[1,3]",ONE,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0020,QF2,FINITE,2,TENT_SHIFT,false,"[1,3]",ALPHA_K_MINUS6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0021,QF2,FINITE,2,TENT_SHIFT,false,"[1,3]",ALPHA_K_6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0022,QF2,FINITE,2,TWO_BUMP,false,"[-3,-1]|[1,2]",ONE,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0023,QF2,FINITE,2,TWO_BUMP,false,"[-3,-1]|[1,2]",ALPHA_K_MINUS6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0024,QF2,FINITE,2,TWO_BUMP,false,"[-3,-1]|[1,2]",ALPHA_K_6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0025,QF4,FINITE,4,ZERO,true,EMPTY,ONE,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0026,QF4,FINITE,4,ZERO,true,EMPTY,ALPHA_K_MINUS6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0027,QF4,FINITE,4,ZERO,true,EMPTY,ALPHA_K_6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0028,QF4,FINITE,4,TENT_CENTER,false,"[-1,1]",ONE,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0029,QF4,FINITE,4,TENT_CENTER,false,"[-1,1]",ALPHA_K_MINUS6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0030,QF4,FINITE,4,TENT_CENTER,false,"[-1,1]",ALPHA_K_6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0031,QF4,FINITE,4,TENT_SHIFT,false,"[1,3]",ONE,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0032,QF4,FINITE,4,TENT_SHIFT,false,"[1,3]",ALPHA_K_MINUS6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0033,QF4,FINITE,4,TENT_SHIFT,false,"[1,3]",ALPHA_K_6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0034,QF4,FINITE,4,TWO_BUMP,false,"[-3,-1]|[1,2]",ONE,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0035,QF4,FINITE,4,TWO_BUMP,false,"[-3,-1]|[1,2]",ALPHA_K_MINUS6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0036,QF4,FINITE,4,TWO_BUMP,false,"[-3,-1]|[1,2]",ALPHA_K_6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0037,QF7,FINITE,7,ZERO,true,EMPTY,ONE,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0038,QF7,FINITE,7,ZERO,true,EMPTY,ALPHA_K_MINUS6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0039,QF7,FINITE,7,ZERO,true,EMPTY,ALPHA_K_6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0040,QF7,FINITE,7,TENT_CENTER,false,"[-1,1]",ONE,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0041,QF7,FINITE,7,TENT_CENTER,false,"[-1,1]",ALPHA_K_MINUS6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0042,QF7,FINITE,7,TENT_CENTER,false,"[-1,1]",ALPHA_K_6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0043,QF7,FINITE,7,TENT_SHIFT,false,"[1,3]",ONE,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0044,QF7,FINITE,7,TENT_SHIFT,false,"[1,3]",ALPHA_K_MINUS6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0045,QF7,FINITE,7,TENT_SHIFT,false,"[1,3]",ALPHA_K_6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0046,QF7,FINITE,7,TWO_BUMP,false,"[-3,-1]|[1,2]",ONE,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0047,QF7,FINITE,7,TWO_BUMP,false,"[-3,-1]|[1,2]",ALPHA_K_MINUS6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0048,QF7,FINITE,7,TWO_BUMP,false,"[-3,-1]|[1,2]",ALPHA_K_6,true,true,true,true,true,false,FINITE_COMPONENT_DIAGNOSTIC,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0049,QINF_N,INFINITE,INF,ZERO,true,EMPTY,ONE,true,true,true,true,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0050,QINF_N,INFINITE,INF,ZERO,true,EMPTY,ALPHA_K_MINUS6,true,true,true,true,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0051,QINF_N,INFINITE,INF,ZERO,true,EMPTY,ALPHA_K_6,true,true,true,true,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0052,QINF_N,INFINITE,INF,TENT_CENTER,false,"[-1,1]",ONE,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0053,QINF_N,INFINITE,INF,TENT_CENTER,false,"[-1,1]",ALPHA_K_MINUS6,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0054,QINF_N,INFINITE,INF,TENT_CENTER,false,"[-1,1]",ALPHA_K_6,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0055,QINF_N,INFINITE,INF,TENT_SHIFT,false,"[1,3]",ONE,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0056,QINF_N,INFINITE,INF,TENT_SHIFT,false,"[1,3]",ALPHA_K_MINUS6,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0057,QINF_N,INFINITE,INF,TENT_SHIFT,false,"[1,3]",ALPHA_K_6,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0058,QINF_N,INFINITE,INF,TWO_BUMP,false,"[-3,-1]|[1,2]",ONE,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0059,QINF_N,INFINITE,INF,TWO_BUMP,false,"[-3,-1]|[1,2]",ALPHA_K_MINUS6,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0060,QINF_N,INFINITE,INF,TWO_BUMP,false,"[-3,-1]|[1,2]",ALPHA_K_6,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0061,QINF_Z,INFINITE,INF,ZERO,true,EMPTY,ONE,true,true,true,true,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0062,QINF_Z,INFINITE,INF,ZERO,true,EMPTY,ALPHA_K_MINUS6,true,true,true,true,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0063,QINF_Z,INFINITE,INF,ZERO,true,EMPTY,ALPHA_K_6,true,true,true,true,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0064,QINF_Z,INFINITE,INF,TENT_CENTER,false,"[-1,1]",ONE,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0065,QINF_Z,INFINITE,INF,TENT_CENTER,false,"[-1,1]",ALPHA_K_MINUS6,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0066,QINF_Z,INFINITE,INF,TENT_CENTER,false,"[-1,1]",ALPHA_K_6,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0067,QINF_Z,INFINITE,INF,TENT_SHIFT,false,"[1,3]",ONE,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0068,QINF_Z,INFINITE,INF,TENT_SHIFT,false,"[1,3]",ALPHA_K_MINUS6,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0069,QINF_Z,INFINITE,INF,TENT_SHIFT,false,"[1,3]",ALPHA_K_6,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0070,QINF_Z,INFINITE,INF,TWO_BUMP,false,"[-3,-1]|[1,2]",ONE,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0071,QINF_Z,INFINITE,INF,TWO_BUMP,false,"[-3,-1]|[1,2]",ALPHA_K_MINUS6,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0072,QINF_Z,INFINITE,INF,TWO_BUMP,false,"[-3,-1]|[1,2]",ALPHA_K_6,true,true,false,false,true,false,ANALYTIC_INFINITE_COPRODUCT_BRANCH_ONLY,NEGATIVE,NONZERO_INFINITE_Q_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0073,QP_FINITE_CONDITIONAL,QP_FINITE_CONDITIONAL,FINITE_UNSPECIFIED,ZERO,true,EMPTY,ONE,true,true,true,true,true,true,CONDITIONAL_QP_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0074,QP_FINITE_CONDITIONAL,QP_FINITE_CONDITIONAL,FINITE_UNSPECIFIED,ZERO,true,EMPTY,ALPHA_K_MINUS6,true,true,true,true,true,true,CONDITIONAL_QP_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0075,QP_FINITE_CONDITIONAL,QP_FINITE_CONDITIONAL,FINITE_UNSPECIFIED,ZERO,true,EMPTY,ALPHA_K_6,true,true,true,true,true,true,CONDITIONAL_QP_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0076,QP_FINITE_CONDITIONAL,QP_FINITE_CONDITIONAL,FINITE_UNSPECIFIED,TENT_CENTER,false,"[-1,1]",ONE,true,true,true,true,true,true,CONDITIONAL_QP_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0077,QP_FINITE_CONDITIONAL,QP_FINITE_CONDITIONAL,FINITE_UNSPECIFIED,TENT_CENTER,false,"[-1,1]",ALPHA_K_MINUS6,true,true,true,true,true,true,CONDITIONAL_QP_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0078,QP_FINITE_CONDITIONAL,QP_FINITE_CONDITIONAL,FINITE_UNSPECIFIED,TENT_CENTER,false,"[-1,1]",ALPHA_K_6,true,true,true,true,true,true,CONDITIONAL_QP_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0079,QP_FINITE_CONDITIONAL,QP_FINITE_CONDITIONAL,FINITE_UNSPECIFIED,TENT_SHIFT,false,"[1,3]",ONE,true,true,true,true,true,true,CONDITIONAL_QP_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0080,QP_FINITE_CONDITIONAL,QP_FINITE_CONDITIONAL,FINITE_UNSPECIFIED,TENT_SHIFT,false,"[1,3]",ALPHA_K_MINUS6,true,true,true,true,true,true,CONDITIONAL_QP_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0081,QP_FINITE_CONDITIONAL,QP_FINITE_CONDITIONAL,FINITE_UNSPECIFIED,TENT_SHIFT,false,"[1,3]",ALPHA_K_6,true,true,true,true,true,true,CONDITIONAL_QP_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0082,QP_FINITE_CONDITIONAL,QP_FINITE_CONDITIONAL,FINITE_UNSPECIFIED,TWO_BUMP,false,"[-3,-1]|[1,2]",ONE,true,true,true,true,true,true,CONDITIONAL_QP_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0083,QP_FINITE_CONDITIONAL,QP_FINITE_CONDITIONAL,FINITE_UNSPECIFIED,TWO_BUMP,false,"[-3,-1]|[1,2]",ALPHA_K_MINUS6,true,true,true,true,true,true,CONDITIONAL_QP_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0084,QP_FINITE_CONDITIONAL,QP_FINITE_CONDITIONAL,FINITE_UNSPECIFIED,TWO_BUMP,false,"[-3,-1]|[1,2]",ALPHA_K_6,true,true,true,true,true,true,CONDITIONAL_QP_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0085,QP_INFINITE_CONDITIONAL,QP_INFINITE_CONDITIONAL,INFINITE_ASSUMED,ZERO,true,EMPTY,ONE,true,true,true,true,true,true,CONDITIONAL_QP_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0086,QP_INFINITE_CONDITIONAL,QP_INFINITE_CONDITIONAL,INFINITE_ASSUMED,ZERO,true,EMPTY,ALPHA_K_MINUS6,true,true,true,true,true,true,CONDITIONAL_QP_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0087,QP_INFINITE_CONDITIONAL,QP_INFINITE_CONDITIONAL,INFINITE_ASSUMED,ZERO,true,EMPTY,ALPHA_K_6,true,true,true,true,true,true,CONDITIONAL_QP_BRANCH_ONLY,POSITIVE,,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
paper13-circle-twists-controls/1,ST-0088,QP_INFINITE_CONDITIONAL,QP_INFINITE_CONDITIONAL,INFINITE_ASSUMED,TENT_CENTER,false,"[-1,1]",ONE,true,true,false,false,true,true,CONDITIONAL_QP_BRANCH_ONLY,NEGATIVE,CONDITIONAL_NONZERO_QP_INFINITE_NOT_COMPACT,ZERO_OR_FINITE_Q_SUPPORT_BRANCH,0,PASS
