schema_version,row_id,owner_case,degree,cochain_profile,unit_id,t,u,actual_exp_mod24,time_exp_mod24,normalized,factors_through_time,case_kind,negative_reason,oracle,tolerance,status
paper13-circle-twists-controls/1,NF-0027,SINGLETON,2,S_QUADRATIC1,star,1,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0028,SINGLETON,2,S_QUADRATIC1,star,1,1,2,2,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0029,TRIVIAL_TWO,1,A_ZERO,a,-2,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0030,TRIVIAL_TWO,1,A_ZERO,a,-1,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0031,TRIVIAL_TWO,1,A_ZERO,a,0,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0032,TRIVIAL_TWO,1,A_ZERO,a,1,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0033,TRIVIAL_TWO,1,A_ZERO,a,2,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0034,TRIVIAL_TWO,1,A_LINEAR3,a,-2,,18,18,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0035,TRIVIAL_TWO,1,A_LINEAR3,a,-1,,21,21,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0036,TRIVIAL_TWO,1,A_LINEAR3,a,0,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0037,TRIVIAL_TWO,1,A_LINEAR3,a,1,,3,3,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0038,TRIVIAL_TWO,1,A_LINEAR3,a,2,,6,6,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0039,TRIVIAL_TWO,2,S_ZERO,a,-1,-1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0040,TRIVIAL_TWO,2,S_ZERO,a,-1,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0041,TRIVIAL_TWO,2,S_ZERO,a,-1,1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0042,TRIVIAL_TWO,2,S_ZERO,a,0,-1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0043,TRIVIAL_TWO,2,S_ZERO,a,0,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0044,TRIVIAL_TWO,2,S_ZERO,a,0,1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0045,TRIVIAL_TWO,2,S_ZERO,a,1,-1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0046,TRIVIAL_TWO,2,S_ZERO,a,1,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0047,TRIVIAL_TWO,2,S_ZERO,a,1,1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0048,TRIVIAL_TWO,2,S_QUADRATIC1,a,-1,-1,2,2,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0049,TRIVIAL_TWO,2,S_QUADRATIC1,a,-1,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0050,TRIVIAL_TWO,2,S_QUADRATIC1,a,-1,1,22,22,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0051,TRIVIAL_TWO,2,S_QUADRATIC1,a,0,-1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0052,TRIVIAL_TWO,2,S_QUADRATIC1,a,0,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0053,TRIVIAL_TWO,2,S_QUADRATIC1,a,0,1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0054,TRIVIAL_TWO,2,S_QUADRATIC1,a,1,-1,22,22,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0055,TRIVIAL_TWO,2,S_QUADRATIC1,a,1,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0056,TRIVIAL_TWO,2,S_QUADRATIC1,a,1,1,2,2,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0057,TRIVIAL_TWO,1,A_ZERO,b,-2,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0058,TRIVIAL_TWO,1,A_ZERO,b,-1,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0059,TRIVIAL_TWO,1,A_ZERO,b,0,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0060,TRIVIAL_TWO,1,A_ZERO,b,1,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0061,TRIVIAL_TWO,1,A_ZERO,b,2,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0062,TRIVIAL_TWO,1,A_LINEAR3,b,-2,,18,18,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0063,TRIVIAL_TWO,1,A_LINEAR3,b,-1,,21,21,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0064,TRIVIAL_TWO,1,A_LINEAR3,b,0,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0065,TRIVIAL_TWO,1,A_LINEAR3,b,1,,3,3,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0066,TRIVIAL_TWO,1,A_LINEAR3,b,2,,6,6,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0067,TRIVIAL_TWO,2,S_ZERO,b,-1,-1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0068,TRIVIAL_TWO,2,S_ZERO,b,-1,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0069,TRIVIAL_TWO,2,S_ZERO,b,-1,1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0070,TRIVIAL_TWO,2,S_ZERO,b,0,-1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0071,TRIVIAL_TWO,2,S_ZERO,b,0,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0072,TRIVIAL_TWO,2,S_ZERO,b,0,1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0073,TRIVIAL_TWO,2,S_ZERO,b,1,-1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0074,TRIVIAL_TWO,2,S_ZERO,b,1,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0075,TRIVIAL_TWO,2,S_ZERO,b,1,1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0076,TRIVIAL_TWO,2,S_QUADRATIC1,b,-1,-1,2,2,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0077,TRIVIAL_TWO,2,S_QUADRATIC1,b,-1,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0078,TRIVIAL_TWO,2,S_QUADRATIC1,b,-1,1,22,22,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0079,TRIVIAL_TWO,2,S_QUADRATIC1,b,0,-1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0080,TRIVIAL_TWO,2,S_QUADRATIC1,b,0,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0081,TRIVIAL_TWO,2,S_QUADRATIC1,b,0,1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0082,TRIVIAL_TWO,2,S_QUADRATIC1,b,1,-1,22,22,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0083,TRIVIAL_TWO,2,S_QUADRATIC1,b,1,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0084,TRIVIAL_TWO,2,S_QUADRATIC1,b,1,1,2,2,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0085,PERIOD_THREE_SAMPLE,1,A_ZERO,p0,-2,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0086,PERIOD_THREE_SAMPLE,1,A_ZERO,p0,-1,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0087,PERIOD_THREE_SAMPLE,1,A_ZERO,p0,0,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0088,PERIOD_THREE_SAMPLE,1,A_ZERO,p0,1,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0089,PERIOD_THREE_SAMPLE,1,A_ZERO,p0,2,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0090,PERIOD_THREE_SAMPLE,1,A_LINEAR3,p0,-2,,18,18,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0091,PERIOD_THREE_SAMPLE,1,A_LINEAR3,p0,-1,,21,21,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0092,PERIOD_THREE_SAMPLE,1,A_LINEAR3,p0,0,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0093,PERIOD_THREE_SAMPLE,1,A_LINEAR3,p0,1,,3,3,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0094,PERIOD_THREE_SAMPLE,1,A_LINEAR3,p0,2,,6,6,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0095,PERIOD_THREE_SAMPLE,2,S_ZERO,p0,-1,-1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0096,PERIOD_THREE_SAMPLE,2,S_ZERO,p0,-1,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0097,PERIOD_THREE_SAMPLE,2,S_ZERO,p0,-1,1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0098,PERIOD_THREE_SAMPLE,2,S_ZERO,p0,0,-1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0099,PERIOD_THREE_SAMPLE,2,S_ZERO,p0,0,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0100,PERIOD_THREE_SAMPLE,2,S_ZERO,p0,0,1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0101,PERIOD_THREE_SAMPLE,2,S_ZERO,p0,1,-1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0102,PERIOD_THREE_SAMPLE,2,S_ZERO,p0,1,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0103,PERIOD_THREE_SAMPLE,2,S_ZERO,p0,1,1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0104,PERIOD_THREE_SAMPLE,2,S_QUADRATIC1,p0,-1,-1,2,2,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0105,PERIOD_THREE_SAMPLE,2,S_QUADRATIC1,p0,-1,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0106,PERIOD_THREE_SAMPLE,2,S_QUADRATIC1,p0,-1,1,22,22,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0107,PERIOD_THREE_SAMPLE,2,S_QUADRATIC1,p0,0,-1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0108,PERIOD_THREE_SAMPLE,2,S_QUADRATIC1,p0,0,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0109,PERIOD_THREE_SAMPLE,2,S_QUADRATIC1,p0,0,1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0110,PERIOD_THREE_SAMPLE,2,S_QUADRATIC1,p0,1,-1,22,22,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0111,PERIOD_THREE_SAMPLE,2,S_QUADRATIC1,p0,1,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0112,PERIOD_THREE_SAMPLE,2,S_QUADRATIC1,p0,1,1,2,2,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0113,PERIOD_THREE_SAMPLE,1,A_ZERO,p1,-2,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0114,PERIOD_THREE_SAMPLE,1,A_ZERO,p1,-1,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0115,PERIOD_THREE_SAMPLE,1,A_ZERO,p1,0,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0116,PERIOD_THREE_SAMPLE,1,A_ZERO,p1,1,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0117,PERIOD_THREE_SAMPLE,1,A_ZERO,p1,2,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0118,PERIOD_THREE_SAMPLE,1,A_LINEAR3,p1,-2,,18,18,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0119,PERIOD_THREE_SAMPLE,1,A_LINEAR3,p1,-1,,21,21,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0120,PERIOD_THREE_SAMPLE,1,A_LINEAR3,p1,0,,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0121,PERIOD_THREE_SAMPLE,1,A_LINEAR3,p1,1,,3,3,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0122,PERIOD_THREE_SAMPLE,1,A_LINEAR3,p1,2,,6,6,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0123,PERIOD_THREE_SAMPLE,2,S_ZERO,p1,-1,-1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0124,PERIOD_THREE_SAMPLE,2,S_ZERO,p1,-1,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0125,PERIOD_THREE_SAMPLE,2,S_ZERO,p1,-1,1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0126,PERIOD_THREE_SAMPLE,2,S_ZERO,p1,0,-1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0127,PERIOD_THREE_SAMPLE,2,S_ZERO,p1,0,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0128,PERIOD_THREE_SAMPLE,2,S_ZERO,p1,0,1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0129,PERIOD_THREE_SAMPLE,2,S_ZERO,p1,1,-1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0130,PERIOD_THREE_SAMPLE,2,S_ZERO,p1,1,0,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
paper13-circle-twists-controls/1,NF-0131,PERIOD_THREE_SAMPLE,2,S_ZERO,p1,1,1,0,0,true,true,DIAGNOSTIC,,TIME_PHASE_EQUALITY_AND_NORMALIZATION,0,PASS
