prime,level,u_exact,v_exact,required_q_limit_u_over_v,q_exact,correct_time_u_over_q,correct_time_error,wrong_time_u_times_q,wrong_time_error,active_action,wrong_action,scope
5,1,17/1,11/1,17/11,603693/390625,6640625/603693,3.3129421742508195e-06,10262781/390625,15.27271936,"(P,u)q=(F_qP,q^-1u)","(P,u)q=(F_qP,qu)",orientation regression; persistence of density is not a theorem failure
5,2,17/1,11/1,17/11,75461651/48828125,830078125/75461651,4.7706350872180096e-07,1282848067/48828125,15.272728412159999,"(P,u)q=(F_qP,q^-1u)","(P,u)q=(F_qP,qu)",orientation regression; persistence of density is not a theorem failure
5,3,17/1,11/1,17/11,1179088253927/762939453125,12969970703125/1179088253927,7.6391228307136164e-08,20044500316759/762939453125,15.272727455182357,"(P,u)q=(F_qP,q^-1u)","(P,u)q=(F_qP,qu)",orientation regression; persistence of density is not a theorem failure
5,4,17/1,11/1,17/11,11514533647937739719/7450580596923828125,126659870147705078125/11514533647937739719,1.7708004370330578e-09,195747072014941575223/7450580596923828125,15.272727268497841,"(P,u)q=(F_qP,q^-1u)","(P,u)q=(F_qP,qu)",orientation regression; persistence of density is not a theorem failure
5,5,17/1,11/1,17/11,14055827206611443889112308547/9094947017729282379150390625,154614099301397800445556640625/14055827206611443889112308547,2.0398598562619516e-09,238949062512394546114909245299/9094947017729282379150390625,15.272727267855212,"(P,u)q=(F_qP,q^-1u)","(P,u)q=(F_qP,qu)",orientation regression; persistence of density is not a theorem failure
7,1,23/1,13/1,23/13,208149/117649,2705927/208149,4.8042508011088212e-05,4787427/117649,27.69245807444177,"(P,u)q=(F_qP,q^-1u)","(P,u)q=(F_qP,qu)",orientation regression; persistence of density is not a theorem failure
7,2,23/1,13/1,23/13,71394853/40353607,928132961/71394853,1.7928463274516441e-06,1642081619/40353607,27.692313304235729,"(P,u)q=(F_qP,q^-1u)","(P,u)q=(F_qP,qu)",orientation regression; persistence of density is not a theorem failure
7,3,23/1,13/1,23/13,1199933131219/678223072849,15599130675527/1199933131219,2.5268074704461419e-08,27598462018037/678223072849,27.69230777140125,"(P,u)q=(F_qP,q^-1u)","(P,u)q=(F_qP,qu)",orientation regression; persistence of density is not a theorem failure
7,4,23/1,13/1,23/13,141170932622630131/79792266297612001,1835222124845076023/141170932622630131,5.3189725820344336e-09,3246931450320493013/79792266297612001,27.692307675658363,"(P,u)q=(F_qP,q^-1u)","(P,u)q=(F_qP,qu)",orientation regression; persistence of density is not a theorem failure
7,5,23/1,13/1,23/13,1953987424156736106889923331/1104427674243920646305299201,25401836507610174865021881623/1953987424156736106889923331,3.2893735369463451e-09,44941710755604930458468236613/1104427674243920646305299201,27.692307702604015,"(P,u)q=(F_qP,q^-1u)","(P,u)q=(F_qP,qu)",orientation regression; persistence of density is not a theorem failure
11,1,29/1,17/1,29/17,274735/161051,4670479/274735,5.8237938376981457e-05,7967315/161051,32.470757710290528,"(P,u)q=(F_qP,q^-1u)","(P,u)q=(F_qP,qu)",orientation regression; persistence of density is not a theorem failure
11,2,29/1,17/1,29/17,33242813/19487171,565127959/33242813,4.1512732391208889e-06,964041577/19487171,32.470576154948297,"(P,u)q=(F_qP,q^-1u)","(P,u)q=(F_qP,qu)",orientation regression; persistence of density is not a theorem failure
11,3,29/1,17/1,29/17,486708144041/285311670611,8274038447719/486708144041,2.0094177834789094e-09,14114536177189/285311670611,32.470588241141591,"(P,u)q=(F_qP,q^-1u)","(P,u)q=(F_qP,qu)",orientation regression; persistence of density is not a theorem failure
11,4,29/1,17/1,29/17,862233165637822001/505447028499293771,14657963826479519359/862233165637822001,1.233604292422665e-08,25004761803496838029/505447028499293771,32.470588199395806,"(P,u)q=(F_qP,q^-1u)","(P,u)q=(F_qP,qu)",orientation regression; persistence of density is not a theorem failure
11,5,29/1,17/1,29/17,184827336625745977456890881/108347059433883722041830251,3142064723582627939213077279/184827336625745977456890881,5.1125896184899293e-09,5359992762146633346249835549/108347059433883722041830251,32.470588220416303,"(P,u)q=(F_qP,q^-1u)","(P,u)q=(F_qP,qu)",orientation regression; persistence of density is not a theorem failure
