modulus,element_relabel_sha256,clone_add_table_sha256,clone_mul_table_sha256,source_row_sha256,matched_clone_row_sha256,transport_certificate_sha256,semiring_transport_exact,graph_transport_exact,exact_equal
158,181bc6e75f92d7bf35fd01a7afd27cb394313b1d7decf14980e84e3d325c657d,7043f95f78e71b521bacbb59408ff71683dc752a24882c4f02b7f813bb00bbe1,fc8241bc1f2293c4d3af9cbcac344d1990e03dd34baefa842a95326ad7851bb9,1cae61c5de004cc6a2be4f57ba26994d284a391d55563d1ab94f9e1a5b31193e,1cae61c5de004cc6a2be4f57ba26994d284a391d55563d1ab94f9e1a5b31193e,e87c0b1f74cb006b7bd76c5b24e16a182f1283f8dfb177fc5d36fb20a4abec40,1,1,1
159,12aa6a20bd7365c8cfd74ff081acab87a0e9ebac9c76bcd6d61089ed8037a18e,5bf457a1868cde23c99bfe127b06a96890cf9f0e1712bf3bb1ae8a7fcf5bdec0,02ec361dd9ea28cba5cc5fac1d4df90310dc16f8601164af5c3a86045f270434,aa0689b7c3522c998d0c8ab4632ac4e4c48a4f722aa3cf9195d029706ebf36d0,aa0689b7c3522c998d0c8ab4632ac4e4c48a4f722aa3cf9195d029706ebf36d0,848800a3144b5288056d908faa19b25949e579ddb76d1bc4e84f60f72c58b845,1,1,1
160,7df3726fe0eb0c9e601f2f45de048846965decaefdd68a999095b7c759318e26,dcad124db896b87a455b04d0d5dfa84884e0c80fc8d940333476ccd73ed8fa07,c78d9f034f4bfa19e949c16e18d51bb3d9bb0158275be8b0fcc5f9480157d773,866185b7810aa1d9c69a229d03e45101a3ae6912dfac789b86701fae8c461e89,866185b7810aa1d9c69a229d03e45101a3ae6912dfac789b86701fae8c461e89,92da5b0f86207855ce466fe6e090ad59ca8293b464cf1ff0f8123dba287affed,1,1,1
161,05140cbd7a6752a37d145d7566b242841fef206b0c3f4bef6025b1c41a8dbadd,a17c46eb44c770a2aa4f901c191f2935c617ba84fc92ed0f7a13ddf0599cebcf,cfe0745602e6650fce4bd02d942507b0da57686caf4f47ef13bbb97c1c7a5084,314e2585e0e15d6a3d67e5fcc48172a3adff4e7dd0d0a37fabbba36577e8dfe3,314e2585e0e15d6a3d67e5fcc48172a3adff4e7dd0d0a37fabbba36577e8dfe3,3dc87e9dc4917b3e182da7928e14132e7848222579a283e5921bb6859c844a36,1,1,1
162,e4bd87a832b6480e45a3d7f1e271eb7945c720437dc6b4a6098623d307b52117,71b8dc3f8bef65a87ff1f2efd3c7e59bbbb91120c70a6578436a337307f9067d,ce059eafa235e867762f5612c471e193466bf3a42900848546b9e0726f835f7e,37d9465794f721881e26f96a8960f94d63d44066ff8d49dbd095e0b1e62bfe0d,37d9465794f721881e26f96a8960f94d63d44066ff8d49dbd095e0b1e62bfe0d,c13b741d54be037bfa85d5987a4294a410f64cfd7cd5fe7900875c33df8e411b,1,1,1
163,c44a1248720089560171219e1292721c5c852295013cdb85849a800678f9b3d7,496c35980b94a74c3c50ab14c938814c93e2dba64e759378e14339ac75794c90,3e061738535cf12a0319f8ff312b21b7ca47a9b3befd4e03616a241d48db6ad6,0b9f201a60f98c5ea1f273424d92850db10ea618dcee084dad37433adb1f44cd,0b9f201a60f98c5ea1f273424d92850db10ea618dcee084dad37433adb1f44cd,6d1cf7e500a4f8e59981ac5708384e860258c020a4bd734489c3c769dfd35f42,1,1,1
164,7a935f0f9727678d2385e6b01007fcdde94ce7a22a3db3f58445fed04d07540e,d76e22cbf753164b9ae697b3e37f71567262c3ce1f81eff0cf0d2f390502dceb,91cf601c881a155c6090842587f16094de21d06c7081fddddb2797d8a3f54c36,e4e152d2dca27bbe9132663613a6ed226bbcdcb289a3b157ef3d5b41f9fbe32f,e4e152d2dca27bbe9132663613a6ed226bbcdcb289a3b157ef3d5b41f9fbe32f,8b9e3c142ed847881ad66012ea0101429da7b4b8a74559ad5907e239bce87a57,1,1,1
165,2c29d7e5a5ca36631a59c8476226a0e945f0867e2303768a37a00222ab716f07,1937eb58b0ec776614e9897cd0e40baad81b5580493fd422e2e80287ee644e59,20dd8458643ee236adb6225cac45a08701ecb1c62b30eab3a58315ce34810b1f,beb1131aca6c115d214d3bff311a9487a1c53f78f2e803a024b76e6a7f9fc9eb,beb1131aca6c115d214d3bff311a9487a1c53f78f2e803a024b76e6a7f9fc9eb,f995f805c1f6aa1694fd33e8d36c9493d934c854e14583f65185bb32e3caddca,1,1,1
166,15bed58cd7afc770984088b03ec1b9af984beefc723d8bfcefc69478b8efc684,3e4b851af0218a5bd5cf2c05f8ed90304701f0dfc80588bf3475ce898c4d18c5,796b294096f3e072851d559ccc0d94e64453b8c4af81c78eda921188c9aa0020,f42f80fc46c9a08c025ba4f0e4bac72cdb8023d786bc9c43b95b1dfb793ab2ad,f42f80fc46c9a08c025ba4f0e4bac72cdb8023d786bc9c43b95b1dfb793ab2ad,9cf442e24581eb7f7a06a1bf03a39f2d20b8a9eae3f9d1c21db8852d0f1891b2,1,1,1
167,c755a09dd376ea4ecd8e9106ab0605c4fbd559fac530cc9510983aebd5850041,ab112812ca9e924fd0f1d30c4fc801187dbc49a08514e07f3fb32b55f353208d,0a1eb301d9441631a52cd08fa70f9fb40c385ab7c9ea1ed7bed16f5c8d58b0fd,a1dc2b763c29a942e41ac80bfc62ab6824c337aea86c4310b2a75ccde30060b2,a1dc2b763c29a942e41ac80bfc62ab6824c337aea86c4310b2a75ccde30060b2,fcd2023010a60af4ecc776180b8d63957386a1f933168324c626b1f9442aaacf,1,1,1
168,8168d2b2da6143bb55d83be037a754edece5bd94db0a19c25c7cc4c37cbfdf65,e2ee3906f20894e0ca60987d950f8c7ce261355ee015cd062de791051061344d,85e63a7a87cae44aea3c4f7fdfd82d05bf5b54506bbbb60e7dace88981299850,22e7ffbda852b809a80fa0f488c616d6741b452b9656ef0c0cd5d81073d643f5,22e7ffbda852b809a80fa0f488c616d6741b452b9656ef0c0cd5d81073d643f5,8c479778d56b9de8596a37de5236dfc4a8c95042de7398466e6687015b952894,1,1,1
169,353e1fbbf76e661f49f27ef3ab6f2cecce02b198d386ca026ba38828cb0d8389,e50eafbd6799f9d9ba8e1a373ddacaab24d0d24df8d63b515b95de89e22384fa,c177800cda91951157344456495f28455990dc7e18daa47bad88665bc8e6996e,9fe6f57395f020386cb3e9592ecb698a8efbb69b4b062fed3b1c99c127e6a1e8,9fe6f57395f020386cb3e9592ecb698a8efbb69b4b062fed3b1c99c127e6a1e8,9bdbd63facb32f5d059f0fc60cd17f033e52eac6cfe5df53271207aea93154cd,1,1,1
170,89105d4a75f7e7c019504646fcdc058e5a2f900a0c2307dbdfa122a44a4133f6,eae0771be750d38f0ecfec2a096befc26e9990a9e11d424d3ae4ffe37f463b72,10b7f83c5113fade78ab165fea570480b7f852ee0efdd3fc04c01350465c8360,8a8645e5ab5c81e691a0e5a77f0dc5d36568fa178adf30910d7badbce5959e1b,8a8645e5ab5c81e691a0e5a77f0dc5d36568fa178adf30910d7badbce5959e1b,373c5cdaec6d57598cdaf2cd9763342a0ddd66e66fd6d5938238ba2d56db0a67,1,1,1
171,e69353b134208bd2618dbabe8bcd120eed2559a3df90f6aa3b48a1960eedb3c5,bf7acdb9e0b19f972b719105401c0adc98b715f54a0eed611ca8d18d084a06f9,08208b24a7aec28d025ce3ac6ce28ee5f571024b827df084ee513596e8fabc57,5db71b16ecae41fca8c151840123ad79be58d113eeb18fd788cb4381044015fb,5db71b16ecae41fca8c151840123ad79be58d113eeb18fd788cb4381044015fb,1544ef39ab80e24b2ff312cdf5062d91a320788dc6b72f7c236ea6bc2660c354,1,1,1
172,96ee563572cc9d206e907e360c7fa0e6eaf80cd78dc9938d5662067939dfb777,ae7dd2987edf2ccf8cef00e7c796c958bd8a8fd85e797137fa819853edfa0027,4047576a1bf89085338df4c951388aa827b89237bc5102c77b0f9a6f4999edc4,f604fd243de90e324d01184fa05b839fc07a03f19bb662fe730053c1f6d78840,f604fd243de90e324d01184fa05b839fc07a03f19bb662fe730053c1f6d78840,f70947ddcba8544a54fafba8d06caeb1df9b1a49b2f0e5be603b833f28fefa28,1,1,1
173,087134bb447b49c0f810a2df29f7b47f49ac98ce07741e5b3ea72006895e1ea7,db24eab147e3a5058799f3d923ac52d57e45d3ff7334580992cd8007d214f134,507bab7b55e086f5ab9518bd910c5c73d2d1f01b1b2a63551b0e590a53520fff,12ce96a2aa34975cbe377c9ca3db622b3f4c5da3408f856180ae00eab22cc123,12ce96a2aa34975cbe377c9ca3db622b3f4c5da3408f856180ae00eab22cc123,ca2a7dca7ddd44ab01bd9b58e3c82a89e83ebfb5d47ea08086347fc452f1711a,1,1,1
174,3d835f0e3933f845995a7d5c7c2f5bb9d1c5cdcdac8d10acf9097450df2ac992,80ace37536c3a7bfaaac4beb9389fe571781574a7c1167576ed226341f0f2011,280a71be305aad8997d40d77e0fa23fa24d45940f9a88f5441820a707ab66cfa,3e205f3edbc759be6aedc19c10b4f6cbe7006afb2e528b7946212399820ad97e,3e205f3edbc759be6aedc19c10b4f6cbe7006afb2e528b7946212399820ad97e,acdd7a2b8612e7d5c8e7a3b4f33bb332fe7371cd5d78e25ca87a6ba7cdc3fbf6,1,1,1
175,74eb183d9f43fbd2adce4fb41aa3d233092ced004ff97958441d4d175bfae9df,b6f44296535969405957f7baf4b96d9e47704646348b123d5d541101dfc4c528,6b50954ef0e1ecd25e74532c39ad8067fc36f472ed9bebe3f4e93261777aa691,b96101d7156966878b04cca42e7185db9205f25d40c97aba7428f480595cd55e,b96101d7156966878b04cca42e7185db9205f25d40c97aba7428f480595cd55e,1ecaaf102e2bdc934b934139da81b987d7e36568498fdc278f83ecd117ea48ad,1,1,1
176,393f60f504d4fd78988ec3678c38a3266a020160491ef049ddf1e0abd1a52fda,d73438c6af869c5eb333a25c0df01023fb96c4a3f263b0684d970bf1e2611dc6,b9b1b3e266f24f287e924ae5cd885c0630b3e2cae3d1aed7d4d277d5f715753c,ec74d3de2bfe005271bbe4818cc0d8d932ccee15e4e96bcf6d1b9605f38386b2,ec74d3de2bfe005271bbe4818cc0d8d932ccee15e4e96bcf6d1b9605f38386b2,140a22768ba742264cb10946eeca544cdba25a1505662af7f7445fff6e21670d,1,1,1
177,8e32611e41121775f1904a8b5d01f5d62a288e948f6bed37fb563251fcf0d43b,a31ce61f916ae7bdabcbf924da2cbaca53efbc81fdff250ffb5f0a25b8959eb3,31e6750ca05e57eec0fee0161cfb1a554ca0f1a9563736b2971bd1a6d16ba3a1,00c76bf953c9670504dc1fd3ed10a3b7fe98e64d46187147a30a16e168fe6b5a,00c76bf953c9670504dc1fd3ed10a3b7fe98e64d46187147a30a16e168fe6b5a,b9bc6032395f12459e8bc1c232934f7133efba98160afe47b8394f78e3933c3b,1,1,1
178,1c92ecdb0109c1dbe1daf0c35217ba4a6b62b91e49ff70c004c66e345cec1eef,2c98188cbcfcf2a165a4e5217c6e0da3a6f91254e7321d1d61d6164a3dcb251b,a4148470159bb22f57c06332b3dcde0135da3b44ea6b2c1cd6ca3981f9c7c59f,1dca870b0c292605728c0f94ee0ba4b87095d4c0d2f47125fd164b82cc008f22,1dca870b0c292605728c0f94ee0ba4b87095d4c0d2f47125fd164b82cc008f22,805d433266d85a71b4f1126a8b05959cb23d9407c2500fe7dc24dc469ae239a1,1,1,1
179,c38457313b9dae99cf1e867e1f5b8401ab63ffaba6aa46933553e0f38d9a9fd5,11d4169226d66c137b6fbe6214e6046bb8151df57c320f1ba7b0904945f33ba7,245f9b077fbe5b66830292b04602ddc1451c7266e2b8277e5f522631b9da509d,ee647e52f34b6fe9db4f0ee8390be012d5fcc8c57300958e65aff3fd960fbcbb,ee647e52f34b6fe9db4f0ee8390be012d5fcc8c57300958e65aff3fd960fbcbb,bf889b5132eec8d12af4d2db95530c3b9ec173908b14b2608d93e931f7a67fa9,1,1,1
180,faea5805b915ea051207c503614df13de5a2c3cb8b1eddc4c62a3c5ce776654a,42d9ead4ffac4ea16081851b5932ac81bc89516abe6dbf24ecc842598b2162cd,4dc7133c8b8c6f9bf8050d10e83d48b4ff88273c4116d5dbc01cc1ced4ee701f,fc2bfc3f9c03d2d7bceae869b677e2fd68df185715a0ee4680f6d46cadc47513,fc2bfc3f9c03d2d7bceae869b677e2fd68df185715a0ee4680f6d46cadc47513,d471f6f3bac25067e648188edfd005b02e6d41c65ef9aa851cc717bbc1258e20,1,1,1
181,21c4f69d44583e76093f26dbba5a1ffbc2876e7f02f4f9ab1d3a610343a662c3,ae204ca2371b84bfff9c596d2dace85ca3671cd2b8c4faec733636c5eb9f3639,0dd6ebf70017912b010f71946ca54c36036c2ec45b6aa86b33666b5c3de96d43,069f24fdf84fc62220c6e7e637877790085cf27bb3234292a40075afd6e1d8e8,069f24fdf84fc62220c6e7e637877790085cf27bb3234292a40075afd6e1d8e8,1dc176f9330025d5d4851b68b1d41fcd383c146d2288838aede01c5a1edb86ec,1,1,1
182,e09c75c1af94e3e3ce6777846cf69b62ab39b4614184b8957e413fa1cf477c9c,a63a1074c79c3547c46ec114ff9042df8535900166ad4d3c6081fac75a334ac0,5b8cf8e828c501ef52f8373c84f33047e01cc6bc8692ec4b1b018d20f61edb8e,f53bcf1c6509c761a6686274e3bab6bc55d1ee6547a056c6fbc47d1726c6c087,f53bcf1c6509c761a6686274e3bab6bc55d1ee6547a056c6fbc47d1726c6c087,b53ed89d402b65a79c8598ce3bbd728ce158aade95401f4865ab84f9f45a6389,1,1,1
183,c3ae1d87c88ee9d85c9b92654caf6d5f7280df6bad5080cc39a74d1ab04c788d,51ff02753f9d9fa21c4b627762917b5a6002242534b8d3ee26e89cd3efb14735,ff7a79ca8a8781ba298a41d4181c326d22fd13781a1f7b68a1321e492ad8e56f,ef7494261f573787307d873fad1969f0a48cf5cc08aa1060a68c79764cc88cb2,ef7494261f573787307d873fad1969f0a48cf5cc08aa1060a68c79764cc88cb2,777f7ec0eea475840d8e886be976e99fb6d215309415454fac6f7f3fc8019fb7,1,1,1
184,bb637cbe6dc33827ea27a3402f10406fba5b8a24b1c6591154e9e4cb0a0eb3d1,112c621617c68f892f2e682bdbb8bb45236a7f676877d72addf4b454886eba82,51602342a6823f01cad55ce989cc77a822ea7ef18648fc6e38c0b9a0d38032fb,910f465998dd882920f40fc10f45ae59fe215ea268c52cf914830beef1a9b9e2,910f465998dd882920f40fc10f45ae59fe215ea268c52cf914830beef1a9b9e2,2ce170a098885b52c1f9fcd0e337bff0c583b5c814136365011696e1f4623444,1,1,1
185,22d7a70b08ee0a5cb57e8bc17db342057705cfd4ec4e312bc1d447b43726fab8,87649bdf91b726934d20ac24659c29880121e9c30c2c31ab212a1eaccc976a1b,74ca64ce85a6c20add8d1f88d87c68728e219e0f8bed2887f76f9fcb1013ccba,734ae293696e40c394808937e2831bd51ac7cc6f608710ebf40c71149db8af1a,734ae293696e40c394808937e2831bd51ac7cc6f608710ebf40c71149db8af1a,86ed0a5a53c3c5ea5e5db0a55bb7b860ca62529bcb2d944a94f58f72f9807835,1,1,1
186,cbc2bc3bcf5e4a8ebfcb91bffd183fcc3c54a24d4911a80234402648acd56514,4b81b2cb107f94f232140579c57316b2e365f2e9cec1c23f5108e6d1a2fb300f,d4c80d299cc948766b9eff49ab84036736de5795c8b35bdda8bea007d553e404,99487ba3afe4edecb5d0c0cd76faacad20fdd0236dec085181f0d87b0ba5a9a7,99487ba3afe4edecb5d0c0cd76faacad20fdd0236dec085181f0d87b0ba5a9a7,354eabf77f0b0e5d2beaab37584c239935af80d76ffbec5f63da83c4ffd8dcb4,1,1,1
187,95358b526982a1e93c24d46e7c23aa26376bd055f013277c391c32105d430ce4,ccf516207edfac0dcbe2b75ff2b5b931c700f5b943e462da87dc25c402b65a21,be8124aa12e3e17bfd040995409ce5b74d44136957c3a422e548d1bf7e7a8f0e,30f025e623d9ce95ae7040d46ceced7f48e267ab7c75e815b2ae6c5b5c222c5b,30f025e623d9ce95ae7040d46ceced7f48e267ab7c75e815b2ae6c5b5c222c5b,1ceb890aef71e355d96f554a509846e8d087dc26a7bead6efdd8b4dbd8225d90,1,1,1
188,b027954b828a465dea37d40d147c8560cbf3768e95a4e3ad911815b86f7d4226,45865106facd2bbaacaac896429867b902220530d8efe967d98266750da1cf89,91df853d8a123e137a134c83d12448a514374b1aa7b7ba6198e125a9aa499d64,cbc4c94b4915ffa2d451e18fb2f93f0cafc1ada24ba29ff23daffc60c2fc6bb8,cbc4c94b4915ffa2d451e18fb2f93f0cafc1ada24ba29ff23daffc60c2fc6bb8,db327e66ca11c6fd25a91879047a336e0efdec3d73b3400c95f78d6727e235fb,1,1,1
189,66c46176de6c1dca0fd14925b2efb5c611d74cdb79cb6b709e55130137d860b6,c70517e96505cdacf150ac5aa1dce7050daec4c9f42ee49ef9a936c0299ffed1,af0c81459df915158975cc9faa79e75da3d7aba648b219b842589d387f9ac5dd,306e4ad6231ce06083cfca04def1ae3a37196967ff9fc0efc2d587cdd6e722e1,306e4ad6231ce06083cfca04def1ae3a37196967ff9fc0efc2d587cdd6e722e1,5a5b0f68ff415f565bf6ce9d7ceb272d1c6984fa44443d1061e3a88afb6e3c79,1,1,1
190,7c6bda1dffa4c74736ffd841a5f63f490219417a0a08da1ec5b3947af722b91a,7d1f3ae80b4aaeb3b541ac24738af418479117cdbef5a2a3ed9a091bef822956,a059080f66a96e4df25f29d95fce735f12c1eeda2b4dde66fec03366583731aa,63b927fa83819aeef7f611d1bf530a94ba449267db8a477cdefbaa1d6c96b97e,63b927fa83819aeef7f611d1bf530a94ba449267db8a477cdefbaa1d6c96b97e,7a45f96562fcc9b4ba124b121077e231c5ce49680a609d459acf6319462ea748,1,1,1
191,e0af1ebfd6ae89873c1f6ec0be77c6d15fae3a16b49555250cd8c19c909330a1,3447b5a0dc53194b05fe3731be4f104d1e2f2894c624e8a264955e16c4cf7273,ddc2582a86bc1e4afea1434a077d165ec8b8294b40a0d66779326b6eb280b4fd,78eeb131183482447273bec2ae16f85f555e8626e7e0fe2f463a53e8e6dac36b,78eeb131183482447273bec2ae16f85f555e8626e7e0fe2f463a53e8e6dac36b,e06f10ff770087920338a3896488ab76504bf6daefc2c52ec2e82e9a921c89b5,1,1,1
192,bad4aaa7ff6f7b511fcb6b979dbeff7425d8c16d0ae75b5e30cb11bd1ffbaa9f,bb884875036f6ce34d7b42f4a06fefc0b246d94a2603cf3cf6712eec369474e0,40c5d7d1a880d5e2416fcf41fbaea852ecc261931c1ca6763434f35cc974ee28,bf6423e74be956c06508215b078e6272ff9d9e7241ffe825d234418d91b92bde,bf6423e74be956c06508215b078e6272ff9d9e7241ffe825d234418d91b92bde,0183f64c6df47794cb4ea982d9b97d5401a2366f7c03691e5e116ee6ef1a9d48,1,1,1
